level,route,seed,arm,segment_start_step,step,sim_time_s,x,y,speed_mps,tfv6_target_mps,first_mps,author_mps,mean8_mps,c_reason,c_raw_throttle,c_raw_brake,b_shadow_throttle,b_shadow_brake,actual_throttle,actual_brake,postprocessor_changed,creep_active,stop_sign_active,offline_first_throttle,offline_first_brake,offline_author_throttle,offline_author_brake,offline_mean8_throttle,offline_mean8_brake
1,2091,0,B,456,505,25.300000376999378,2770.539306640625,1599.9688720703125,0.0,0.0,0.2301276510754741,0.13136821976880222,1.0544369576144474,tracking,0.75,0.0,0.0,1.0,0.0,1.0,False,False,False,0.311019657971571,0.0,0.0786474540660653,0.0,0.75,0.0
1,2091,0,B,456,506,25.350000377744436,2770.539306640625,1599.968994140625,0.0,0.0,0.22323606267029267,0.38549364448051604,1.5144568140232133,tracking,0.75,0.0,0.0,1.0,0.0,1.0,False,False,False,0.3103643145939399,0.0,0.21052883704973244,0.0,0.75,0.0
1,2091,0,B,456,507,25.400000378489494,2770.539306640625,1599.968994140625,0.0,0.0,0.21587004351626043,0.5182162973199375,1.6016151113176875,tracking,0.75,0.0,1.304718017578125,0.0,1.304718017578125,0.0,False,False,False,0.309379680601086,0.0,0.28336786728246766,0.0,0.75,0.0
1,2091,0,B,456,508,25.450000379234552,2770.539306640625,1599.96923828125,0.0,0.0,0.19589392712665601,0.2736054333783672,1.2482100868927346,tracking,0.10675354690807079,0.0,0.0,1.0,0.0,1.0,False,False,False,0.30184029653185507,0.0,0.16448250327987513,0.0,0.75,0.0
1,2091,0,B,456,509,25.50000037997961,2770.539306640625,1599.96923828125,0.0,0.0,0.33195770063760766,0.29972449013053437,1.4695665593468028,tracking,0.75,0.0,0.0,1.0,0.0,1.0,False,False,False,0.37402165460713294,0.0,0.18128858783841842,0.0,0.75,0.0
1,2091,0,B,456,510,25.55000038072467,2770.539306640625,1599.9693603515625,0.0,0.0,0.27138388292823984,0.13797423891137614,1.1228379697716884,tracking,0.75,0.0,0.0,1.0,0.0,1.0,False,False,False,0.3471270443396012,0.0,0.10213814024093121,0.0,0.75,0.0
1,2091,0,B,456,511,25.600000381469727,2770.539306640625,1599.9693603515625,0.0,0.0,0.3167624427185229,0.12910446254410315,1.0770655022221653,tracking,0.75,0.0,0.0,1.0,0.0,1.0,False,False,False,0.3737758548277259,0.0,0.0993170578631436,0.0,0.75,0.0
1,2091,0,B,456,512,25.650000382214785,2770.539306640625,1599.9693603515625,0.0,0.0,0.30605542623492565,0.060394842684161724,0.8803119099993866,tracking,0.75,0.0,0.0,1.0,0.0,1.0,False,False,False,0.3722480394708711,0.0,0.06571718347797431,0.0,0.7300136067509553,0.0
1,2091,0,B,456,513,25.700000382959843,2770.539306640625,1599.9693603515625,0.0,0.0,0.30465640295892205,0.04612421689386116,0.6597027985071494,tracking,0.75,0.0,0.0,1.0,0.0,1.0,False,False,False,0.3753567329266025,0.0,0.0,1.0,0.6279553361090553,0.0
1,2091,0,B,456,514,25.7500003837049,2770.539306640625,1599.969482421875,0.0,0.0,0.34603003379264413,0.013193263429820344,0.43440128563594443,tracking,0.75,0.0,0.0,1.0,0.0,1.0,False,False,False,0.4003689238303247,0.0,0.0,1.0,0.5207345958248156,0.0
1,2091,0,B,456,515,25.80000038444996,2770.539306640625,1599.969482421875,0.0,0.0,0.2612507496365296,0.01998237417013245,0.5597705595668485,tracking,0.75,0.0,0.0,1.0,0.0,1.0,False,False,False,0.36124491617138577,0.0,0.0,1.0,0.5904163648891187,0.0
1,2091,0,B,456,516,25.850000385195017,2770.539306640625,1599.969482421875,0.0,0.0,0.26334717878230013,0.016016248736924,0.524353726086294,tracking,0.75,0.0,0.0,1.0,0.0,1.0,False,False,False,0.365584970528102,0.0,0.0,1.0,0.5792623698225886,0.0
1,2091,0,B,456,517,25.900000385940075,2770.539306640625,1599.9693603515625,0.0,0.0,0.26947820287879476,0.010222937435979747,0.45036754352317404,tracking,0.75,0.0,0.0,1.0,0.0,1.0,False,False,False,0.37201896016252856,0.0,0.0,1.0,0.5478988729189558,0.0
1,2091,0,B,456,518,25.950000386685133,2770.539306640625,1599.96923828125,0.0,0.0,0.22003048311168885,0.04118999713089066,0.8890493766174834,tracking,0.75,0.0,0.0,1.0,0.0,1.0,False,False,False,0.35004548135885555,0.0,0.0,1.0,0.75,0.0
1,2091,0,B,456,519,26.00000038743019,2770.539306640625,1599.968994140625,0.0,0.0,0.26106921211381023,0.11503040878995334,1.0583253675860202,tracking,0.75,0.0,0.0,1.0,0.0,1.0,False,False,False,0.3738282110599668,0.0,0.05895308452627717,0.0,0.75,0.0
1,2091,0,B,456,520,26.05000038817525,2770.539306640625,1599.968994140625,0.0,0.0,0.2707897863536212,0.13726742751848964,1.1042710944958778,tracking,0.75,0.0,0.0,1.0,0.0,1.0,False,False,False,0.3820733705597311,0.0,0.0717874367600945,0.0,0.75,0.0
1,2091,0,B,456,521,26.100000388920307,2770.539306640625,1599.96923828125,0.0,0.0,0.27311241566207506,0.01907821786261392,0.43203560529789276,tracking,0.75,0.0,0.0,1.0,0.0,1.0,False,False,False,0.38664859046060507,0.0,0.0,1.0,0.5441333489530117,0.0
1,2091,0,B,456,522,26.150000389665365,2770.539306640625,1599.96923828125,0.0,0.0,0.2578133220210449,0.0050780226643386776,0.24532190654017066,tracking,0.75,0.0,0.0,1.0,0.0,1.0,False,False,False,0.38222171021337453,0.0,0.0,1.0,0.45384302345159755,0.0
1,2091,0,B,456,523,26.200000390410423,2770.539306640625,1599.9693603515625,0.0,0.0,0.26052733295136654,0.005357844490681507,0.14753927608686315,tracking,0.75,0.0,0.0,1.0,0.0,1.0,False,False,False,0.38683530738895444,0.0,0.0,1.0,0.40679594920351086,0.0
1,2091,0,B,456,524,26.25000039115548,2770.539306640625,1599.9693603515625,0.0,0.0,0.24829485654907715,0.01975427806188368,0.34953652735948615,tracking,0.75,0.0,0.0,1.0,0.0,1.0,False,False,False,0.3838227549409217,0.0,0.0,1.0,0.5121637814969222,0.0
1,2091,0,B,456,525,26.30000039190054,2770.539306640625,1599.9693603515625,0.0,0.0,0.22696276429054707,0.008816840121870605,0.20681109585569946,tracking,0.75,0.0,0.0,1.0,0.0,1.0,False,False,False,0.37599374340756364,0.0,0.0,1.0,0.44338620448174665,0.0
1,2091,0,B,456,526,26.350000392645597,2770.539306640625,1599.968994140625,0.0,0.0,0.2381526809316373,0.023486087028550727,0.30872913898710613,tracking,0.75,0.0,0.0,1.0,0.0,1.0,False,False,False,0.3845656102841136,0.0,0.0,1.0,0.4982043403422941,0.0
1,2091,0,B,456,527,26.400000393390656,2770.539306640625,1599.968994140625,0.0,0.0,0.27410184299914264,0.07697660101920971,0.5333772753166821,tracking,0.75,0.0,0.0,1.0,0.0,1.0,False,False,False,0.405966464406411,0.0,0.039450508036682985,0.0,0.6171956245478898,0.0
1,2091,0,B,456,528,26.450000394135714,2770.539306640625,1599.968994140625,0.0,0.0,0.24227305243205402,0.14902956710451795,0.3758742266838474,tracking,0.75,0.0,0.0,1.0,0.0,1.0,False,False,False,0.3930804823233942,0.0,0.0773398606959025,0.0,0.5431425281350326,0.0
1,2091,0,B,456,529,26.50000039488077,2770.539306640625,1599.968994140625,0.0,0.0,0.2655321345676771,0.015224323716118331,0.11113872224487312,tracking,0.75,0.0,0.0,1.0,0.0,1.0,False,False,False,0.40802917512276093,0.0,0.0,1.0,0.4121640099643076,0.0
1,2091,0,B,456,530,26.55000039562583,2770.539306640625,1599.96923828125,0.0,0.0,0.2863208077498004,0.004861389550533897,0.06146839593674061,tracking,0.75,0.0,0.0,1.0,0.0,1.0,False,False,False,0.4220025218640265,0.0,0.0,1.0,0.38809720177089996,0.0
1,2091,0,B,456,531,26.600000396370888,2770.539306640625,1599.9693603515625,0.0,0.0,0.2837527231073618,0.01759056487583512,0.1754400141469778,tracking,0.75,0.0,0.0,1.0,0.0,1.0,False,False,False,0.42426538863450225,0.0,0.0,1.0,0.44727601108553405,0.0
1,2091,0,B,456,532,26.650000397115946,2770.539306640625,1599.9693603515625,0.0,0.0,0.3293341703791864,0.08397868013998006,0.5192996091701743,tracking,0.75,0.0,0.0,1.0,0.0,1.0,False,False,False,0.45117278946149764,0.0,0.04303907358738203,0.0,0.6256970538084865,0.0
1,2091,0,B,456,533,26.700000397861004,2770.5390625,1599.969482421875,0.0,0.0,0.26163716462832043,0.05666535535386884,0.2473821120787317,tracking,0.75,0.0,0.0,1.0,0.0,1.0,False,False,False,0.4205947511926524,0.0,0.030090728146804524,0.0,0.4928305817098279,0.0
1,2091,0,B,456,534,26.750000398606062,2770.539306640625,1599.9693603515625,0.0,0.0,0.18689127899527672,0.07304131357139713,0.3801766316902379,tracking,0.10458836386463331,0.0,0.0,1.0,0.0,1.0,False,False,False,0.38555794939838267,0.0,0.03919172368881614,0.0,0.5639800494825223,0.0
1,2091,0,B,456,535,26.80000039935112,2770.539306640625,1599.968994140625,0.0,0.0,0.17633445759229427,0.10207467023587309,0.5527827987519413,tracking,0.10151413391589062,0.0,0.0,1.0,0.0,1.0,False,False,False,0.38248371944964,0.0,0.05498433541801542,0.0,0.6571929181007371,0.0
1,2091,0,B,456,536,26.850000400096178,2770.539306640625,1599.968994140625,0.0,0.0,0.18201507175865367,0.23717042491693896,1.0632384293098742,tracking,0.10662962942995644,0.0,0.0,1.0,0.0,1.0,False,False,False,0.38759921496370586,0.0,0.12549684311418652,0.0,0.75,0.0
1,2091,0,B,456,537,26.900000400841236,2770.539306640625,1599.968994140625,0.0,0.0,0.19888367739586899,0.589821054848179,1.6074724147829793,tracking,0.11754997825305744,0.0,1.8246262073516846,0.0,1.8246262073516846,0.0,False,False,False,0.3985195637868068,0.0,0.30919492137527155,0.0,0.75,0.0
1,2091,0,B,456,538,26.950000401586294,2770.539306640625,1599.96923828125,0.0,0.0,0.13892000947525077,0.3219059572886807,1.2665026459923463,tracking,0.08930464443706483,0.0,0.0,1.0,0.0,1.0,False,False,False,0.37027422997081416,0.0,0.17926119712159055,0.0,0.75,0.0
1,2091,0,B,456,539,27.000000402331352,2770.5390625,1599.9693603515625,0.0,0.0,0.13132789467576833,0.1732665715398993,1.0464401021803287,tracking,0.08715018574523244,0.0,0.0,1.0,0.0,1.0,False,False,False,0.36811977127898177,0.0,0.10710733642372199,0.0,0.75,0.0
1,2091,0,B,456,540,27.05000040307641,2770.5390625,1599.9693603515625,0.0,0.0,0.2379380627978174,0.8450694814330519,1.8668057455850113,tracking,0.75,0.0,2.9631199836730957,0.0,2.9631199836730957,0.0,False,False,False,0.4243990811692984,0.0,0.4535721600456179,0.0,0.75,0.0
1,2091,0,B,456,541,27.10000040382147,2770.5390625,1599.969482421875,0.0,0.0,0.23322764685395395,0.8432906517663342,1.8845659757793396,tracking,0.75,0.0,1.65372633934021,0.0,1.65372633934021,0.0,False,False,False,0.42495921882648313,0.0,0.46322387851641333,0.0,0.75,0.0
1,2091,0,B,456,542,27.150000404566526,2770.5390625,1599.9696044921875,0.0,0.0,0.12811017377399947,0.2501776024854593,1.173666846252259,tracking,0.08714270249038539,0.0,0.0,1.0,0.0,1.0,False,False,False,0.3740018594825433,0.0,0.16979457395364334,0.0,0.75,0.0
1,2091,0,B,456,543,27.200000405311584,2770.5390625,1599.9696044921875,0.0,0.0,0.10978155581938333,0.06914743005433917,0.6044758561889827,tracking,0.07935066298126801,0.0,0.0,1.0,0.0,1.0,False,False,False,0.3662098199734259,0.0,0.08014383062664224,0.0,0.6905953951342125,0.0
1,2091,0,B,456,544,27.250000406056643,2770.5390625,1599.9696044921875,0.0,0.0,0.06032658310011262,0.05603481889804495,0.6339461676499648,tracking,0.055377258921620764,0.0,0.0,1.0,0.0,1.0,False,False,False,0.3422364159137787,0.0,0.07428796029515798,0.0,0.7132548780784098,0.0
1,2091,0,B,456,545,27.3000004068017,2770.5390625,1599.9696044921875,0.0,0.0,0.02727535123508473,0.024085252240422617,0.5162016465613081,stop_hold,0.0,1.0,0.0,1.0,0.0,1.0,False,False,False,0.0,1.0,0.0,1.0,0.6608351382122478,0.0
1,2091,0,B,456,546,27.35000040754676,2770.5390625,1599.9698486328125,0.0,0.0,0.025618904692176547,0.029179657370789043,0.4682396649887505,stop_hold,0.0,1.0,0.0,1.0,0.0,1.0,False,False,False,0.0,1.0,0.0,1.0,0.6427071433255449,0.0
1,2091,0,B,456,547,27.400000408291817,2770.5390625,1599.9698486328125,0.0,0.0,0.041143682932694006,0.03983483357852742,0.5283901196931682,stop_hold,0.0,1.0,0.0,1.0,0.0,1.0,False,False,False,0.0,1.0,0.0,1.0,0.6793872472723386,0.0
1,2091,0,B,456,548,27.450000409036875,2770.5390625,1599.9698486328125,0.0,0.0,0.0277736788281822,0.021721271419787618,0.46812909386438,stop_hold,0.0,1.0,0.0,1.0,0.0,1.0,False,False,False,0.0,1.0,0.0,1.0,0.6551083481184451,0.0
1,2091,0,B,456,549,27.500000409781933,2770.5390625,1599.9698486328125,0.0,0.0,0.03339323243501677,0.0065217319014159334,0.2989577601171536,stop_hold,0.0,1.0,0.0,1.0,0.0,1.0,False,False,False,0.0,1.0,0.0,1.0,0.5742596533019815,0.0
1,2091,0,B,456,550,27.55000041052699,2770.5390625,1599.9698486328125,0.0,0.0,0.012145949339290765,0.005454457019705624,0.21917466494121357,stop_hold,0.0,1.0,0.0,1.0,0.0,1.0,False,False,False,0.0,1.0,0.0,1.0,0.5371077890666012,0.0
