level,route,seed,arm,step,sim_time_s,x,y,speed_mps,nearest_xml_turn_or_trigger_m,steer,c_raw_steer,c_steer_saturation,command,target_point,waypoint_correct_m,waypoint_wrong_m,waypoint_world_xy_json,waypoint_endpoint_correct_m,waypoint_endpoint_wrong_m,waypoint_wrong_preferred,route_correct_m,route_wrong_m,route_world_xy_json,route_endpoint_correct_m,route_endpoint_wrong_m,route_wrong_preferred,window_kind
2,2084,0,C,10,0.5500000081956387,-1416.0089111328125,5323.17724609375,6.204648039546215e-05,7.0089480671433595,3.552752241375856e-05,3.552752204901487e-05,False,unlogged,unlogged,20.739311580501045,20.739311580501045,"[[-1415.8336179231987, 5323.177451811723], [-1415.4097899649385, 5323.177075647492], [-1414.6038006927402, 5323.1763209028], [-1413.4475507391483, 5323.1756320073555], [-1412.13505000047, 5323.175930642311], [-1411.0582267423597, 5323.176052452935], [-1410.1337466337918, 5323.176383741009], [-1409.2926008344411, 5323.176354158278]]",17.2926170010541,17.2926170010541,False,16.99617365625011,16.99617365625011,"[[-1413.4984947863172, 5323.175703668247], [-1412.4958906296745, 5323.175169418124], [-1411.4958907182133, 5323.174637401241], [-1410.4958908067526, 5323.174105384241], [-1409.495890825505, 5323.173654747575], [-1408.4958908442575, 5323.173204110908], [-1407.4958905606395, 5323.172550023232], [-1406.4958908934316, 5323.171733175763], [-1405.4958912262239, 5323.170916328061], [-1404.4958914892295, 5323.170180860693]]",12.495927068115732,12.495927068115732,False,approach
2,2084,0,C,11,0.6000000089406967,-1416.0089111328125,5323.17724609375,1.5699673752289775e-07,7.0089480671433595,4.322251697885804e-05,4.322251827932388e-05,False,unlogged,unlogged,20.77886253494387,20.77886253494387,"[[-1415.8383378878889, 5323.177549955173], [-1415.4249265538156, 5323.177233586278], [-1414.6397708912798, 5323.176211876411], [-1413.5069584697696, 5323.1756346323655], [-1412.1892492668976, 5323.17589828342], [-1411.107217596933, 5323.1759240750525], [-1410.1814358695176, 5323.176083856814], [-1409.3428940463987, 5323.176092111156]]",17.342910525392195,17.342910525392195,False,17.00893466415398,17.00893466415398,"[[-1413.5089114937334, 5323.17575329127], [-1412.5089115124858, 5323.17530265461], [-1411.508911601025, 5323.174770637792], [-1410.5089117942439, 5323.174116550589], [-1409.508911882783, 5323.173584533771], [-1408.5089119364286, 5323.17309320712], [-1407.508912164541, 5323.1723984297505], [-1406.5089126020127, 5323.171459512078], [-1405.5089129696983, 5323.170601974508], [-1404.5089131629172, 5323.169947887305]]",12.508949262303418,12.508949262303418,False,approach
2,2084,0,C,12,0.6500000096857548,-1416.0089111328125,5323.17724609375,3.9959457255079105e-06,7.0089480671433595,-0.00010949803254334256,-0.00010949803321052899,False,unlogged,unlogged,20.748425525822555,20.748425525822555,"[[-1415.8412675350567, 5323.17759824384], [-1415.4291583163097, 5323.17722195638], [-1414.6479086072034, 5323.176478254334], [-1413.5150960897365, 5323.1760129080585], [-1412.179157859676, 5323.176291444622], [-1411.0580632628385, 5323.176520249515], [-1410.0971252329246, 5323.176726177621], [-1409.2195209536096, 5323.176666602139]]",17.219536762621008,17.219536762621008,False,17.00372548790486,17.00372548790486,"[[-1413.5037030382628, 5323.175708134683], [-1412.5037030919084, 5323.175216807915], [-1411.5037031804475, 5323.174684791096], [-1410.5037031992, 5323.1742341543795], [-1409.5037032179523, 5323.173783517778], [-1408.5037032367047, 5323.173332881177], [-1407.5037029181935, 5323.172719483732], [-1406.5037032858788, 5323.171861946162], [-1405.5037036884576, 5323.170963718424], [-1404.5037039165697, 5323.170268941288]]",12.503739263480096,12.503739263480096,False,approach
2,2084,0,C,13,0.7000000104308128,-1416.0089111328125,5323.17724609375,4.718860351708341e-06,7.0089480671433595,-0.00012407176836859435,-0.0001240717697108207,False,unlogged,unlogged,20.721081147205858,20.721081147205858,"[[-1415.8385007709776, 5323.177412765699], [-1415.4237872637896, 5323.177171574115], [-1414.6347249964924, 5323.176492380204], [-1413.4940998510485, 5323.176172922221], [-1412.1503488621606, 5323.176749935057], [-1411.0188376567523, 5323.177091877671], [-1410.0487847047211, 5323.177503612279], [-1409.1594617135174, 5323.177394569315]]",17.159476603415587,17.159476603415587,False,17.00372362762358,17.00372362762358,"[[-1413.5037031429426, 5323.175586064415], [-1412.5037030221217, 5323.175298188133], [-1411.503702901301, 5323.175010311849], [-1410.5037027804804, 5323.174722435449], [-1409.5037026596597, 5323.174434559282], [-1408.503702538839, 5323.1741466828835], [-1407.5037021505411, 5323.173614665539], [-1406.5037023786533, 5323.172919888403], [-1405.5037026067655, 5323.172225111267], [-1404.503702730198, 5323.171652404165]]",12.50373486408566,12.50373486408566,False,approach
2,2084,0,C,14,0.7500000111758709,-1416.0089111328125,5323.17724609375,3.067400103943438e-05,7.0089480671433595,-0.0004302255401853472,-0.0004302255406742623,False,unlogged,unlogged,20.71481283825785,20.71481283825785,"[[-1415.843546242691, 5323.1775213608225], [-1415.4372961310928, 5323.17744255799], [-1414.6612546521094, 5323.176937290365], [-1413.5336499220712, 5323.1770180972335], [-1412.1872943652384, 5323.177969260232], [-1411.005001861604, 5323.178623694192], [-1409.9932821772804, 5323.179279442723], [-1409.0570834931264, 5323.179402316937]]",17.057095929730572,17.057095929730572,False,17.00371681262487,17.00371681262487,"[[-1413.5037023403968, 5323.176521936506], [-1412.5037019404297, 5323.176559580859], [-1411.503701470676, 5323.176678605429], [-1410.5037010358158, 5323.176756940065], [-1409.5037006009552, 5323.176835274701], [-1408.5037000963084, 5323.176994989205], [-1407.5036993590775, 5323.176869872831], [-1406.503699133577, 5323.176704066932], [-1405.5036989429693, 5323.176497571099], [-1404.5036985778956, 5323.176494525402]]",12.503720671632333,12.503720671632333,False,approach
2,2084,0,C,15,0.800000011920929,-1416.0089111328125,5323.17724609375,1.1283229112240898e-05,7.0089480671433595,-8.753025758778676e-05,-8.753025984062675e-05,False,unlogged,unlogged,20.700900307281135,20.700900307281135,"[[-1415.8428953006119, 5323.177416534175], [-1415.4346922559155, 5323.177147864847], [-1414.6560467323866, 5323.17640639596], [-1413.523234130604, 5323.175900359473], [-1412.1664626892364, 5323.176120340688], [-1410.98417049021, 5323.176141535162], [-1409.9711492314204, 5323.176017969015], [-1409.0284412921758, 5323.1755249095095]]",17.028458881270844,17.028458881270844,False,17.0013817585896,17.0013817585896,"[[-1413.5037032476225, 5323.175463994148], [-1412.5010991549316, 5323.175133194722], [-1411.5010991387908, 5323.174723248113], [-1410.5010991924364, 5323.1742319213445], [-1409.5010991762956, 5323.17382197491], [-1408.5010990903684, 5323.173493408344], [-1407.501099248694, 5323.172880011309], [-1406.501099581486, 5323.172063163905], [-1405.5010998793848, 5323.171287006434], [-1404.5011000377106, 5323.170673609398]]",12.501134436123492,12.501134436123492,False,approach
2,2084,0,C,16,0.850000012665987,-1416.0089111328125,5323.17724609375,1.5430906750183605e-05,7.0089480671433595,-0.00022998872736934572,-0.00022998873072013708,False,unlogged,unlogged,20.749075893433634,20.749075893433634,"[[-1415.845824877993, 5323.177546203031], [-1415.4428301077728, 5323.177325233228], [-1414.6706949747684, 5323.176640209906], [-1413.5482989386478, 5323.176349099747], [-1412.2123604992273, 5323.176871776961], [-1411.056109615157, 5323.177128926208], [-1410.0652237861939, 5323.177370207888], [-1409.1511612580828, 5323.177011067448]]",17.151176664934074,17.151176664934074,False,17.00216025510926,17.00216025510926,"[[-1413.503702724223, 5323.176074345486], [-1412.5037026034022, 5323.175786469203], [-1411.503702517475, 5323.175457902753], [-1410.5037024315475, 5323.17512933642], [-1409.5010983039633, 5323.174839226986], [-1408.5010981831426, 5323.174551350819], [-1407.5010982367883, 5323.17406002405], [-1406.5010984649007, 5323.173365246681], [-1405.5010986232264, 5323.1727518496455], [-1404.5010986419786, 5323.172301213277]]",12.501129328155336,12.501129328155336,False,approach
2,2084,0,C,17,0.9000000134110451,-1416.0089111328125,5323.17724609375,4.118364653186732e-05,7.0089480671433595,-0.00026243747561238706,-0.0002624374764559165,False,unlogged,unlogged,20.72685886772694,20.72685886772694,"[[-1415.8451738490453, 5323.1775252996795], [-1415.4415281472855, 5323.177204589541], [-1414.6680908640615, 5323.176620174893], [-1413.537882098201, 5323.176454607871], [-1412.1837146926555, 5323.17692096286], [-1411.0170470204785, 5323.1772225848645], [-1410.022254842633, 5323.177577501106], [-1409.0990772920861, 5323.1775411517165]]",17.099092041409726,17.099092041409726,False,17.002680417018745,17.002680417018745,"[[-1413.503702968476, 5323.1757895149], [-1412.503702812762, 5323.175542328668], [-1411.503702657048, 5323.175295142435], [-1410.503702501334, 5323.175047956319], [-1409.5037023107268, 5323.17484146002], [-1408.5037020154393, 5323.174757034454], [-1407.5010979227486, 5323.174426234853], [-1406.5010979415013, 5323.17397559802], [-1405.5010979951471, 5323.173484271251], [-1404.501097839433, 5323.173237085019]]",12.501126487028854,12.501126487028854,False,approach
2,2084,0,C,18,0.9500000141561031,-1416.0089111328125,5323.17724609375,-1.551026644325349e-05,7.0089480671433595,-0.0001856077287811786,-0.00018560773339921897,False,unlogged,unlogged,20.727999423702336,20.727999423702336,"[[-1415.8435462317868, 5323.177534076485], [-1415.4385983496404, 5323.177331776884], [-1414.656046664781, 5323.176485233027], [-1413.5232339212441, 5323.176144500008], [-1412.1716706358654, 5323.176480845164], [-1411.0284412830215, 5323.176393122169], [-1410.0414615354628, 5323.17627662881], [-1409.120888808726, 5323.175845784495]]",17.120905847147416,17.120905847147416,False,17.001379410271213,17.001379410271213,"[[-1413.50370247997, 5323.176359176188], [-1412.5010984919588, 5323.1759063064355], [-1411.501098475818, 5323.175496359885], [-1410.5010984596772, 5323.175086413218], [-1409.5010984086432, 5323.174717156718], [-1408.5010983227157, 5323.174388590384], [-1407.501098446148, 5323.173815883515], [-1406.5010987440467, 5323.173039726278], [-1405.5010989372659, 5323.172385638843], [-1404.5010989560183, 5323.171935002474]]",12.501130458972387,12.501130458972387,False,approach
2,2084,0,C,19,1.0000000149011612,-1416.0089111328125,5323.17724609375,0.001879577671177538,7.0089480671433595,-1.502423947385978e-05,-1.5024239544267816e-05,False,unlogged,unlogged,20.68486845094462,20.68486845094462,"[[-1415.846801531729, 5323.177440228986], [-1415.4431557721805, 5323.177134777564], [-1414.6606041309378, 5323.176237371101], [-1413.519979122886, 5323.175757695935], [-1412.1449784159115, 5323.175992562336], [-1410.94706127497, 5323.175939322886], [-1409.9327379807944, 5323.176129988462], [-1408.9835190018885, 5323.175989927168]]",16.98353597373361,16.98353597373361,False,16.998515080181345,16.998515080181345,"[[-1413.4984947863172, 5323.175703668409], [-1412.498494735283, 5323.17533441191], [-1411.4984944807238, 5323.174924465155], [-1410.4984943947964, 5323.174595898704], [-1409.4984942739754, 5323.174308022538], [-1408.4984941182615, 5323.174060836304], [-1407.4984940323343, 5323.173732269738], [-1406.49849419066, 5323.173118872703], [-1405.498494279199, 5323.172586856001], [-1404.4984942281649, 5323.1722175995]]",12.498525106317473,12.498525106317473,False,approach
2,2084,0,C,20,1.0500000156462193,-1415.9949951171875,5323.17724609375,0.4211351472605706,6.9950321249960385,0.0003396676911506802,0.0003396676931689078,False,unlogged,unlogged,20.113986931780623,20.113986931780623,"[[-1415.705932333294, 5323.177430326658], [-1415.1330164283795, 5323.176305587914], [-1414.1095790490235, 5323.175644104421], [-1412.7866622929694, 5323.175058273008], [-1411.323119398442, 5323.17593501549], [-1410.216347929654, 5323.1759638244375], [-1409.2671286619593, 5323.176109357806], [-1408.3699931384017, 5323.175999252786]]",16.370010732653338,16.370010732653338,False,16.98980383804383,16.98980383804383,"[[-1413.489785919113, 5323.176898131583], [-1412.4897857387455, 5323.1766468942205], [-1411.489785595092, 5323.176354966809], [-1410.4897854147243, 5323.176103729564], [-1409.4897852343568, 5323.175852492318], [-1408.4897850539894, 5323.175601254839], [-1407.489784580354, 5323.175146566804], [-1406.4897847304107, 5323.174529118537], [-1405.4897849171814, 5323.173870980338], [-1404.4897849570964, 5323.173375602799]]",12.48981333459542,12.48981333459542,False,approach
2,2084,0,C,21,1.1000000163912773,-1415.9644775390625,5323.17724609375,0.689935407812302,6.96451470903434,-3.9940758142620325e-05,-3.994075820698234e-05,False,unlogged,unlogged,19.763646109384702,19.763646109384702,"[[-1415.5823155167384, 5323.177559407843], [-1414.8674727475998, 5323.176232451859], [-1413.706014519711, 5323.175475362081], [-1412.2737228343337, 5323.17465226033], [-1410.8935132599877, 5323.174925030828], [-1409.8427313978736, 5323.174934870254], [-1408.9117414707848, 5323.175055091815], [-1408.0315324238506, 5323.175102495548]]",16.031551757166323,16.031551757166323,False,16.95407988523048,16.95407988523048,"[[-1413.454060880403, 5323.175821195172], [-1412.4540606691814, 5323.175483558771], [-1411.4540601760004, 5323.175186612273], [-1410.454059877697, 5323.174930355955], [-1409.454059579394, 5323.174674099639], [-1408.454059194009, 5323.174499223872], [-1407.454059069869, 5323.174080207154], [-1406.454059076351, 5323.173539120193], [-1405.4540590392924, 5323.173038723624], [-1404.4540589151525, 5323.172619706906]]",12.45408901295228,12.45408901295228,False,approach
2,2084,0,C,22,1.1500000171363354,-1415.926513671875,5323.17724609375,0.7694998795922321,6.926551045572459,0.0001368737721350044,0.00013687377699964486,False,unlogged,unlogged,19.688414945339353,19.688414945339353,"[[-1415.5209144246553, 5323.177294076508], [-1414.7683114165816, 5323.175811860062], [-1413.5782076697305, 5323.174710006911], [-1412.132895704646, 5323.173439238164], [-1410.7891455098309, 5323.1726856171435], [-1409.780031393791, 5323.17200966646], [-1408.8868017507505, 5323.171685489925], [-1408.0508642164739, 5323.171274568222]]",16.05088992069015,16.05088992069015,False,16.92133311461694,16.92133311461694,"[[-1413.4213061136147, 5323.175036985159], [-1412.4213064601604, 5323.174179965157], [-1411.421306677254, 5323.173445015371], [-1410.4213069806492, 5323.172628685442], [-1409.4213071545921, 5323.171934425756], [-1408.4213073285352, 5323.171240166071], [-1407.4213072413945, 5323.17034245555], [-1406.4213077605427, 5323.169322675291], [-1405.4213083228417, 5323.168262204875], [-1404.4213086262366, 5323.167445874945]]",12.421351285559814,12.421351285559814,False,approach
2,2084,0,C,23,1.2000000178813934,-1415.8858642578125,5323.1767578125,0.8344401280319584,6.885903482935225,-0.00024359292001463473,-0.00024359291691378328,False,unlogged,unlogged,19.54685016301603,19.54685016301603,"[[-1415.4568272402096, 5323.17710767833], [-1414.6573487995045, 5323.17598549234], [-1413.4359946442955, 5323.175293945212], [-1411.9698488596546, 5323.174606502124], [-1410.6469313939153, 5323.174448604593], [-1409.6378168754748, 5323.174211858358], [-1408.718545367555, 5323.1742870060125], [-1407.851356929837, 5323.174331844438]]",15.851377712088707,15.851377712088707,False,16.880674745558995,16.880674745558995,"[[-1413.3806550547617, 5323.176254390501], [-1412.3806549769297, 5323.175843476344], [-1411.380654859198, 5323.175473252118], [-1410.3806547015672, 5323.175143717819], [-1409.3806545439356, 5323.174814183987], [-1408.380654346405, 5323.174525339619], [-1407.3806538316355, 5323.174073735066], [-1406.3806539533025, 5323.173459370331], [-1405.3806541148692, 5323.172804315202], [-1404.3806541567365, 5323.172271330791]]",12.38068520833204,12.38068520833204,False,approach
2,2084,0,C,24,1.2500000186264515,-1415.839599609375,5323.1767578125,0.9624152997727059,6.839639099824086,-0.0002669660316314548,-0.0002669660329280673,False,unlogged,unlogged,19.358333200569987,19.358333200569987,"[[-1415.3760574737205, 5323.176923898974], [-1414.5427248677472, 5323.175818645072], [-1413.292724895747, 5323.1751182527005], [-1411.7927247619427, 5323.174432912795], [-1410.415119652435, 5323.174268750078], [-1409.383869322546, 5323.174018036425], [-1408.4619937039392, 5323.17409388767], [-1407.6013163556115, 5323.174169656691]]",15.601337738620584,15.601337738620584,False,16.834411880650496,16.834411880650496,"[[-1413.3343916097313, 5323.174949592568], [-1412.3343914016077, 5323.174602901606], [-1411.3343911495747, 5323.174296900743], [-1410.3343908536328, 5323.174031589806], [-1409.3343905137815, 5323.173806969259], [-1408.3343900861123, 5323.17366372833], [-1407.3343894011518, 5323.173317036795], [-1406.3343893247559, 5323.172848275533], [-1405.3343892044504, 5323.172420204662], [-1404.3343890402364, 5323.17203282325]]",12.334420746791416,12.334420746791416,False,approach
2,2084,0,C,25,1.3000000193715096,-1415.7882080078125,5323.1767578125,1.0607722649807887,6.788247797230853,-0.0006157500320114195,-0.0006157500106848408,False,unlogged,unlogged,19.118788239269577,19.118788239269577,"[[-1415.292113702091, 5323.177243991424], [-1414.4106034924087, 5323.176533332418], [-1413.131957303153, 5323.176554219927], [-1411.600707065658, 5323.176228318237], [-1410.1658104730798, 5323.176389817243], [-1409.0850813674408, 5323.176073651054], [-1408.1085186973648, 5323.175888810287], [-1407.1553934805238, 5323.17577125185]]",15.15541284761785,15.15541284761785,False,16.783013642085088,16.783013642085088,"[[-1413.28299826145, 5323.17729440357], [-1412.2829979632454, 5323.177258447124], [-1411.2829976650407, 5323.177222490676], [-1410.2829974326783, 5323.177105154125], [-1409.2829971673948, 5323.177028507509], [-1408.2829968362694, 5323.177033240765], [-1407.282996225833, 5323.176793833555], [-1406.2829962239182, 5323.1763916660575], [-1405.2829961232396, 5323.176111569298], [-1404.2829960225613, 5323.175831472539]]",12.283019800031918,12.283019800031918,False,approach
