level,route,seed,deviation_arm,official_status,anchor_step,deviation_step,role,step,sim_time_s,ego_x,ego_y,ego_speed_mps,ego_dense_distance_m,rc_dense_index,target_dense_index,target_dense_distance_m,target_world_xy,selected_target_world_xy,kalman_world_xy,gps_world_xy,kalman_gps_delta_m,selected_pop_distance_m,command_1based,next_command_1based,steer,route_endpoint_world_xy,waypoint_endpoint_world_xy,route_endpoint_correct_dense_m,route_endpoint_wrong_straight_m,waypoint_endpoint_correct_dense_m,waypoint_endpoint_wrong_straight_m,light_state,nearest_actor_json
2,2084,0,C,Failed - Agent deviated from the route,319,122,B_same_time,122,6.150000091642141,-1394.9488525390625,5323.15869140625,1.3760905927840545,0.00042974928356868356,21,30,3.2650867710557867e-10,"[-1386.6037597657808, 5323.1518554684235]","[-1386.6037597657808, 5323.1518554684235]","[-1394.8590127585412, 5323.195562509699]","[-1394.3487772740973, 5322.89710396212]",0.5911156859774102,5.0,4,1,-0.0003337872913107276,"[-1383.4384483656518, 5323.115983295725]","[-1391.9145916181246, 5323.157240116014]",0.018882906144800024,0.033284160416740725,8.310835537275182,8.310835537275182,Green,"[{""id"": 3542, ""type"": ""traffic.speed_limit.30"", ""relative_xy_m"": [-5.323697238253951, -5.563679308139522], ""relative_velocity_xy_mps"": [-1.3760905927840545, -4.102139997411202e-06], ""distance_m"": 7.700407763775411}]"
2,2084,0,C,Failed - Agent deviated from the route,319,122,B_same_progress,214,10.750000160187483,-1392.9742431640625,5323.15869140625,0.7474945975455881,0.001010298247535413,23,30,3.2650867710557867e-10,"[-1386.6037597657808, 5323.1518554684235]","[-1386.6037597657808, 5323.1518554684235]","[-1392.903063825284, 5323.248112989816]","[-1392.188235891556, 5323.659983917253]",0.8249949307153621,5.0,4,1,-0.0004383889609016478,"[-1381.5088175391702, 5322.751457279655]","[-1391.7913816537198, 5323.159390080365]",0.028281678316357223,0.39609889415554367,8.187627965616244,8.187627965616244,Green,"[{""id"": 3721, ""type"": ""vehicle.lincoln.mkz_2020"", ""relative_xy_m"": [2.131393701049133, -2.7564071988585686], ""relative_velocity_xy_mps"": [-10.73042707590053, 0.022498638781904307], ""distance_m"": 3.4843392135082456}]"
2,2084,0,C,Failed - Agent deviated from the route,319,123,deviation,123,6.200000092387199,-1392.189453125,5323.18115234375,2.8632885634455727,0.024237621194047206,23,30,3.2650867710557867e-10,"[-1386.6037597657808, 5323.1518554684235]","[-1386.6037597657808, 5323.1518554684235]","[-1392.1442036312303, 5323.2117976391]","[-1391.9521357436013, 5322.963923438175]",0.31357884645271095,5.0,4,1,-0.0029334898572415113,"[-1380.775431333655, 5322.49782815347]","[-1391.3658590848477, 5323.190685091958]",0.025025084115730956,0.6490775756270836,7.762209037339148,7.762209037339148,Red,"[{""id"": 154, ""type"": ""traffic.stop"", ""relative_xy_m"": [8.315702773181783, 3.6255361453445563], ""relative_velocity_xy_mps"": [-2.8632885634455727, -0.05466449154629306], ""distance_m"": 9.071682586659604}]"
2,2084,0,C,Failed - Agent deviated from the route,319,123,B_same_time,123,6.200000092387199,-1394.9207763671875,5323.15869140625,0.23514685912944344,0.0004023311602733544,21,30,3.2650867710557867e-10,"[-1386.6037597657808, 5323.1518554684235]","[-1386.6037597657808, 5323.1518554684235]","[-1394.8498857468421, 5323.191775642162]","[-1394.6834589857363, 5322.941462501897]",0.3005903108905723,5.0,4,1,-0.00019147017155773938,"[-1383.41037596029, 5323.104130214747]","[-1392.1082766115542, 5323.157471876518]",0.028241994974725373,0.04511234296330393,8.504520663215526,8.504520663215526,Green,"[{""id"": 3542, ""type"": ""traffic.speed_limit.30"", ""relative_xy_m"": [-5.351767482130772, -5.563693802128143], ""relative_velocity_xy_mps"": [-0.23514685912944344, 3.841533548379942e-05], ""distance_m"": 7.7198512878572645}]"
2,2084,0,C,Failed - Agent deviated from the route,319,123,B_same_progress,214,10.750000160187483,-1392.9742431640625,5323.15869140625,0.7474945975455881,0.001010298247535413,23,30,3.2650867710557867e-10,"[-1386.6037597657808, 5323.1518554684235]","[-1386.6037597657808, 5323.1518554684235]","[-1392.903063825284, 5323.248112989816]","[-1392.188235891556, 5323.659983917253]",0.8249949307153621,5.0,4,1,-0.0004383889609016478,"[-1381.5088175391702, 5322.751457279655]","[-1391.7913816537198, 5323.159390080365]",0.028281678316357223,0.39609889415554367,8.187627965616244,8.187627965616244,Green,"[{""id"": 3721, ""type"": ""vehicle.lincoln.mkz_2020"", ""relative_xy_m"": [2.131393701049133, -2.7564071988585686], ""relative_velocity_xy_mps"": [-10.73042707590053, 0.022498638781904307], ""distance_m"": 3.4843392135082456}]"
2,2084,0,C,Failed - Agent deviated from the route,319,124,deviation,124,6.2500000931322575,-1392.05126953125,5323.18359375,2.710053318662034,0.026813971131771905,23,30,3.2650867710557867e-10,"[-1386.6037597657808, 5323.1518554684235]","[-1386.6037597657808, 5323.1518554684235]","[-1392.0060909420563, 5323.219591000832]","[-1392.6467927935025, 5323.621326568113]",0.7562343079130642,5.0,4,1,0.09083330631256104,"[-1380.651178025733, 5322.412989310069]","[-1391.3230608324534, 5323.202720949514]",0.0119850895361189,0.7338062015482079,7.719485124316326,7.719485124316326,Red,"[{""id"": 154, ""type"": ""traffic.stop"", ""relative_xy_m"": [8.18005254921624, 3.618997297136961], ""relative_velocity_xy_mps"": [-2.710053318662034, -0.008812503000154306], ""distance_m"": 8.944853332762017}]"
2,2084,0,C,Failed - Agent deviated from the route,319,124,B_same_time,124,6.2500000931322575,-1394.921875,5323.15869140625,0.0066506894092063385,0.0004034040434814078,21,30,3.2650867710557867e-10,"[-1386.6037597657808, 5323.1518554684235]","[-1386.6037597657808, 5323.1518554684235]","[-1394.86270702747, 5323.197793066846]","[-1395.5173982621975, 5323.596424226931]",0.7665033689551679,5.0,4,1,0.00010175168426940218,"[-1383.4166871929838, 5323.090526890959]","[-1392.3575849680446, 5323.156741584379]",0.042344004031958024,0.05872125801542785,8.753828269225657,8.753828269225657,Green,"[{""id"": 3542, ""type"": ""traffic.speed_limit.30"", ""relative_xy_m"": [-5.350642178508694, -5.563719106437129], ""relative_velocity_xy_mps"": [-0.0066506894092063385, 0.00018102277147186128], ""distance_m"": 7.7190894552252605}]"
2,2084,0,C,Failed - Agent deviated from the route,319,124,B_same_progress,214,10.750000160187483,-1392.9742431640625,5323.15869140625,0.7474945975455881,0.001010298247535413,23,30,3.2650867710557867e-10,"[-1386.6037597657808, 5323.1518554684235]","[-1386.6037597657808, 5323.1518554684235]","[-1392.903063825284, 5323.248112989816]","[-1392.188235891556, 5323.659983917253]",0.8249949307153621,5.0,4,1,-0.0004383889609016478,"[-1381.5088175391702, 5322.751457279655]","[-1391.7913816537198, 5323.159390080365]",0.028281678316357223,0.39609889415554367,8.187627965616244,8.187627965616244,Green,"[{""id"": 3721, ""type"": ""vehicle.lincoln.mkz_2020"", ""relative_xy_m"": [2.131393701049133, -2.7564071988585686], ""relative_velocity_xy_mps"": [-10.73042707590053, 0.022498638781904307], ""distance_m"": 3.4843392135082456}]"
2,2084,0,C,Failed - Agent deviated from the route,319,125,deviation,125,6.3000000938773155,-1391.9215087890625,5323.1884765625,2.528324937059746,0.031823500717716974,24,30,3.2650867710557867e-10,"[-1386.6037597657808, 5323.1518554684235]","[-1386.6037597657808, 5323.1518554684235]","[-1391.8712479939486, 5323.23534974307]","[-1392.1189891225697, 5323.844295550787]",0.6574120956799057,5.0,4,1,-0.00916669238358736,"[-1380.5365783719294, 5322.3641434279825]","[-1391.2880956732743, 5323.193928962564]",0.025585147173250906,0.7825504408773277,7.684464842649451,7.684464842649451,Red,"[{""id"": 154, ""type"": ""traffic.stop"", ""relative_xy_m"": [8.058980431737268, 3.596248572124555], ""relative_velocity_xy_mps"": [-2.528324937059746, -0.09452067836431184], ""distance_m"": 8.824974186456982}]"
2,2084,0,C,Failed - Agent deviated from the route,319,125,B_same_time,125,6.3000000938773155,-1394.910888671875,5323.15869140625,0.3725906385411819,0.00039267521231036795,21,30,3.2650867710557867e-10,"[-1386.6037597657808, 5323.1518554684235]","[-1386.6037597657808, 5323.1518554684235]","[-1394.8509915352927, 5323.206943379827]","[-1395.1083690053242, 5323.814510392759]",0.6598339467495586,5.0,4,1,-0.0003833007358480245,"[-1383.4004883425525, 5323.0901606187435]","[-1392.0246584807658, 5323.157214628476]",0.04129582390369237,0.05907316542991756,8.420902328105281,8.420902328105281,Green,"[{""id"": 3542, ""type"": ""traffic.speed_limit.30"", ""relative_xy_m"": [-5.362022627113302, -5.563342779496554], ""relative_velocity_xy_mps"": [-0.3725906385411819, -0.00025699170084010235], ""distance_m"": 7.726711430864458}]"
2,2084,0,C,Failed - Agent deviated from the route,319,125,B_same_progress,347,17.400000259280205,-1392.0047607421875,5323.15869140625,0.7602435559186188,0.0019570579734693463,24,30,3.2650867710557867e-10,"[-1386.6037597657808, 5323.1518554684235]","[-1386.6037597657808, 5323.1518554684235]","[-1391.9755025625977, 5323.224734333901]","[-1391.979137675133, 5323.32034842179]",0.09568316385844856,5.0,4,1,-0.0002099399280268699,"[-1380.6254196747477, 5322.375473324274]","[-1388.3273461875995, 5323.149542669076]",0.008088178417155721,0.7712993308559155,4.723586423725211,4.723586423725211,Red,"[{""id"": 3732, ""type"": ""vehicle.mercedes.coupe_2020"", ""relative_xy_m"": [3.189028506792859, -2.755670033935849], ""relative_velocity_xy_mps"": [-10.896620746038211, 0.012722073652119364], ""distance_m"": 4.214690991409631}]"
2,2084,0,C,Failed - Agent deviated from the route,319,126,deviation,126,6.350000094622374,-1391.80029296875,5323.1923828125,2.3658316378655058,0.03584812362326152,24,30,3.2650867710557867e-10,"[-1386.6037597657808, 5323.1518554684235]","[-1386.6037597657808, 5323.1518554684235]","[-1391.748595579922, 5323.234789919728]","[-1392.2750939245225, 5323.081769981536]",0.548284240473297,5.0,4,1,-0.1091666966676712,"[-1380.4393007742128, 5322.252973100435]","[-1391.2822723096042, 5323.182364596652]",0.023628942180143882,0.8936344618452785,7.67858324339502,7.67858324339502,Red,"[{""id"": 154, ""type"": ""traffic.stop"", ""relative_xy_m"": [7.943036546745868, 3.5824178530882236], ""relative_velocity_xy_mps"": [-2.3658316378655058, -0.016969739301851902], ""distance_m"": 8.713526683098284}]"
2,2084,0,C,Failed - Agent deviated from the route,319,126,B_same_time,126,6.350000094622374,-1394.885009765625,5323.15869140625,0.5698479158757856,0.00036740285543114564,21,30,3.2650867710557867e-10,"[-1386.6037597657808, 5323.1518554684235]","[-1386.6037597657808, 5323.1518554684235]","[-1394.8335050037758, 5323.204574314714]","[-1395.359810721338, 5323.048078577596]",0.5490797975471944,5.0,4,1,-4.0993341826833785e-05,"[-1383.3772230444874, 5323.104270510269]","[-1391.8684894830262, 5323.15797871926]",0.02521024318423193,0.044942648480183756,8.26473415513411,8.26473415513411,Green,"[{""id"": 3542, ""type"": ""traffic.speed_limit.30"", ""relative_xy_m"": [-5.38649975944572, -5.564706426986602], ""relative_velocity_xy_mps"": [-0.5698479158757856, -0.0011469379764743807], ""distance_m"": 7.744697365104384}]"
2,2084,0,C,Failed - Agent deviated from the route,319,126,B_same_progress,347,17.400000259280205,-1392.0047607421875,5323.15869140625,0.7602435559186188,0.0019570579734693463,24,30,3.2650867710557867e-10,"[-1386.6037597657808, 5323.1518554684235]","[-1386.6037597657808, 5323.1518554684235]","[-1391.9755025625977, 5323.224734333901]","[-1391.979137675133, 5323.32034842179]",0.09568316385844856,5.0,4,1,-0.0002099399280268699,"[-1380.6254196747477, 5322.375473324274]","[-1388.3273461875995, 5323.149542669076]",0.008088178417155721,0.7712993308559155,4.723586423725211,4.723586423725211,Red,"[{""id"": 3732, ""type"": ""vehicle.mercedes.coupe_2020"", ""relative_xy_m"": [3.189028506792859, -2.755670033935849], ""relative_velocity_xy_mps"": [-10.896620746038211, 0.012722073652119364], ""distance_m"": 4.214690991409631}]"
2,2084,0,C,Failed - Agent deviated from the route,319,127,deviation,127,6.400000095367432,-1391.68798828125,5323.19189453125,2.1728569098914012,0.03546951510018326,24,30,3.2650867710557867e-10,"[-1386.6037597657808, 5323.1518554684235]","[-1386.6037597657808, 5323.1518554684235]","[-1391.6313136953288, 5323.222947607998]","[-1391.8726084007924, 5322.631572870924]",0.6387074561442639,5.0,4,1,-0.20916669070720673,"[-1380.3393144703343, 5322.2455183016245]","[-1391.274220792362, 5323.181985819427]",0.018885101885855578,0.9010005928563807,7.670530182591095,7.670530182591095,Red,"[{""id"": 154, ""type"": ""traffic.stop"", ""relative_xy_m"": [7.824318345436662, 3.598807173170073], ""relative_velocity_xy_mps"": [-2.1728569098914012, 0.07531268798868648], ""distance_m"": 8.612280223053421}]"
2,2084,0,C,Failed - Agent deviated from the route,319,127,B_same_time,127,6.400000095367432,-1394.850341796875,5323.15869140625,0.760630193955919,0.0003335474328877181,21,30,3.2650867710557867e-10,"[-1386.6037597657808, 5323.1518554684235]","[-1386.6037597657808, 5323.1518554684235]","[-1394.8021491978434, 5323.195581679055]","[-1395.0349619163565, 5322.598369747677]",0.640986624573428,5.0,4,1,0.0005268575041554868,"[-1383.3451575669326, 5323.116740629285]","[-1391.8537590369854, 5323.158847714159]",0.009990528043517367,0.032444099659009205,8.250004664921724,8.250004664921724,Green,"[{""id"": 3542, ""type"": ""traffic.speed_limit.30"", ""relative_xy_m"": [-5.420349614582875, -5.5655206527722205], ""relative_velocity_xy_mps"": [-0.760630193955919, 0.0017856956610334002], ""distance_m"": 7.768861569158176}]"
2,2084,0,C,Failed - Agent deviated from the route,319,127,B_same_progress,347,17.400000259280205,-1392.0047607421875,5323.15869140625,0.7602435559186188,0.0019570579734693463,24,30,3.2650867710557867e-10,"[-1386.6037597657808, 5323.1518554684235]","[-1386.6037597657808, 5323.1518554684235]","[-1391.9755025625977, 5323.224734333901]","[-1391.979137675133, 5323.32034842179]",0.09568316385844856,5.0,4,1,-0.0002099399280268699,"[-1380.6254196747477, 5322.375473324274]","[-1388.3273461875995, 5323.149542669076]",0.008088178417155721,0.7712993308559155,4.723586423725211,4.723586423725211,Red,"[{""id"": 3732, ""type"": ""vehicle.mercedes.coupe_2020"", ""relative_xy_m"": [3.189028506792859, -2.755670033935849], ""relative_velocity_xy_mps"": [-10.896620746038211, 0.012722073652119364], ""distance_m"": 4.214690991409631}]"
2,2084,0,C,Failed - Agent deviated from the route,319,128,deviation,128,6.45000009611249,-1391.58544921875,5323.18603515625,1.949259006485001,0.029710278649628302,24,44,2.6695063915864487e-10,"[-1377.487060547135, 5313.930175782053]","[-1377.487060547135, 5313.930175782053]","[-1391.5262953338506, 5323.237864300259]","[-1391.8280387803768, 5324.719955479582]",1.512495742587781,5.0,1,4,-0.12787851691246033,"[-1380.2741349913288, 5322.107225824711]","[-1391.3001224284312, 5323.186529677302]",0.06970316831687579,1.0392352161792808,7.696452157085097,7.696452157085097,Red,"[{""id"": 154, ""type"": ""traffic.stop"", ""relative_xy_m"": [7.701662895347792, 3.6491650005032517], ""relative_velocity_xy_mps"": [-1.949259006485001, 0.16892876130846254], ""distance_m"": 8.522441936116364}]"
2,2084,0,C,Failed - Agent deviated from the route,319,128,B_same_time,128,6.45000009611249,-1394.8046875,5323.15869140625,0.9851632472741342,0.00028896318008252294,21,30,3.2650867710557867e-10,"[-1386.6037597657808, 5323.1518554684235]","[-1386.6037597657808, 5323.1518554684235]","[-1394.7604392192104, 5323.21768444753]","[-1395.0472770615647, 5324.692611730392]",1.5025599613784526,5.0,4,1,5.2828101615887135e-05,"[-1383.2969030407708, 5323.107861051462]","[-1391.9817710066573, 5323.157429337892]",0.01462692433338635,0.04128088331800029,8.378015075153685,8.378015075153685,Green,"[{""id"": 3542, ""type"": ""traffic.speed_limit.30"", ""relative_xy_m"": [-5.466315154802727, -5.565244494974507], ""relative_velocity_xy_mps"": [-0.9851632472741342, 0.00037363491386878064], ""distance_m"": 7.8008042957422035}]"
2,2084,0,C,Failed - Agent deviated from the route,319,128,B_same_progress,347,17.400000259280205,-1392.0047607421875,5323.15869140625,0.7602435559186188,0.0019570579734693463,24,30,3.2650867710557867e-10,"[-1386.6037597657808, 5323.1518554684235]","[-1386.6037597657808, 5323.1518554684235]","[-1391.9755025625977, 5323.224734333901]","[-1391.979137675133, 5323.32034842179]",0.09568316385844856,5.0,4,1,-0.0002099399280268699,"[-1380.6254196747477, 5322.375473324274]","[-1388.3273461875995, 5323.149542669076]",0.008088178417155721,0.7712993308559155,4.723586423725211,4.723586423725211,Red,"[{""id"": 3732, ""type"": ""vehicle.mercedes.coupe_2020"", ""relative_xy_m"": [3.189028506792859, -2.755670033935849], ""relative_velocity_xy_mps"": [-10.896620746038211, 0.012722073652119364], ""distance_m"": 4.214690991409631}]"
2,2084,0,C,Failed - Agent deviated from the route,319,129,deviation,129,6.500000096857548,-1391.5157470703125,5323.18310546875,0.9261832617005111,0.026848661017921324,24,44,2.6695063915864487e-10,"[-1377.487060547135, 5313.930175782053]","[-1377.487060547135, 5313.930175782053]","[-1391.4660067256275, 5323.2369395371825]","[-1391.3517406321898, 5323.359332254698]",0.167441683610282,5.0,1,4,-0.04747394472360611,"[-1380.2277235177437, 5322.047899379288]","[-1391.3756715918682, 5323.183415014838]",0.09866298442169519,1.0985204819679406,7.77198620042904,7.77198620042904,Red,"[{""id"": 154, ""type"": ""traffic.stop"", ""relative_xy_m"": [7.6110409496089915, 3.69619770559771], ""relative_velocity_xy_mps"": [-0.9261832617005111, 0.061201983274782684], ""distance_m"": 8.461076870912516}]"
2,2084,0,C,Failed - Agent deviated from the route,319,129,B_same_time,129,6.500000096857548,-1394.750244140625,5323.15869140625,1.1262928542620234,0.00023579586252239475,21,30,3.2650867710557867e-10,"[-1386.6037597657808, 5323.1518554684235]","[-1386.6037597657808, 5323.1518554684235]","[-1394.7055828721607, 5323.219392284741]","[-1394.5862377024403, 5323.334918191489]",0.1661008870102347,5.0,4,1,0.00016768671048339456,"[-1383.2424468329436, 5323.120832791107]","[-1391.950764402411, 5323.159236716735]",0.0030456847027455535,0.0282608586343128,8.347010416374523,8.347010416374523,Green,"[{""id"": 3542, ""type"": ""traffic.speed_limit.30"", ""relative_xy_m"": [-5.52165956242565, -5.564382688361576], ""relative_velocity_xy_mps"": [-1.1262928542620234, -0.00045068608281954425], ""distance_m"": 7.839073862763675}]"
2,2084,0,C,Failed - Agent deviated from the route,319,129,B_same_progress,347,17.400000259280205,-1392.0047607421875,5323.15869140625,0.7602435559186188,0.0019570579734693463,24,30,3.2650867710557867e-10,"[-1386.6037597657808, 5323.1518554684235]","[-1386.6037597657808, 5323.1518554684235]","[-1391.9755025625977, 5323.224734333901]","[-1391.979137675133, 5323.32034842179]",0.09568316385844856,5.0,4,1,-0.0002099399280268699,"[-1380.6254196747477, 5322.375473324274]","[-1388.3273461875995, 5323.149542669076]",0.008088178417155721,0.7712993308559155,4.723586423725211,4.723586423725211,Red,"[{""id"": 3732, ""type"": ""vehicle.mercedes.coupe_2020"", ""relative_xy_m"": [3.189028506792859, -2.755670033935849], ""relative_velocity_xy_mps"": [-10.896620746038211, 0.012722073652119364], ""distance_m"": 4.214690991409631}]"
