level,route,seed,arm,start_tick,end_tick,n_ticks,duration_s,first_mps,mean8_mps,tfv6_target_mps,c_desired_mps,c_effective_mps,c_reason_top,c_stop_hold_pct,c_invalid_motion_pct,c_raw_brake_pct,c_final_brake_pct,c_raw_throttle,c_final_throttle,active_reason_top,active_stop_hold_pct,active_invalid_motion_pct,b_desired_mps,b_raw_throttle,b_final_throttle,b_final_brake,stop_sign_active_pct,creep_active_pct,postprocessor_changed_pct,stop_sign_changed_pct,creep_changed_pct,meaningful_reverse_pct,classification
1,3255,2,C,450,612,163,8.15,0.02,0.005,0.0,0.02,0,stop_hold,70.6,1.2,71.8,71.8,0.0,0.0,stop_hold,70.6,1.2,0.0021,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.2,other
1,3255,2,D,181,264,84,4.2,0.0021,0.7076,0.0,0.0021,0.0,stop_hold,70.2,6.0,77.4,77.4,0.0,0.0,stop_hold,70.2,6.0,0.0019,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,other
1,3255,2,D,531,620,90,4.5,0.0078,0.0021,0.0,0.0078,0.0,stop_hold,70.0,4.4,74.4,74.4,0.0,0.0,stop_hold,70.0,4.4,0.0014,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.4,other
2,2084,0,C,164,235,72,3.6,0.0265,1.0337,0.0,0.0265,0.0,stop_hold,55.6,1.4,56.9,56.9,0.0,0.0,stop_hold,55.6,1.4,0.0419,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,1.4,other
2,2084,0,C,261,320,60,3.0,0.0427,0.2676,0.0,0.0427,0.0,stop_hold,60.0,0.0,60.0,60.0,0.0,0.0,stop_hold,60.0,0.0,0.0838,0.0,0.0,1.0,93.3,0.0,0.0,0.0,0.0,0.0,other
2,2084,0,D,170,227,58,2.9,0.0244,0.904,0.0,0.0244,0.0,stop_hold,65.5,1.7,67.2,67.2,0.0,0.0,stop_hold,65.5,1.7,0.0382,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,1.7,other
2,2084,0,D,258,323,66,3.3,0.1119,0.5507,0.457,0.1119,0.1119,tracking,34.8,3.0,37.9,39.4,0.0554,0.0465,tracking,34.8,3.0,0.6802,1.7502,1.7502,0.0,68.2,0.0,1.5,1.5,0.0,3.0,launch hold
2,2084,1,C,179,236,58,2.9,0.0308,1.1512,0.0,0.0308,0.0,stop_hold,58.6,0.0,58.6,58.6,0.0,0.0,stop_hold,58.6,0.0,0.0423,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,other
2,2084,1,C,468,745,278,13.9,0.0166,0.0054,0.0,0.0166,0.0,stop_hold,62.6,7.6,70.1,70.1,0.0,0.0,stop_hold,62.6,7.6,0.0026,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.6,other
2,2084,1,C,747,2182,1436,71.8,0.2951,0.071,0.0,0.2951,0.2951,tracking,24.9,12.0,36.9,23.5,0.1095,0.4,tracking,24.9,12.0,0.01,0.0,0.0,1.0,0.0,45.2,40.5,0.0,40.5,12.0,stop-sign / creep interaction
2,2084,1,C,2309,2360,52,2.6,0.037,0.052,0.0,0.037,0.0,stop_hold,75.0,1.9,76.9,76.9,0.0,0.0,stop_hold,75.0,1.9,0.0237,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.9,other
2,2084,1,C,2380,2425,46,2.3,0.1175,0.0996,0.0,0.1175,0.1175,tracking,19.6,34.8,54.3,54.3,0.0,0.0,tracking,19.6,34.8,0.028,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,34.8,real reverse / invalid_motion
2,2084,1,C,2427,2479,53,2.65,0.0376,0.034,0.0,0.0376,0,stop_hold,58.5,9.4,67.9,67.9,0.0,0.0,stop_hold,58.5,9.4,0.0196,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.4,other
2,2084,1,C,2715,2779,65,3.25,0.0254,0.0809,0.0,0.0254,0,stop_hold,73.8,3.1,76.9,76.9,0.0,0.0,stop_hold,73.8,3.1,0.0091,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.1,other
2,2084,1,C,2854,2900,47,2.35,0.0456,0.072,0.0,0.0456,0.0163,stop_hold,44.7,19.1,63.8,63.8,0.0,0.0,stop_hold,44.7,19.1,0.0129,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,19.1,other
2,2084,1,C,3180,3222,43,2.15,0.2007,0.5431,0.0,0.2007,0.2007,tracking,0.0,48.8,48.8,48.8,0.0317,0.0317,tracking,0.0,48.8,0.4105,1.1782,1.1782,0.0,0.0,0.0,0.0,0.0,0.0,48.8,real reverse / invalid_motion
2,2084,1,C,3275,3324,50,2.5,0.1995,1.4826,0.0,0.1995,0.1995,tracking,4.0,46.0,50.0,50.0,0.0243,0.0243,tracking,4.0,46.0,1.1965,2.4741,2.4741,0.0,0.0,0.0,0.0,0.0,0.0,46.0,real reverse / invalid_motion
2,2084,1,D,171,236,66,3.3,0.022,1.2545,0.0,0.022,0.0,stop_hold,65.2,0.0,65.2,65.2,0.0,0.0,stop_hold,65.2,0.0,0.0465,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,other
2,2084,1,D,262,319,58,2.9,0.0349,0.4715,0.0,0.0349,0.0,stop_hold,60.3,3.4,63.8,63.8,0.0,0.0,stop_hold,60.3,3.4,0.1114,0.0,0.0,1.0,94.8,0.0,0.0,0.0,0.0,3.4,other
2,2084,2,C,173,240,68,3.4,0.0604,1.1391,0.0,0.0604,0.0604,tracking,45.6,2.9,48.5,48.5,0.0298,0.0298,tracking,45.6,2.9,0.0458,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,2.9,other
2,2084,2,C,280,328,49,2.45,0.0258,2.2486,0.0,0.0258,0,stop_hold,51.0,0.0,51.0,51.0,0.0,0.0,stop_hold,51.0,0.0,0.6797,1.6963,1.6963,0.0,2.0,0.0,0.0,0.0,0.0,0.0,launch hold
2,2084,2,D,172,245,74,3.7,0.0466,1.3079,0.0,0.0466,0.0,stop_hold,52.7,4.1,56.8,56.8,0.0,0.0,stop_hold,52.7,4.1,0.0774,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,4.1,other
2,2084,2,D,282,335,54,2.7,0.2964,3.31,0.5762,0.2964,0.2964,tracking,24.1,1.9,25.9,25.9,0.154,0.154,tracking,24.1,1.9,2.2559,2.4806,2.4806,0.0,1.9,0.0,0.0,0.0,0.0,1.9,other
2,27529,0,C,102,278,177,8.85,0.0039,0.91,0.0,0.0039,0,stop_hold,66.1,9.0,75.1,75.1,0.0,0.0,stop_hold,66.1,9.0,0.1138,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,9.0,other
2,27529,0,D,130,280,151,7.55,0.0164,1.2842,0.0,0.0164,0,stop_hold,55.6,11.9,67.5,67.5,0.0,0.0,stop_hold,55.6,11.9,0.3796,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,11.9,other
2,27529,1,C,103,281,179,8.95,0.0179,0.8279,0.0,0.0179,0,stop_hold,60.3,11.2,71.5,71.5,0.0,0.0,stop_hold,60.3,11.2,0.1729,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,11.2,other
2,27529,1,D,152,268,117,5.85,0.0557,1.6394,0.0,0.0557,0.0557,stop_hold,49.6,15.4,65.0,65.0,0.0,0.0,stop_hold,49.6,15.4,0.5267,1.3056,1.3056,0.0,100.0,0.0,0.0,0.0,0.0,15.4,launch hold
2,27529,2,C,102,271,170,8.5,0.0055,0.7371,0.0,0.0055,0.0,stop_hold,65.9,10.6,76.5,76.5,0.0,0.0,stop_hold,65.9,10.6,0.0908,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,10.6,other
2,27529,2,D,102,283,182,9.1,0.0078,0.9419,0.0,0.0078,0.0,stop_hold,61.0,11.0,72.0,72.0,0.0,0.0,stop_hold,61.0,11.0,0.1973,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,11.0,other
