token,gate_plus,gate_minus
87fd197f29825a92,False,False
94bf1dd100a05381,False,False
b534d74d7b305f87,False,False
32f7f3ff1a945da0,False,False
383b5e54a36353b9,True,True
0afd8b0b0d475db5,False,False
5b2c212a0edf52ae,False,False
6983bb91418854dd,False,False
056bd25c70675079,False,False
f929841335fe5162,False,False
ddec733be9915709,False,False
4294384cfa335fb5,True,True
522b41ab6f8e5f67,True,True
77f10771a3c15ab6,True,True
79a74a5c075a5b60,False,False
834c8fcb57f3577f,False,False
88650410bcc05286,True,False
d91cb48716535dff,True,True
e54ad7ff125554b6,True,False
5ceaa2041dfc525f,True,False
d2485cf269c956a5,True,False
a1f473435b485f22,False,False
3813ff81e9b25c19,True,True
5375eb09d7085435,False,False
58c03efcd208509a,False,False
c476931855d95515,True,True
99801703bc4e5583,True,True
a2ed7e3582735478,False,False
19c2e001f3ba5ec6,False,False
77b547e050c451a1,False,False
e0bba2419b1f5347,False,False
212701708754552d,False,False
ac35c7e0f7c15da1,False,False
073bc7a73c6b564b,True,False
a8aceb5b73815bb8,True,True
a9d9b030b0a75d6f,False,False
c639feb2912c59d3,False,False
55449d31c2de5078,False,False
603c61d8421c5e64,True,False
678b4d65a3b45dd2,True,True
0d074c05340a57e9,False,False
2a7b6a5e55cf5b8c,False,False
30eeeafd5b075f89,False,False
7af7438f48bf5924,False,False
9800c91feeaf5c3d,True,True
a6381613011450b0,True,False
b91ee2da920e58da,False,False
853dedcb96785cda,False,False
06ae75afa3b353d7,True,True
178fd59206d85fd3,True,True
2659df61ba0f50ff,True,True
2dc780834fb05536,True,True
564c68165e8a5fb6,True,True
a9459419b0a55579,True,True
d53ea658d3a45f3a,True,True
e9a00025eacb5d44,True,True
f7242844c8b85648,True,True
055b35f7c31d5459,False,False
0c7b3378f07450cb,False,False
122a77151000547c,False,False
3abb3e6d897a5c48,True,False
641cb20c52b55501,False,False
c98659da5fc451fa,False,False
dc007368b8c95cb2,True,False
0fd2c7dfc26c55b3,True,True
11bbab047dff5035,True,True
212ba92d4a515c07,True,True
850bf624410a5b73,True,True
8cb50d53a805515a,True,True
ba7b4232e8035405,True,True
cc785df1c1ac56e8,True,True
b5bf2d4f45545260,False,False
174b3bf415585ac6,True,True
4f44fb918265532b,True,True
be803405fdb95daf,False,False
2294a32031f85155,True,False
3410b2894ce65ea3,False,False
a16ea798619a5bb4,False,False
afb119cfa3345aea,True,True
e2798719375d55df,False,False
e5d75b108e545346,True,True
2f7ea43954fe5424,True,True
b62fb49ed74758d6,True,False
36f3daf1121356d3,True,False
5032c6a49b065bb3,False,False
5ccff881c6be5d88,False,False
a25a4a7dfef1522f,False,False
a496d44db2235c98,True,True
d29862ded7295f02,True,True
f256aee7067154c3,False,False
0c1d3872d8dc5001,True,False
9bc30942cd235e75,True,True
91af65ea65e35e9b,False,False
340100aaa87f5c4b,True,True
7cfc76f1a1aa5c94,True,True
87c15d165993519a,False,False
fed51f8f7a515b8c,False,False
529cf4b883d75931,False,False
c1aec2008728516b,False,False
e6aaf0694fea5016,True,True
5b3770f00cb55569,True,False
a33fb2d60f8e53f3,False,False
ee8e6f09c97b5bcc,False,False
0b443f4b763b5c96,True,True
7db3521d58335e9e,True,False
5aa9eaf9185553ad,False,False
cb9f0ccaae8b573c,False,False
c668e2ad61785e8f,False,False
737eb5f91fab5d65,False,False
18c080c7deeb5788,False,False
5669fdedea515849,True,True
606e5f172a3f5044,True,False
ce3b70dfc36f5228,True,False
fc6fff5ba33b5b1f,False,False
4a3c6ebb607a56a6,True,False
fc628b11fcf55d45,False,False
bb09316511e65a0e,False,False
ff9f972ab5af5d3f,False,False
39f7107817ba5949,True,True
2557d00295d85449,False,False
5db6fc5083845240,False,False
5ca4f558e9e85cbb,False,False
a51b2f5ea4ad52db,False,False
0817567392dd5499,True,False
889c93341a275efc,True,True
9de4f939d84557e3,False,False
b8906bc8c79a525b,True,True
66f6803311675565,True,True
aebf5e5cec8453c0,True,True
c358fc1d3641547a,False,False
b83d424bd5065b82,False,False
b8a93fef0d4e51b0,True,False
59ba92468c685053,False,False
f78b61140e4559e5,False,False
fe6ffca3553c5ee4,False,False
34d06cda73f95a78,False,False
db42252e1f655f26,False,False
a441b1063aa75b5a,False,False
fa074f9d3a345719,False,False
7f8a64f60b8e5ece,False,False
01d79ec7a5035235,False,False
5c060159b45d5760,False,False
a2e598ee8bf35a40,True,False
f83e321da9105d75,False,False
2fa3e697cebb5cdc,True,False
381203b72bbf51fb,False,False
12779eadec0f5100,True,False
245afd77638a5568,True,False
549771158cff59c7,True,False
e89f44dc35f1546d,True,False
166de6196c455b8d,False,False
3bc385ce7ae351ee,True,False
42c815bcb4d85326,False,False
ba912ba8b664567b,False,False
15bc0dbd737b583a,False,False
294732fb6fc2550a,False,False
3eadad5ee6675a7a,False,False
922c4508f3955968,False,False
c1ce0e5b62b052ea,False,False
c3e42e9e698a54b1,False,False
c404278a162555b2,False,False
f54f50a79c165c77,False,False
7f8b3908886a58ed,False,False
8020b1748755530e,False,False
4e8c9ae063b6576b,True,True
53522eef1cf557d8,True,False
6d57e6fda3df5409,True,False
191ec5eb159e53ee,False,False
33439de009565eba,True,True
ce0dcc5ae7fe5995,False,False
e4cb0a01f19a59de,False,False
6ace53066697589b,False,False
e44f817c2a2f581c,True,True
c13bee3bd58858df,False,False
2a79b40755725454,False,False
e438860e4bf75867,False,False
eca9ff8acbe252c4,False,False
55068c1a480a5ca7,False,False
586c1b2b2cbb5cf2,False,False
8919b19c00f853cf,False,False
a4b4f6805fc65c5f,False,False
a0c35da1453c5395,False,False
eeae8528310852be,False,False
7b49d81344075fef,False,False
81eb25f0156a5fed,False,False
b8de87f9532c5baf,True,False
daf32498608e5008,True,False
dd27d46986485472,True,False
e1357b579f7357fe,False,False
6ca9b954db435de4,False,False
70ffa37ebc20500e,True,False
8e06330363f3578e,False,False
d59f77146805546f,False,False
325ebb6dc8925bef,True,True
3e98eafb144858bb,False,False
45364a702c075930,False,False
cbbf3f5578a05f21,True,True
f61b7b87c7ce53cd,False,False
869fda10091657fd,False,False
f1dd3b9e8ce25687,True,False
15f1d820493059cc,False,False
669b54b97b75591d,True,False
9b55f0f5ffa15744,True,True
eb55fb27a0bd5cbc,True,True
12dddfc0d73f5dc8,True,True
6dd71d31b9db50c4,True,True
7979b163aedc54e7,False,False
e0fcda9e03b4568b,True,True
0aeb58b602c1547e,False,False
40a91470348257aa,False,False
4b9573b1ca6150a2,True,True
6230b5d003245b0b,True,True
80892442146b5dad,True,True
86c52dfec8425716,False,False
92c4d9f125bc5ee4,True,True
9ed15614cbab5a1f,True,True
a3bdd1c30baf5151,False,False
b4ece306371d54e8,False,False
e47349f059cc5842,True,False
c00c768576c85009,True,False
cd964face7a55b94,False,False
de99492d90ed5808,False,False
eff9d15ca74756b1,True,True
1aae00eccb625430,False,False
a0a02fc49ff154a9,True,True
029ba0981e9e53b1,False,False
3d91aa1a730d5101,True,False
014eb8dd1a885da7,True,True
0d93911279f85d4f,False,False
5b5122298a2c5464,True,True
944f0d33e205551e,False,False
def6b20e29ae58e6,True,False
eea40e6bdce053b4,True,True
0cb0716651b4518a,False,False
5fc92d9e184d552b,False,False
95adcb6b3605579b,False,False
961447b18cf75350,True,True
a7ea4d5ce19f51e1,False,False
033814d00a15552b,False,False
0402fbb7cdba5843,False,False
0a7293d8418454cf,False,False
126312581e375c29,False,False
1932fa913fd25221,True,True
41c5c89659ab5019,False,False
486ac3f2d4cb510f,True,True
512fe86752f854da,True,True
5f7d2f8c4c3f557e,True,True
895f390b1b635b98,True,False
8f5294e263ab59e3,False,False
a360485d54cc5257,True,True
bf5b84507b105969,False,False
e5e4c197fa175894,True,True
e8833f9669325e39,False,False
0e387dad650e5346,False,False
7c6362822e765156,False,False
aabcf89f03bf5e52,False,False
d6cf14e9257055f9,True,True
2efefcbd36fd54d1,False,False
3dd142bb8cb75b94,False,False
58614c067b7359c8,False,False
a9ef3f4161fe55dd,False,False
c620582bdb385001,False,False
cdbb3ba7cc7259fd,True,True
e9c424ce6c695349,True,True
048c1e63249f5ce8,True,True
0ca744b9a1465fb7,True,True
23b8877428e456f3,True,True
404025809082595c,True,True
4957a4d5712c57b0,True,False
5d6d9128ef6b59ea,False,False
6a3f5983a133584f,False,False
ac4349ecfc9552d2,True,False
d91cfe094fd45447,False,False
3d6d3d1bfafd5c87,True,True
3e80032635bb59d8,False,False
8902a3e760a7504d,True,True
d4a4be0043ee53d8,True,True
8d33af24b1645725,True,True
8e0302254a2d5701,True,True
a64852213a0e5418,True,True
f4aab43e1f70508e,False,False
226c7ff1cd1d5b03,True,False
7127dc8086095333,False,False
a2211524a12350e4,True,False
df69fe1c4cd45904,True,False
205aa8f447e755a0,True,False
da5b260373b9586a,False,False
0b8f903df1c75955,True,True
1402688563985a90,True,True
1a2844e95a675808,False,False
3ee4bb40967356e3,True,True
5476df757e51533b,False,False
5e9e23355c755d33,False,False
65a88d493951565c,True,False
7a23a637674f58f9,True,False
a0d8a22e91535dc8,True,False
fece0e0f409d5876,False,False
374c09137a395288,True,True
5111761bea8a5857,False,False
5335015360125977,True,False
54eaccc678ae56ee,True,True
16a7f5fe1e765090,False,False
60469bc62c9b51eb,True,False
82045e402f1e5974,False,False
833d62208b735598,False,False
d16d6409d06e5b73,True,True
2bf2517987d45c65,True,False
97ae5679816752f3,False,False
e956a8e95cca58fa,False,False
15a85a658d715a0a,False,False
5f51805f7091546f,False,False
cfcdfc984cca5646,True,False
1e398455111f5f45,False,False
98ae0cc670905868,True,True
a90084081f8250ac,True,True
b51a08b919885bec,False,False
f39a77fa1f365a2d,False,False
73e126440d8c58e8,False,False
8b1503cdeba1588f,False,False
8befb11e27e45c9b,False,False
adbb7b6def9e5b90,False,False
dc9bb66bdc29586c,False,False
e99b9ed962e15ff1,False,False
409a968c73ff569b,False,False
560fa4aff9385551,True,False
6417a760d7aa59ff,True,True
99d9f955055c502f,True,False
a33730c1ac0d5b8b,False,False
d0012bd707b352e4,False,False
030d61a4a21d5a8b,False,False
5706238f56725f50,False,False
790f8b642afd5ecb,False,False
b9d0ce0cf746563c,True,False
e6ba419f44665c0c,True,True
f60bac5b30e057f9,True,False
31ebc505ff395f8a,True,True
8d8e66cb2ff75d71,False,False
18846b066263541d,True,True
18d4a9089aa65b3b,True,True
2e408a7b59975498,True,True
60128e6dc7a858e7,False,False
6abf7f3f1aeb5f8d,True,True
8545cf29311b5f93,True,True
920b7e4488015dcc,True,True
b1f7918fca7656e1,True,True
b6e6f78bbecc5795,True,True
cd6b9d09ec5659e7,True,False
d29827559e04508c,False,False
dbc342773cb55194,True,True
e3e981679ff25196,False,False
e60e301972f2502b,True,True
ea9e77fb16335dde,True,True
01b8aab377675213,False,False
07406c3d5fea5f8c,True,True
0848c759f2ac5b87,False,False
1663523e3211567c,True,False
173040f6dc4f5018,False,False
204308e0a73d5b85,True,True
217da3bee650508f,False,False
2dba6c151099507e,False,False
3ad2e42065dc5ce1,False,False
5140f0a11e3e5c32,True,False
5151a2503de1573a,True,True
617266c7e1685d77,False,False
6ca7a09caaf350e0,False,False
7c4375313d54575a,True,True
7fd917f219c254db,True,True
946d04246d655b7e,True,True
9b960f95b2a9567a,False,False
a1d8f3db0c815ce7,True,True
a584a67a253c5663,True,True
c1a42d96063a5509,True,True
ca36055c8e7f5717,False,False
d146d2726dbd5dc2,True,True
d782f99873875e86,True,True
df84f30b4dfa5af9,False,False
e96078da8fa95063,True,True
f04e6157447850ab,True,True
f28afdec5a935532,True,True
7e526cb49d475eb8,True,True
809728f47eed5893,True,True
ed32de30fd75517f,True,True
2d4874f19f9f5bf8,True,False
74334179c5ca58b1,False,False
783f50e11bee5f18,False,False
84ed14e59e7e5696,False,False
e45a7bb674815745,True,False
01c94560e1b45476,True,True
094d819149845ffc,True,True
3e1aad46c58a5986,False,False
9c3331907c36594e,True,False
cd482d08bf70515d,True,True
0bacdb7702e650a4,False,False
71b9bef4c0b651f7,False,False
f9b1dadaf1ba5df0,False,False
0c3f7f7b831f5bc8,True,True
58316c0ff3855400,True,True
fd9f1039b0eb516a,True,False
2e0851ef6bfd5a53,False,False
7e170d3ae3c75f72,False,False
fe4b64b7b9c159a9,False,False
9937153d44ac5954,False,False
3761f059f73d5092,False,False
29b7f685d04653f0,True,False
0def51a23f2a575e,False,False
33851e1fbcf35e49,False,False
4df92e2616c75be7,True,False
5eccefd8a3975b07,True,True
b19184e88f665a8b,True,False
0b7bd4659cda5087,True,True
0ef039aad89b5178,False,False
472eab7db1b656bd,False,False
c469372fe6825a75,False,False
c9cdb4a97fe95d88,True,False
eb511bb9985b58a7,False,False
0f664229a46657ff,False,False
56a9ed7188cb58dd,False,False
6d1569acea3057a9,False,False
886e57cffd275876,False,False
8ffaabec3bfa5abd,False,False
df40a76550ec599f,True,False
1e55a93c446f55d8,False,False
2e1cdd91c9415981,False,False
3c60c44bcef857b1,True,True
6ad30382bbbc5b0e,False,False
7a2257cec25d5e75,False,False
999e900f0c745085,True,True
abcdc79cdcac5262,True,True
ad5cd022407c54b2,True,True
ae80841cd0f35a66,False,False
cc189488899551dc,True,True
fa9adb7ac39f56da,False,False
ff2b2a478280523a,True,True
073d3ce5b1fd5ab7,True,True
18158d1f5389505b,False,False
2fc3b9bc4ba85c4b,False,False
30a4bb243a2a5ce6,True,True
348fb0c377d65741,False,False
34a4850d8e9b56f3,True,False
3c18183d9ba556bc,True,True
3cb51713531051d9,False,False
cb8e247140d55ab2,True,True
0d6a156713225810,False,False
1e2884fced1f5871,False,False
6cd57597d33c5313,True,True
7c7ce7b7c67c56e8,True,True
a1807b8a9ef754f9,False,False
a80042e5ec0d55db,False,False
c3753ed1e0a2517e,False,False
d73f1c1aea04557c,True,True
40cf8acb9f6e5cfa,True,True
1330c6d893745db9,False,False
66c03aa9e4575e9d,False,False
9af404aaec0457a1,True,True
b0b4b6dd5e065eab,False,False
e5e9ccb327f25e69,True,False
1b368f59e1ff57c0,False,False
e5ff54895c0a58f4,False,False
232f784568d35ecf,False,False
2a43ca29c99f55bf,True,False
36e5bb4a7c905905,False,False
789267dd65a3585e,False,False
815f2c6092b35c4a,True,False
d70eae29cd92576a,False,False
e1f23e3c47725b4f,False,False
e5c9844722d957e6,True,False
f3a07c51c2d5538d,False,False
02f1705973935b96,True,True
3582699f5ed4559c,True,True
40a0dcf3b7c15fe6,True,True
bbbe70a0a24e5129,False,False
bf5dc83e84c95f3f,True,True
fa4d11266099587b,False,False
022d3ec5b4635b57,False,False
1a509b9395d95ace,True,True
45dc0836570b57b1,True,False
6f05f0711ea05dca,True,False
d2ecc76aa6b45e0e,False,False
ed38a393e49454be,False,False
e25abac925c858af,True,True
0e53793b7779568e,True,False
3513ece8ecc95a87,True,True
36be22c79ad85ddc,False,False
4cc18dee93bc5f78,True,False
79375fc554885de3,False,False
2d6b6f9cbf895767,True,True
4b56076a7e6b504d,True,True
88c776aa15a65a3a,True,True
94a77891082251d3,True,True
ed15ede02e9f523b,True,True
11290c49b1b45c38,True,False
16e7e8775bdf5334,True,True
477894f1663e57da,False,False
5680376c113b547f,True,False
5c16687901575d8a,True,False
77d0fb6427af5c25,True,True
86c1978a519f5379,False,False
ac1857f2fcbb5c96,True,True
ca2f584b13a052d2,True,True
e58d82687c9c565f,False,False
e8515b30fa0a5b6f,True,True
f889a66610fc5c39,True,True
10626f8094ed5cf6,False,False
662506c74845589c,True,True
0d22002457fc5e9f,False,False
4fc99d908f235470,True,True
ca370c5e83bd57aa,False,False
d5e7c51ef7025b97,True,True
ddf65be932c65439,True,True
03d931c9cdd351e9,True,True
16f60a4cb0995e77,False,False
213a284c21b7588e,True,True
21825bb2209c5faa,True,False
23fdc52787b45245,True,False
420dc3d0c4065f91,False,False
450853d9122b589d,True,True
4b03538a8bee54a8,True,True
59a991edbbed5163,True,True
5cd1ac1400ed5605,True,True
6fd085a434625549,False,False
b4712abba0965820,False,False
b5bf4b4bc12b59b1,True,True
e81a85ee755f5d6c,False,False
f4a975f5bfc45f37,True,True
805b74c60c015d06,False,False
e8b990ad1e655140,False,False
625905ce3799531d,False,False
1803146fd450586a,True,True
31746fc93c685309,True,False
a568d3773eef518a,True,True
a6d12913a71058bb,True,True
ade4867d34155338,True,True
cc894cf5685e59ac,True,True
386fd66423a55677,True,True
480616f49c9a59ba,True,True
7cde3147ba7a51b2,False,False
eef60386cdbb5760,True,True
36a870d3ac725888,True,True
2e43f48b7f4357cb,False,False
75f2bde0e13b59e0,False,False
7bcf1bb9e3b85505,True,True
883040446c0f5ee1,False,False
ad4279055d785d11,False,False
f74b829a4bea5d74,True,True
f88245b0de5e5c7f,False,False
9fee223ae0c8506f,False,False
0fa90480a2575b6c,True,False
601a15a79fa651f8,True,False
98f64cc68cc45880,True,False
8cbb7859e9e15489,False,False
006fe1776a6f5454,True,False
7dc57630b18e5a3d,False,False
a900a51070285d43,False,False
dc48d426c94f5e64,True,False
f5085017bdc65294,True,False
0d72bf44a75c57a6,False,False
3da19ed6e0d959e0,True,True
92c6c09457ff587f,True,False
45c5ce5687ea5c48,False,False
c8cf3420ff935468,False,False
e5ea4f9547c85657,False,False
52dd4304ba835a77,False,False
39021c760dc45a74,True,False
70472c5ef0ef5200,False,False
9d4462ad15815039,False,False
4d6dff8415cc5569,False,False
7b2d768bf14b5767,False,False
d6ae2f654344509d,False,False
c317e15c68185603,False,False
c0e309c4ae3f5ad9,False,False
49a5c85587645e21,True,False
070e728d47825098,False,False
f3bb9c5abd4f5d83,False,False
fd156ae03fff582e,False,False
f59a2b83427d570d,False,False
040e683eec9d50f3,True,False
a0648422f8115d60,True,True
aa87712d02d35b99,True,False
4883743c7acc555e,False,False
837f00e6376b5f57,True,False
bb5743c3a0ef5db4,True,False
02d7d47dee1f533d,True,False
70b745f33e175fd3,True,False
bc57616975515692,True,False
5a31944b20735bca,True,False
c5edae421e765b80,False,False
72b2f93b877f5c7c,True,False
fd43532d4ff553ca,False,False
a0c8c7aa89125233,True,False
ab6d09cf107b57de,True,True
b75bf86be3f1579b,False,False
cb4c35c8f1ee5e82,True,False
2c06550ed3ad5d0a,False,False
f9a3f1194ecf5691,True,True
5f9ab9cd766b5447,True,False
b74edee426cc5f0f,False,False
5debec4c189151ea,True,True
726183050c9b5c28,True,True
f20f9122c4095636,True,True
b90211be6e2d5bbd,True,False
cb37b0ed03655477,True,False
66a3a667916e5596,False,False
79312446c13c5a14,True,False
51f001600a505943,True,False
44925e2f2cdb568c,False,False
6e550f9e1f0f5428,False,False
81886cd5ddb15c08,False,False
a63eea5930e35c05,False,False
32322d5141715ff8,True,False
3f217eecd0e3546c,True,True
71cf0d35b3fa57da,False,False
9f2d59224ab95f58,False,False
8c755ad86bd850a2,False,False
ef60ec5d24c45637,True,False
cef38fabe63958ce,True,False
2a7fe60a531857e4,False,False
8f7c83c71a425d01,False,False
f996c7233459581a,False,False
21ab7f0104895f1b,True,False
394ffadc5fd35ca6,False,False
7920793604b853f6,True,True
8947b05d2f6351d5,True,False
dc4c266f34f75ec6,False,False
24cffba3e48f52e1,True,False
706cd5cb72345303,True,False
811b80d7362a5c70,True,True
fa16f57686855c2b,True,False
c91992fe715651d9,False,False
551d8b3b9b80597d,False,False
1512d9c90b9459ae,False,False
5cede0e5eca65f59,True,True
99f52daedabb5735,True,True
f6b7b1a798b252d4,True,False
35cec8370cc1532e,True,True
cc7b56513fde50e5,True,False
e5458fb59e825f81,False,False
813304679bf45fea,False,False
79bdfb47a07c5974,False,False
fa59d35534f75c40,True,False
10e7611dd8905ab7,False,False
9123c18e252258d5,True,False
b752f4159aff5f02,True,True
ef3bd58452f958ee,True,False
8c4781f76bd75c51,False,False
3fda6e09f9c65129,False,False
c1f6263abc6453e7,False,False
fccc08fd144e59b5,True,False
06236b9eca915cae,True,True
4c35b111a39a56ec,True,True
fb51872703835874,False,False
c19c910d51a05b2b,False,False
7645af70ea01574d,True,False
b3d4f958615c5d82,False,False
f33cc4469289523b,True,False
9b291606a44059de,False,False
f7645dd3c657586f,False,False
773e64b2d26d5f40,False,False
9a78f0e3d0335345,False,False
dd175b6e08565a4e,True,False
316c874eefe85ed0,True,False
ef87ec02b43e55f7,False,False
fc2b09d615635d63,True,True
1495af298dee5f67,False,False
10a8f0d8d9e154a0,False,False
a3e710d5b1b952d0,True,False
d6c5f00db2485155,True,True
3bebf4d2c7535318,False,False
2a4a6451870c5640,True,False
d12b4c5604da5328,False,False
1714bc5eb3d35f62,True,False
051cde1e544a5a36,False,False
856f68f7a83655a3,True,True
0d6dff56d5f05b01,False,False
dbd762f241a45b96,False,False
edddcf1e11be5f2b,False,False
f5313d13b57a57a2,True,False
af6053f566cf5911,False,False
6f70a485dfff5ed2,False,False
5b429b098f3254be,True,False
7828221ad47f51c9,False,False
