source,repeat,level,route,seed,arm,step,sim_time_s,speed_mps,speed_band,p0_x_m,p0_y_m,r0_x_m,r0_y_m,theta0_deg,rear_first_mps,direct_first_mps,C_throttle,B_raw_brake
d2,1,1,3514,1,B,12,0.6500000096857548,0.0,<0.5,0.0030924479942768812,0.08892822265625,1.3438196351593639,-1.2992326958042164,88.0083617623743,7.476744542578983,0.3559279032477647,0.75,1.0
d2,1,1,3514,1,B,13,0.7000000104308128,0.0,<0.5,0.0018310546875,0.0735575407743454,1.3562656340899655,-1.3150123104390947,88.57404090731038,7.556415919542621,0.29432130921258426,0.75,1.0
d2,1,1,3514,1,B,14,0.7500000111758709,0.0,<0.5,0.0019124349346384406,0.0865275114774704,1.3602201903862967,-1.3021333492529616,88.73385225903044,7.532065029534749,0.3461945730334431,0.75,1.0
d2,1,1,3514,1,B,15,0.800000011920929,0.0,<0.5,0.0013020833721384406,0.0863545760512352,1.3693606541612804,-1.302487551961379,89.13614040976094,7.559494611868553,0.3454575684762819,0.75,1.0
d2,1,1,3514,1,B,16,0.850000012665987,0.0,<0.5,-0.0001220703125,0.0811564177274704,1.390967172621172,-1.3078420110203681,90.08618059583448,7.637005068584976,0.3246260381304461,0.75,1.0
d2,1,1,3514,1,B,17,0.9000000134110451,0.0,<0.5,-8.138021075865254e-05,0.0784505233168602,1.3903594903806151,-1.310548729343824,90.05943543449703,7.64265658993118,0.3138022621060066,0.75,1.0
d2,1,1,3514,1,B,18,0.9500000141561031,0.0,<0.5,-0.000732421875,0.06829833984375,1.4031621640613476,-1.3206217987206617,90.61440840004028,7.707560956784729,0.27320906770355474,0.75,1.0
d2,1,1,3514,1,B,19,1.0000000149011612,0.0,<0.5,-0.0009765625,0.0731608122587204,1.4065623854078215,-1.3157154627962147,90.76474802835682,7.704050802620864,0.29266931850597905,0.75,1.0
d2,1,1,3514,1,B,21,1.1000000163912773,0.0,<0.5,-0.0009765625,0.0669352263212204,1.4082863251416151,-1.3219169671768578,90.83586690071422,7.726044102065105,0.26776939920728515,0.75,1.0
d2,1,1,3514,1,B,30,1.5500000230967999,0.0,<0.5,-0.0020345053635537624,0.0611979179084301,1.4331168625154609,-1.3270351501471094,91.90407874903941,7.812652539415401,0.2449269072487146,0.75,1.0
d2,1,1,3514,1,B,32,1.650000024586916,0.0,<0.5,-0.001220703125,0.0771280974149704,1.4097601880826225,-1.3116979681604561,90.90674216544095,7.702441532479447,0.3085510272735464,0.75,1.0
d2,1,1,3514,1,B,33,1.700000025331974,0.0,<0.5,-0.001953125,0.05682373046875,1.4347609110775439,-1.33135650666229,91.96857511413997,7.829226291058989,0.22742914647514367,0.75,1.0
d2,1,1,3514,1,B,34,1.750000026077032,0.0,<0.5,-0.0011393229942768812,0.0610555037856102,1.4137755263885627,-1.3277027259223058,91.06904078578452,7.757892257500646,0.24426453199430978,0.75,1.0
d2,1,1,3514,1,B,35,1.8000000268220901,0.0,<0.5,-0.0002848307485692203,0.0570882186293602,1.395645232846085,-1.3318944933647718,90.2858639618946,7.716754299492921,0.22835571671684365,0.75,1.0
d2,1,1,3514,1,B,36,1.8500000275671482,0.0,<0.5,-0.0003662109375,0.0572102889418602,1.3975247871803487,-1.3317612550979983,90.3667531652897,7.721827318829319,0.22884584405269418,0.75,1.0
d2,1,1,3514,1,B,49,2.500000037252903,0.0,<0.5,-0.0006510416860692203,0.0762736052274704,1.4002044876158886,-1.3126757986116222,90.48904250598056,7.677176938849679,0.30510553478225855,0.75,1.0
d2,1,1,3514,1,B,50,2.550000037997961,0.0,<0.5,-0.00146484375,0.0717570036649704,1.4158842238594886,-1.3169536682770553,91.16947063758856,7.734695960165548,0.28708781491903107,0.75,1.0
d2,1,1,3514,1,B,51,2.600000038743019,0.0,<0.5,-0.001220703125,0.0870157927274704,1.4072629994279668,-1.3018475502025773,90.80372248903302,7.668320487332229,0.3480974185508298,0.75,1.0
d2,1,1,3514,1,B,52,2.650000039488077,0.0,<0.5,-0.0011393229942768812,0.0552775077521801,1.4164832338782967,-1.3334275542527356,91.18075435019574,7.781469058524874,0.22115699112359505,0.75,1.0
d2,1,1,3514,1,B,55,2.8000000417232513,0.0,<0.5,-0.0005696614971384406,0.0546468123793602,1.4029090756154399,-1.3342777234294163,90.59725381788579,7.74436664182078,0.21859912597981968,0.75,1.0
d2,1,1,3514,1,B,56,2.8500000424683094,0.0,<0.5,-0.00016276042151730508,0.0643514022231102,1.3923503487660662,-1.324644155028185,90.14491471851963,7.687206651219228,0.25740643221288234,0.75,1.0
d2,1,1,3514,1,B,57,2.9000000432133675,0.0,<0.5,-0.000732421875,0.0571492537856102,1.4060674684031318,-1.331736689661902,90.73425954254121,7.746532991002603,0.22861578773322055,0.75,1.0
d2,1,1,3514,1,B,58,2.9500000439584255,0.0,<0.5,-0.0010172526817768812,0.0878702849149704,1.4040617813430074,-1.3010366466916186,90.6632695211199,7.656720803960579,0.3515046918391083,0.75,1.0
d2,1,1,3514,1,B,59,3.0000000447034836,0.0,<0.5,-0.0013020833721384406,0.0736490935087204,1.4122509848443507,-1.3151338797600176,91.0128584997274,7.719098357592265,0.29464241095305316,0.75,1.0
d2,1,1,3514,1,B,60,3.0500000454485416,0.0,<0.5,-0.000732421875,0.100830078125,1.3983569003268594,-1.2881332783309962,90.4161847831665,7.604934570064889,0.4033309528711444,0.75,1.0
d2,1,1,3514,1,B,61,3.1000000461935997,0.0,<0.5,-0.00048828125,0.0699462890625,1.3982078175781705,-1.3190198680729122,90.39996404073399,7.688743474464777,0.27979197335717576,0.75,1.0
d2,1,1,3514,1,B,62,3.1500000469386578,0.0,<0.5,-0.0010986328125,0.05670166015625,1.4148091263229976,-1.3320376863369305,91.11000538379443,7.772782525452452,0.2268492101297801,0.75,1.0
d2,1,1,3514,1,B,64,3.250000048428774,0.0,<0.5,-0.0018717448692768812,0.0664876326918602,1.4262155847438116,-1.3219622874218317,91.61255198311326,7.778611890080846,0.26605589577600813,0.75,1.0
d2,1,1,3514,1,B,65,3.300000049173832,0.0,<0.5,-0.0005696614971384406,0.0670166015625,1.4002368344504323,-1.3219332199405809,90.48701982334627,7.702644356878217,0.2680760906670552,0.75,1.0
d2,1,1,3514,1,B,67,3.400000050663948,0.0,<0.5,-0.000732421875,0.07122802734375,1.4025495994363155,-1.317698545181689,90.58913892279783,7.697765738033766,0.28492717163752496,0.75,1.0
d2,1,1,3514,1,B,68,3.450000051409006,0.0,<0.5,-0.0009358724346384406,0.0666097030043602,1.407577778970547,-1.3222532194645338,90.80495799078473,7.72489873615025,0.2664651089067531,0.75,1.0
d2,1,1,3514,1,B,69,3.500000052154064,0.0,<0.5,-0.0017496745567768812,0.0506795272231102,1.4351760070302615,-1.3374934191507981,91.97731059815221,7.847158790213964,0.20283888544803633,0.75,1.0
d2,1,1,3514,1,B,73,3.7000000551342964,0.0,<0.5,-0.001708984375,0.063232421875,1.424817852737254,-1.3252605512783935,91.54815769897796,7.783491702061239,0.2530220481704145,0.75,1.0
d2,1,1,3514,1,B,74,3.7500000558793545,0.0,<0.5,-0.0011800130596384406,0.0834147185087204,1.407467288908637,-1.305446319725619,90.81047157910166,7.678702247680129,0.3336922580992248,0.75,1.0
d2,1,1,3514,1,B,75,3.8000000566244125,0.0,<0.5,-0.0013834636192768812,0.06939697265625,1.4153014505200778,-1.3193270983992986,91.14206895684104,7.739459607404071,0.2776430452343634,0.75,1.0
d2,1,1,3514,1,B,76,3.8500000573694706,0.0,<0.5,-0.00146484375,0.0680948942899704,1.417408135337742,-1.3205838320972467,91.23234528335908,7.749051533929311,0.27244259272218524,0.75,1.0
d2,1,1,3514,1,B,77,3.9000000581145287,0.0,<0.5,-0.0008544921875,0.0921223983168602,1.4010287871794032,-1.2968178527784684,90.53143853011656,7.636353271859909,0.3685054448129361,0.75,1.0
d2,1,1,3514,1,B,78,3.9500000588595867,0.0,<0.5,0.0008138021221384406,0.1166178435087204,1.3801210862266862,-1.272348337238158,89.60017550749363,7.508506646645773,0.46648273191651407,0.75,1.0
d2,1,1,3514,1,B,79,4.000000059604645,0.0,<0.5,0.0020751953125,0.1153971403837204,1.3661007434849113,-1.2733783190610062,88.96975680585723,7.470179205137891,0.46166319228329383,0.75,0.0
d2,1,1,3514,1,B,80,4.050000060349703,1.961423152955416e-06,<0.5,0.0037027995567768812,0.1210123747587204,1.350221337814584,-1.2673378423724784,88.24738078867725,7.407285999931833,0.4842760463917687,0.75,0.0
d2,1,1,3514,1,B,81,4.100000061094761,4.829298965349652e-05,<0.5,0.0047200522385537624,0.12255859375,1.3402656542479356,-1.2654124532590723,87.7944795553689,7.373011000474409,0.4905978034212908,0.75,0.0
d2,1,1,3514,1,B,82,4.150000061839819,5.894776993791775e-05,<0.5,0.0049641928635537624,0.0884806364774704,1.3161569186758164,-1.2983383957266144,86.7887954052504,7.395081202416837,0.3544791388444702,0.75,0.0
d2,1,1,3514,1,B,83,4.200000062584877,6.221777176755641e-05,<0.5,0.0089111328125,0.0711466521024704,1.2252873555395034,-1.3070848348111044,82.8608689036961,7.166365738964945,0.2868101642101819,0.75,0.0
d2,1,1,3514,1,B,84,4.250000063329935,6.686318878157117e-05,<0.5,0.021728515625,0.0895182341337204,1.0830937827583993,-1.2602878563175826,76.35660838841841,6.647005488827541,0.36847019165594286,0.75,0.0
d2,1,1,3514,1,B,85,4.300000064074993,6.839193426407209e-05,<0.5,0.02880859375,0.10986328125,1.0654932616355808,-1.2337121378304128,75.30658662950877,6.520517193745803,0.4543104778165547,0.75,0.0
d2,1,1,3514,1,B,86,4.350000064820051,6.774555531635098e-05,<0.5,0.0450032576918602,0.1103515625,0.9094859591653929,-1.1758065162549005,67.81352339302846,5.9460046062363325,0.4767013412873327,0.75,0.0
d2,1,1,3514,1,B,87,4.400000065565109,4.559450434323312e-05,<0.5,0.0472819022834301,0.1226399764418602,0.9366228004060351,-1.1733776862121155,68.91664409494416,6.0054341588144196,0.5257549559283277,0.75,0.0
d2,1,1,3514,1,B,88,4.450000066310167,3.812996830098877e-05,<0.5,0.0594075545668602,0.125732421875,0.8550188535525702,-1.1301381325646578,64.70964363804347,5.668536938021427,0.5562431044091056,0.75,0.0
d2,1,1,3514,1,B,89,4.500000067055225,0.0020131103398148484,<0.5,0.061279296875,0.1371256560087204,0.8835704805875144,-1.131007664088988,65.92088414189773,5.740906033571608,0.6007807954496056,0.75,0.0
d2,1,1,3514,1,B,90,4.550000067800283,0.45243514034423044,<0.5,0.1741536557674408,0.2198893278837204,0.7007701854362428,-0.8689705116270954,51.62056662540829,4.465312715362814,1.1220040095066939,0.75,0.0
d2,1,1,3514,1,C,4,0.2500000037252903,0.00040221157903788874,<0.5,0.00146484375,0.07928466796875,1.36480640512149,-1.309478322799346,88.94153789415125,7.5656381106601005,0.3171927954320992,0.75,1.0
d2,1,1,3514,1,C,5,0.30000000447034836,0.0003251293493392312,<0.5,0.0006917318096384406,0.0586751326918602,1.3733176960453857,-1.330228352418891,89.3245609265915,7.647754142335365,0.23471684010496963,0.75,1.0
d2,1,1,3514,1,C,6,0.3500000052154064,0.0002420693212462125,<0.5,0.0021565756760537624,0.07757568359375,1.3525577949574308,-1.310887904019204,88.40760837792928,7.5342839719288195,0.31042261525047843,0.75,1.0
d2,1,1,3514,1,C,7,0.4000000059604645,0.0001943732719021521,<0.5,0.0027669272385537624,0.0899454802274704,1.3490583359719732,-1.2983977684801482,88.23800736429223,7.489507496811467,0.35995211458623144,0.75,1.0
d2,1,1,3514,1,C,8,0.45000000670552254,0.0001447553197134578,<0.5,0.0020345053635537624,0.0905965194106102,1.3598499116208973,-1.2980533720714387,88.71353798158569,7.51971737647781,0.3624774429702659,0.75,1.0
d2,1,1,3514,1,C,9,0.5000000074505806,0.00014341972752692015,<0.5,0.001953125,0.0817464217543602,1.3577759342394156,-1.3068572920579125,88.63132195378739,7.538096809571665,0.32707900371396165,0.75,1.0
d2,1,1,3514,1,C,10,0.5500000081956387,0.00011140029233310707,<0.5,0.0022379558067768812,0.0694376677274704,1.346494123248791,-1.318841479075514,88.15401271266603,7.539113232600895,0.2778948907950248,0.75,1.0
d2,1,1,3514,1,C,11,0.6000000089406967,0.00011083543448506603,<0.5,0.0029296875,0.0871785506606102,1.3452778445109022,-1.3010377889441793,88.07526529290895,7.4859567802040194,0.3489110548923834,0.75,1.0
d2,1,1,3514,1,C,12,0.6500000096857548,6.562080683076482e-05,<0.5,0.0023600261192768812,0.0808308944106102,1.3508225563036798,-1.3075774437741434,88.32760563529983,7.5200854783288005,0.3234613600293645,0.75,1.0
d2,1,1,3514,1,C,13,0.7000000104308128,8.156334651101352e-05,<0.5,0.0008951823110692203,0.0723775252699852,1.3727170164060951,-1.316516246987685,89.29138841061081,7.607961131039922,0.2895322438852681,0.75,1.0
d2,1,1,3514,1,C,14,0.7500000111758709,7.796206164805563e-05,<0.5,0.0025227866135537624,0.086090087890625,1.3508369526538189,-1.3023139105604746,88.32148304705724,7.5054987781432585,0.3445081754690431,0.75,1.0
d2,1,1,3514,1,C,15,0.800000011920929,8.323259914868258e-05,<0.5,-0.0003662109375,0.0809122771024704,1.3949203725142054,-1.3080734963554526,90.25932032331474,7.649166351986598,0.323652423352156,0.75,1.0
d2,1,1,3514,1,C,16,0.850000012665987,0.08136098221882508,<0.5,0.0004069010610692203,0.0849812850356102,1.3827562709260204,-1.3040027930296523,89.7256627114216,7.602566081543118,0.3399290367068309,0.75,1.0
d2,1,1,3514,1,C,17,0.9000000134110451,0.4003184389747624,<0.5,0.005859375,0.08905029296875,1.3036624720655565,-1.2969526380870127,86.23545064406028,7.3556748014174085,0.35697141517406306,0.75,1.0
d2,1,1,3514,1,C,18,0.9500000141561031,0.6243578910573916,0.5-3,0.01153564453125,0.1385091245174408,1.2852527875413757,-1.2456985415804798,85.2391446297095,7.159485550656401,0.555954655263744,0.75,1.0
d2,1,1,3514,1,C,19,1.0000000149011612,0.7853855643830132,0.5-3,0.01979573629796505,0.1065266951918602,1.1550239076569015,-1.2590943572923825,79.47286903292755,6.834499341224094,0.43340157755279224,0.75,1.0
d2,1,1,3514,1,C,20,1.0500000156462193,0.9159433599468827,0.5-3,0.01839192770421505,0.1751302182674408,1.2623189176069773,-1.206272989250671,84.00485382562873,6.984031585660764,0.7043732687157118,0.75,1.0
d2,1,1,3514,1,C,21,1.1000000163912773,1.0301659288309795,0.5-3,0.01806640625,0.2542317807674408,1.3086085528547124,-1.1312742824112059,85.93523811310938,6.9192344624526125,1.019491586130845,0.75,1.0
d2,1,1,3514,1,C,22,1.1500000171363354,1.1516906018968927,0.5-3,0.0179443359375,0.2958984375,1.3228648902060427,-1.0905544635411752,86.52962980320503,6.857732051562733,1.1857681696330309,0.75,1.0
d2,1,2,27529,0,B,385,19.30000028759241,0.2147863631303818,<0.5,0.1238606795668602,0.1715494841337204,0.6997703542003144,-0.9545966532726664,54.17028711517475,4.734441160782563,0.8463634533632464,0.75,0.0
d2,1,2,27529,0,B,386,19.35000028833747,0.009200602580940272,<0.5,0.0784505233168602,0.1888020932674408,0.9344762632549956,-1.0938745760890687,67.4362733941252,5.7547301932251305,0.817808926641001,0.75,1.0
d2,1,2,27529,0,B,387,19.400000289082527,0.0020204294295592473,<0.5,0.0576171875,0.0636800155043602,0.5147013677218762,-0.9662976079648427,47.861447717466795,4.3793123936862,0.3435085948280354,0.75,1.0
d2,1,2,27529,0,B,388,19.450000289827585,0.0011501047622744132,<0.5,0.0435384139418602,0.03683726117014885,0.37215961346597903,-0.8603348513597334,40.234107197215074,3.7495148152459863,0.22812548473471428,0.75,1.0
d2,1,2,27529,0,B,402,20.150000300258398,0.00018095279615909044,<0.5,0.0492350272834301,0.01422119140625,0.10378668926880508,-0.3712248270840247,16.11098979307079,1.5418407135002943,0.20499093430152682,0.75,0.0
d2,1,2,27529,0,B,403,20.200000301003456,0.00814615750015573,<0.5,0.0525716170668602,0.0428873710334301,0.3652840953501775,-0.8351366437844795,39.20720299176397,3.646117242453736,0.27138464260701817,0.75,0.0
d2,1,2,27529,0,B,404,20.250000301748514,0.07798881003632493,<0.5,0.0729166716337204,0.0346476249396801,0.20734562047390126,-0.5614836337540292,25.41554303607692,2.394179867272585,0.32291915808389066,0.75,0.0
d2,1,2,27529,0,B,405,20.300000302493572,0.06506853064904349,<0.5,0.05322265625,0.02423095703125,0.17807138456418525,-0.5513058031284616,24.478598505709336,2.3174037423417575,0.2339158965767294,0.75,0.0
d2,1,2,27529,0,B,406,20.35000030323863,0.2151644114451501,<0.5,0.0967610701918602,0.0319010429084301,0.16660476781435207,-0.40301003984033185,18.246810009518875,1.7443588661537741,0.40753662398993484,0.75,0.0
d2,1,2,27529,0,B,420,21.050000313669443,0.5440821211235516,0.5-3,0.1385904997587204,0.0994466170668602,0.39906357283416893,-0.7103360545223932,35.661604728859814,3.2590281877089984,0.68231319810673,0.75,0.0
d2,1,2,27529,0,B,421,21.1000003144145,0.01344762616667139,<0.5,0.0323893241584301,0.0880940780043602,0.9420697368731026,-1.2155829269491762,69.81316827579737,6.151601081243787,0.3754386213245124,0.75,0.0
d2,1,2,27529,0,B,422,21.15000031515956,0.0032000632931817132,<0.5,0.0384114608168602,0.0375773124396801,0.4345184137763426,-0.9337539375150388,44.37107470097406,4.119616812734986,0.21494165654054212,0.75,0.0
d2,1,2,27529,0,B,423,21.200000315904617,0.29326479290247703,<0.5,0.1573893278837204,0.0446980819106102,0.21022810289646388,-0.3347675698163339,15.854382307289805,1.5812156389218022,0.654453287050214,0.75,0.0
d2,1,2,27529,0,B,424,21.250000316649675,0.45045154906704693,<0.5,0.216796875,0.0485432967543602,0.250359661471792,-0.25495457833356666,12.621004172999298,1.4293035904552516,0.8886604451154333,0.75,0.0
d2,1,2,27529,0,B,449,22.500000335276127,0.004182418190260096,<0.5,0.1624349057674408,-0.0461832694709301,0.21538670168006613,0.33368012223048266,-15.871438471723966,1.5886288690936856,0.6754908495688381,0.75,0.0
d2,1,2,27529,0,B,450,22.550000336021185,0.003338590848175014,<0.5,0.13623046875,-0.06199900433421135,0.26099748125968847,0.5133582354232477,-24.47046227299,2.3035845566447852,0.5987001540574819,0.75,0.0
d2,1,2,28154,0,C,209,10.500000156462193,2.5088668549960604,0.5-3,0.2477213591337204,0.12939453125,0.4055580304452788,-0.513690111773604,27.579821640008472,2.6179529315635346,1.11791818297022,0.3264380301375307,1.0
d2,1,2,28154,0,C,210,10.55000015720725,2.3350870433701543,0.5-3,0.1608072966337204,0.1637369841337204,0.5765417716022897,-0.8272600984983596,45.517199592508135,4.033380091129171,0.9179872471780993,0.75,1.0
d2,1,2,28154,0,C,211,10.600000157952309,2.183983743794214,0.5-3,0.103515625,0.2281901091337204,0.9186951793740333,-1.036741152311587,65.59916689950475,5.540877980250342,1.0022870688628072,0.75,1.0
d2,1,2,28154,0,C,216,10.850000161677599,2.247988533658593,0.5-3,0.2190755307674408,0.1236979216337204,0.39856261453905684,-0.5592365594672929,29.450634848670052,2.7469188183214266,1.006342001488861,0.5275919280267284,1.0
d2,1,2,28154,0,C,246,12.35000018402934,0.4060485887878764,<0.5,0.1927083432674408,-0.1974283903837204,0.61149077202991,0.7965529295926396,-45.69315591632631,4.016799788728041,1.1035540758432347,0.75,1.0
d2,1,2,28154,0,C,247,12.400000184774399,0.05343397417438006,<0.5,0.1197916716337204,-0.2278645932674408,0.8624490547390286,1.0015914740996377,-62.26845392524634,5.286970933166672,1.0297364125463355,0.75,0.0
d2,1,2,28154,0,C,248,12.450000185519457,0.04198260675590395,<0.5,0.1279296875,-0.21142578125,0.7978603517827433,0.9769598002979853,-58.822671575137,5.0454440317500895,0.9884684389176662,0.75,0.0
d2,1,2,28154,0,C,249,12.500000186264515,0.03875032233393263,<0.5,0.109375,-0.2085774838924408,0.8533134103798569,1.0215511864492979,-62.32813672333073,5.324224792955414,0.9420612074543896,0.75,0.0
d2,1,2,28154,0,C,250,12.550000187009573,0.029156993774213713,<0.5,0.1123046875,-0.2516276240348816,0.935199871093595,1.0167754415722112,-65.94817067604981,5.52583908195357,1.1022072691606593,0.75,0.0
d2,1,2,28154,0,C,251,12.600000187754631,0.02933857507392563,<0.5,0.10888671875,-0.2692057490348816,0.9770625609269894,1.018452278792364,-67.9779494603707,5.645382243416388,1.1615717133854337,0.75,0.0
d2,1,2,28154,0,C,305,15.300000227987766,0.16731118783408427,<0.5,0.1246744841337204,-0.2648112177848816,0.9220192418211753,0.9918769194409314,-64.78870236979878,5.416920609509616,1.1707686914756221,0.75,0.0
d2,1,2,28154,0,C,306,15.350000228732824,0.1863964173247428,<0.5,0.1695963591337204,-0.2237345427274704,0.7195221726880229,0.8831870939029149,-52.83696583631381,4.5567209259753785,1.122996496100565,0.75,0.0
d2,2,1,26405,1,B,328,16.4500002451241,1.183631350836818,0.5-3,0.0748697966337204,-0.275390625,1.0994722887257649,1.0649583803827292,-74.79073529046387,6.122712687197762,1.141546199053654,0.75,1.0
d2,2,1,26405,1,B,329,16.50000024586916,0.029700542227238898,<0.5,0.0224609375,-0.2864583432674408,1.3028839673776784,1.098291468633271,-85.51666298619553,6.816158193613088,1.1493502591701512,0.75,0.0
d2,2,1,26405,1,B,330,16.550000246614218,0.0043293425440831135,<0.5,0.02693684957921505,-0.2942708432674408,1.2893204710064021,1.0889461652590977,-84.7698568262163,6.750586377835531,1.1820045554063416,0.75,0.0
d2,2,1,26405,1,B,331,16.600000247359276,0.0026104752179057474,<0.5,0.0313313826918602,-0.2825520932674408,1.2672474789890882,1.0979863228684958,-83.67248683952579,6.706999493914376,1.1371356362453608,0.75,0.0
d2,2,1,26405,1,B,332,16.650000248104334,0.27655206079108485,<0.5,0.0476888045668602,-0.28125,1.2044840610825824,1.0882031598793005,-80.37644769240654,6.4930337692924835,1.1410576467892668,0.75,0.0
d2,2,1,26405,1,B,333,16.700000248849392,0.4087917863314215,<0.5,0.0652669295668602,-0.2783203125,1.1371451876329532,1.0739942961590963,-76.80244115336353,6.2565970635022445,1.1434821796263073,0.75,0.0
d2,2,1,26405,1,B,334,16.75000024959445,0.48878919393164766,<0.5,0.09716796875,-0.2711588740348816,1.0176048533306559,1.036422713044303,-70.28519885631377,5.809911087286922,1.152171856062216,0.75,1.0
d2,2,1,26405,1,B,335,16.800000250339508,8.364011651748952e-05,<0.5,0.02962239645421505,-0.27734375,1.2711057966819137,1.1038006496887578,-83.90349279325191,6.733897321001188,1.1156848446456782,0.75,1.0
d2,2,1,26405,1,B,336,16.850000251084566,0.002062423041067797,<0.5,0.020263671875,-0.267578125,1.3043751422690641,1.1174559526880203,-85.66926113686478,6.870344757541453,1.0733772449712042,0.75,1.0
d2,2,1,26405,1,B,337,16.900000251829624,0.0027780526237437164,<0.5,0.01253255270421505,-0.2744140625,1.3381626595773486,1.1131396325493448,-87.38510571868632,6.962481333592745,1.0988003827814246,0.75,1.0
d2,2,1,26405,1,B,338,16.950000252574682,0.0028361667524989093,<0.5,0.01192220114171505,-0.2783203125,1.3414771508462322,1.1094070692271776,-87.54716265875935,6.9631544477987966,1.1143021868786664,0.75,1.0
d2,2,1,26405,1,B,339,17.00000025331974,0.0025950702516106547,<0.5,0.014892578125,-0.2747395932674408,1.3287105959079881,1.1122242381102636,-86.89725242037751,6.931106236113386,1.1005717277267704,0.75,1.0
d2,2,1,26405,1,B,340,17.0500002540648,0.0022463454561674873,<0.5,0.01033528707921505,-0.2679036557674408,1.3457897582479887,1.1200638785582668,-87.7907176475345,7.003648381186672,1.0724117636995163,0.75,1.0
d2,2,1,26405,1,B,341,17.100000254809856,0.0018861457394428098,<0.5,0.0107421875,-0.2724609375,1.3450212606173542,1.1154607534325627,-87.74219601132756,6.989517733247165,1.0906904752910538,0.75,1.0
d2,2,1,26405,1,B,342,17.150000255554914,0.0015519453119463946,<0.5,0.0115966796875,-0.2591145932674408,1.3384941171503213,1.128496401113303,-87.43743608254962,7.002937245438311,1.0374958731401354,0.75,1.0
d2,2,1,26405,1,B,343,17.200000256299973,0.0,<0.5,0.01057942770421505,-0.2594401240348816,1.342985935115782,1.1284064728902408,-87.66489121899608,7.016451969455109,1.0386229517955663,0.75,1.0
d2,2,1,26405,1,B,344,17.25000025704503,0.0,<0.5,0.01009114645421505,-0.2639974057674408,1.346036179033937,1.1239889667996799,-87.8109680544861,7.014458887476002,1.0567607978247429,0.75,1.0
d2,2,1,26405,1,B,345,17.30000025779009,0.0,<0.5,0.01220703125,-0.2740885615348816,1.339406657795284,1.113535924354892,-87.44991369685998,6.96732080475729,1.0974410320464534,0.75,1.0
d2,2,1,26405,1,B,346,17.350000258535147,0.0,<0.5,0.008341471664607525,-0.2861328125,1.356865918446031,1.1022773320868402,-88.33016076067985,6.99268238943869,1.1450174953331786,0.75,1.0
d2,2,1,26405,1,B,347,17.400000259280205,0.0,<0.5,0.0068562827073037624,-0.2880859375,1.3628082248067368,1.1005208556091943,-88.6366501547658,7.006730948145998,1.152670055117709,0.75,1.0
d2,2,1,26405,1,B,348,17.450000260025263,0.0,<0.5,0.006876627914607525,-0.2936198115348816,1.3633549201932507,1.0949994085995967,-88.65836797197608,6.994581152004584,1.1748013056666584,0.75,1.0
