source,route,seed,step,sim_time,speed,raw_speed,plan_curvature,dense_turn_distance_m,b_executed,b_raw,c_shadow,d_shadow,c_replay,c_replay_diff,b_replay_diff,horizon_m,station_m,lookahead_m,lookahead_s,aim_x,aim_y,pursuit_curvature,c_nominal,c_after_rate,c_after_max,rate_clamped,max_clamped,horizon_capped,aim_b,b_pid_on_c_aim,no_rate,no_max,c_target_speed,c_reason,time_0.3,time_0.4,time_0.6,time_0.7,time_1.0,b_aim_index,b_aim_x,b_aim_y,b_aim_target_m,b_aim_actual_m,b_angle,b_p,b_i,b_d,b_pid,b_desired_speed,b_brake
D3b,2084,0,396,19.85000029578805,5.310822468760064,5.310822468760064,-0.12456040551446029,1.5992873433651482,-0.21189796924591064,-0.21189796528882449,-0.08159323851938005,-0.11618555200794956,-0.08159323851937988,1.6653345369377348e-16,3.293942785198567e-09,19.150907404921586,0.0,3.0,0.5648842561857317,2.995065658157139,0.14206679631833113,0.03160340271612825,-0.08159323851937988,-0.08159323851937988,-0.08159323851937988,0,0,0,-0.07837521830113513,-0.15762154209444657,-0.08159323851937988,-0.08159323851937988,6.087079639254792,tracking,-0.08159323851937988,-0.08159323851937988,-0.07993577034583374,-0.10723468869943202,-0.14527015605940544,1,3.2317709922790527,-0.7141927480697632,3.0,3.3097454627103535,-0.13846192887043077,-0.17307741108803845,-0.03469495238780183,-0.004125605106927006,-0.21189796858276727,9.432882707773464,0
D3b,2084,0,397,19.900000296533108,5.490743502228016,5.490743502228016,-0.1188974438143515,1.335694749024121,-0.22575390338897705,-0.22575390034251744,-0.07629481180466775,-0.11980972291722926,-0.07629481180466754,2.0816681711721685e-16,2.6953869802781583e-08,19.68619959121037,0.0,3.0,0.546374092831448,2.995747391104768,0.13233905941010193,0.029434791610053204,-0.07629481180466754,-0.07629481180466754,-0.07629481180466754,0,0,0,-0.07107269206107811,-0.181593240009496,-0.07629481180466754,-0.07629481180466754,6.309638490891182,tracking,-0.07629481180466754,-0.07629481180466754,-0.07389687675167853,-0.09765576255726464,-0.1683531480146247,1,3.4479167461395264,-0.8095703125,3.0,3.541685189170648,-0.14681869743193346,-0.18352337178991682,-0.039723524938019616,-0.0025070305684508076,-0.22575392729638724,10.065304954190802,0
D3b,2084,0,398,19.950000297278166,6.128201354160652,6.128201354160652,-0.10127994399315118,1.0457206746480168,-0.2985992133617401,-0.29859921652409765,-0.15716084040269054,-0.21980972440734536,-0.15716084040269024,3.0531133177191805e-16,4.4784971231504045e-08,20.101783425131927,0.0,3.064100677080326,0.5,3.0447803388308716,0.2836405631884462,0.06066438637489056,-0.15716084040269024,-0.15716084040269024,-0.15716084040269024,0,0,0,-0.14185824283769646,-0.17629481329478366,-0.15716084040269024,-0.15716084040269024,7.213491958163473,tracking,-0.15771345953441296,-0.15771345953441296,-0.14888266465531824,-0.1572911946469891,-0.17629481329478366,1,3.8541667461395264,-1.1936849355697632,3.0,4.034784384877826,-0.19120471690575477,-0.23900589613219347,-0.046277559334729025,-0.013315805842146394,-0.2985992613090689,10.59868323608009,0
D3b,2084,0,399,20.000000298023224,6.648430258322559,6.648430258322559,-0.09732283137360384,0.7302822196147218,-0.3020302355289459,-0.30203023263149786,-0.1566455398032041,-0.23896809047329215,-0.15664553980320375,3.3306690738754696e-16,4.9220033049302e-09,19.819976783003906,0.0,3.3242151291612796,0.5,3.2998693759176896,0.3307195704236554,0.06013895886273781,-0.15664553980320375,-0.15664553980320375,-0.15664553980320375,0,0,0,-0.14299205375272542,-0.25716084189280636,-0.15664553980320375,-0.15664553980320375,7.569004673522077,tracking,-0.15873107390857413,-0.15873107390857413,-0.14783162586973542,-0.1706811490302904,-0.2191695829827835,1,4.015625,-1.2884114980697632,3.0,4.217256018904161,-0.1976535030522108,-0.2470668788152635,-0.05302872289430085,-0.0019346358439368077,-0.30203023755350117,10.747916844272106,0
D3b,2084,0,400,20.050000298768282,7.087164018267028,7.087164018267028,-0.09300485195601522,0.39515276012983946,-0.3098253607749939,-0.30982537354032197,-0.1509119607736669,-0.24250215214090798,-0.15091196077366684,5.551115123125783e-17,1.2936620719106173e-08,19.848048500817796,0.0,3.543582009133514,0.5,3.516547530294215,0.36010010745474885,0.05763548129324589,-0.15091196077366684,-0.15091196077366684,-0.15091196077366684,0,0,0,-0.13967483154207583,-0.25664554129331985,-0.15091196077366684,-0.15091196077366684,7.826936874146891,tracking,-0.15365167043938335,-0.15365167043938335,-0.14180604083204087,-0.18227985292851523,-0.22545214200288086,1,4.09375,-1.3277995586395264,3.0,4.303700817949979,-0.19967073667683266,-0.24958842084604083,-0.059631795543515345,-0.0006051700873865584,-0.3098253864769427,10.829803601901792,0
D3b,2084,0,401,20.10000029951334,7.440797169662507,7.440797169662507,-0.0847866379743833,0.04524397310686368,-0.36238500475883484,-0.3623850186169147,-0.200970940557693,-0.30599095924570185,-0.20097094055769252,4.718447854656915e-16,1.9387806360349202e-08,19.75055848789816,0.0,3.7203985848312535,0.5,3.6676786311208525,0.5287048071095437,0.07700671272076873,-0.20097094055769252,-0.20097094055769252,-0.20097094055769252,0,0,0,-0.1857691283927705,-0.250911962263783,-0.20097094055769252,-0.20097094055769252,8.078597200718523,tracking,-0.20834897943288067,-0.20834897943288067,-0.18674247993753565,-0.2251727510232874,-0.250911962263783,1,4.1510419845581055,-1.5618489980697632,3.0,4.435146203941378,-0.2291004942695661,-0.28637561783695764,-0.06718049288994336,-0.008828927277820033,-0.36238503800472105,10.9345533686489,0
D3b,2084,0,402,20.150000300258398,7.685039113146307,7.685039113146307,-0.07864222697173798,-0.373088778223881,-0.3679431676864624,-0.3679431754847367,-0.2069632013965846,-0.3223725065173113,-0.2069632013965846,0.0,1.324467496788273e-08,19.756141823099917,0.0,3.8425195565731536,0.5,3.7817391848337865,0.5794584354175127,0.07917546424828234,-0.2069632013965846,-0.2069632013965846,-0.2069632013965846,0,0,0,-0.19193174166766766,-0.3009709420478086,-0.2069632013965846,-0.2069632013965846,8.252664507148525,tracking,-0.21571289400782717,-0.21577767162248557,-0.19256916425461298,-0.23258561943229633,-0.2582625878858694,1,4.223958492279053,-1.6236979961395264,3.0,4.52528678949344,-0.23363176232758884,-0.29203970290948605,-0.0745440789131689,-0.001359380417406819,-0.36794316224006174,11.062924415468514,0
D3b,2084,0,403,20.200000301003456,8.004905241420856,8.004905241420856,-0.07309180231398962,-0.7485238298556922,-0.37962257862091064,-0.37962258092231216,-0.2093231632519068,-0.3350790326168815,-0.20932316325190684,2.7755575615628914e-17,4.90408519349117e-09,19.6974305114779,0.0,4.002452620710428,0.5,3.9342534540178544,0.6339265517428725,0.07983854463586736,-0.20932316325190684,-0.20932316325190684,-0.20932316325190684,0,0,0,-0.1952095880031293,-0.30696320288670076,-0.20932316325190684,-0.20932316325190684,8.59747884580995,tracking,-0.2201375209896204,-0.2201155975090957,-0.2023994463609716,-0.23851403719443837,-0.26365752024533656,1,4.3072919845581055,-1.6790364980697632,3.0,4.622978239413298,-0.23662734597052942,-0.2957841824631618,-0.08293972827035341,-0.0008986750928821757,-0.37962258582639735,11.072119673381241,0
D3b,2084,0,404,20.250000301748514,8.346008516544229,8.346008516544229,-0.06427143116378928,-1.1335490637361048,-0.38386496901512146,-0.38386497262451386,-0.2008013212192014,-0.33345124046515906,-0.2008013212192015,8.326672684688674e-17,4.0977242488082766e-08,19.399230111666284,0.0,4.1730042582721145,0.5,4.10106776397585,0.657320398109992,0.07620740750811848,-0.2008013212192015,-0.2008013212192015,-0.2008013212192015,0,0,0,-0.18905281864334805,-0.3093231647420229,-0.2008013212192015,-0.2008013212192015,8.819102415378781,tracking,-0.20855815197463862,-0.21022602551104588,-0.20192092837562958,-0.23802942408055833,-0.2662449090198136,1,4.4166669845581055,-1.7057292461395264,3.0,4.7346023606657095,-0.2346300158947882,-0.2932875198684853,-0.09117669275599342,0.0005991990227223631,-0.38386501360175634,11.05111574389121,0
D3b,2084,0,405,20.300000302493572,8.538068015499647,8.538068015499647,-0.056379471246278345,-1.7571588980388455,-0.400521457195282,-0.4005214574270778,-0.20596869994712674,-0.3455562016248273,-0.20596869994712716,4.163336342344337e-16,1.612156164121359e-08,19.034624081708973,0.0,4.2690340077498234,0.5,4.188157727881218,0.7040762119025326,0.07807285956813695,-0.20596869994712716,-0.20596869994712716,-0.20596869994712716,0,0,0,-0.19553520760261905,-0.3008013227093176,-0.20596869994712716,-0.20596869994712716,8.884244712883559,tracking,-0.2138931640721783,-0.21618974381579675,-0.21429058427460143,-0.24658739811656638,-0.2717906655671787,1,4.4166669845581055,-1.74609375,3.0,4.7492936986750625,-0.23967740061618067,-0.29959675077022585,-0.09941047511887255,-0.0015142154164177384,-0.40052144130551615,10.995694896329582,0
D3b,2084,0,406,20.35000030323863,8.625945005533588,8.625945005533588,-0.04756963425038016,-2.1729998578355207,-0.4085034728050232,-0.40850347111622487,-0.20828021119595472,-0.35327803462706747,-0.20828021119595472,0.0,2.532142928668435e-08,18.674864535401092,0.0,4.312972502766794,0.5,4.227572647559396,0.7258929464024702,0.07890444735443164,-0.20828021119595472,-0.20828021119595472,-0.20828021119595472,0,0,0,-0.198115955795905,-0.3059687014372433,-0.20828021119595472,-0.20828021119595472,8.925639965872891,tracking,-0.21576961441550427,-0.21862842726438472,-0.21785538086514392,-0.24895454530355432,-0.2711432517219757,1,4.442708492279053,-1.7649739980697632,3.0,4.780459388095539,-0.24074059816268953,-0.3009257477033619,-0.10725878947033962,-0.0003189592639526562,-0.40850349643765416,11.014599737893276,0
D3b,2084,0,407,20.40000030398369,8.417737851773172,8.417737851773172,-0.041273673830543915,-2.8497389036438108,-0.404561847448349,-0.40456185662084154,-0.20151455848678254,-0.34612582271291253,-0.2015145584867823,2.498001805406602e-16,1.4781075141634403e-08,18.402315284102468,0.0,4.208868925886586,0.5,4.133089146946919,0.6699427888081813,0.07642841417126092,-0.2015145584867823,-0.2015145584867823,-0.2015145584867823,0,0,0,-0.1913844302934623,-0.30828021268607086,-0.2015145584867823,-0.2015145584867823,8.702145327639816,tracking,-0.20777030875362923,-0.21033882494569886,-0.20916084552718592,-0.24225224440640467,-0.2646573971372176,1,4.390625,-1.6868489980697632,3.0,4.703514370437701,-0.23351604591178174,-0.29189505738972715,-0.11483417968746186,0.002167365675272337,-0.4045618714019167,10.977823330592056,0
D3b,2084,0,408,20.450000304728746,8.997015183928786,8.997015183928786,-0.03468810323514472,-3.2851222124255983,-0.41882503032684326,-0.4188250318831867,-0.21007712861918154,-0.3652340127707103,-0.21007712861918137,1.6653345369377348e-16,3.893090572137936e-09,18.110527091167715,0.0,4.498507591964393,0.5,4.40203519015752,0.7932141274527893,0.07929325385784647,-0.21007712861918137,-0.21007712861918137,-0.21007712861918137,0,0,0,-0.20101793870677928,-0.3015145599768984,-0.21007712861918137,-0.21007712861918137,9.18307389952725,tracking,-0.21856490323324568,-0.22213956021414186,-0.22244142013477636,-0.24604733495242653,-0.2591777555312001,1,4.578125,-1.78515625,3.0,4.913859109960222,-0.23669320989712253,-0.29586651237140316,-0.12200536642309072,-0.0009531491956022375,-0.41882502799009613,10.930133170317797,0
D3b,2084,1,427,21.40000031888485,1.4384403800017431,1.4384403800017431,-0.0825937420458232,3.9566258847218947,-0.05065778270363808,-0.05065778376741542,0.059567151608420375,0.059330474632950894,0.059567151608420355,2.0816681711721685e-17,1.8748008007163364e-09,14.764278466793247,0.0,3.0,2.08559217448857,2.9973984895252626,-0.11167126686870409,-0.024824475511604754,0.059567151608420355,0.059567151608420355,0.059567151608420355,0,0,0,0.024015377227869044,-0.006658749190219501,0.059567151608420355,0.059567151608420355,2.302913924804499,tracking,0.059567151608420355,0.059567151608420355,0.059567151608420355,0.059567151608420355,0.059567151608420355,3,4.657552242279053,-0.2010701596736908,3.0,4.661890399684427,-0.027466316988071615,-0.03433289623508952,-0.01463584498556506,-0.0016890444215616435,-0.05065778564221622,6.097143675790013,0
D3b,2084,1,433,21.700000323355198,3.0417469180897423,3.0417469180897423,-0.1512365842153281,3.3064553184264263,-0.051883596926927567,-0.05188359577001797,0.07205536734886847,0.0723142088532986,0.07205536734886842,5.551115123125783e-17,6.4013139511320816e-09,15.1914645593475,0.0,3.0,0.9862753479451342,2.9971086327600687,-0.1312080946489836,-0.02915775700050868,0.07205536734886842,0.07205536734886842,0.07205536734886842,0,0,0,0.05630084425584234,-0.010811190493324171,0.07205536734886842,0.07205536734886842,4.286333755836722,tracking,0.07205536734886842,0.07205536734886842,0.07205536734886842,0.07205536734886842,0.07099412535957772,2,3.7408854961395264,-0.150787353515625,3.0,3.743923225869798,-0.02564694193118529,-0.032058677413981614,-0.014501622964174269,-0.005323301793176041,-0.05188360217133192,5.926279640374221,0
D3b,2084,1,434,21.750000324100256,3.4357785760600192,3.4357785760600192,-0.14182115107953658,3.1420190608333414,-0.06386655569076538,-0.06386655315135917,0.08097032087110771,0.0784631109390526,0.08097032087110793,2.220446049250313e-16,7.1522069933216414e-09,16.730031269820692,0.0,3.0,0.8731645342058834,2.9957999533882527,-0.14635884391810075,-0.03253778734941409,0.08097032087110793,0.08097032087110793,0.08097032087110793,0,0,0,0.03586939406932092,-0.021130046259711294,0.08097032087110793,0.08097032087110793,4.70674170750688,tracking,0.08097032087110793,0.08097032087110793,0.08097032087110793,0.08097032087110793,0.06082152413601305,2,4.3359375,-0.2464192807674408,3.0,4.342934084906216,-0.03614139224540865,-0.04517674030676082,-0.015541484902538339,-0.003148335094267008,-0.06386656030356616,7.459170653253359,0
D3b,2084,1,435,21.800000324845314,3.8022687890923335,3.8022687890923335,-0.14320814670515575,2.958907743021406,-0.08712468296289444,-0.0871246828739014,0.11331471221258427,0.11028712599504753,0.11331471221258398,2.914335439641036e-16,4.1443264930940416e-09,17.103286381614073,0.0,3.0,0.7890026103904536,2.991085404966573,-0.203746289328441,-0.04533687619161413,0.11331471221258398,0.11331471221258398,0.11331471221258398,0,0,0,0.024937983227095735,-0.01439269058335321,0.11331471221258398,0.11331471221258398,5.042365950301204,tracking,0.11331471221258398,0.11331471221258398,0.11331471221258398,0.11331471221258398,0.05512643985604718,2,4.5807294845581055,-0.3804524838924408,3.0,4.5965015721959555,-0.05275337710828635,-0.06594172138535793,-0.01619937017400666,-0.004983595458863309,-0.0871246870182279,7.8899171261044225,0
D3b,2084,1,436,21.850000325590372,4.1517314674256385,4.1517314674256385,-0.13753100035309074,2.7583320101111006,-0.10213708877563477,-0.10213708587197794,0.11167540754312821,0.10454742494438461,0.11167540754312828,6.938893903907228e-17,4.195545563745462e-09,17.790567082259937,0.0,3.0,0.7225900864586042,2.9922269862882476,-0.1995099055181191,-0.04436892691040114,0.11167540754312828,0.11167540754312828,0.11167540754312828,0,0,0,0.013314710722467857,0.013314710722467857,0.11167540754312828,0.11167540754312828,5.253703936249008,tracking,0.11167540754312828,0.11167540754312828,0.11167540754312828,0.11167540754312828,0.0319046042370326,2,4.734375,-0.4979248046875,3.0,4.760486923808119,-0.0667094839574357,-0.08338685494679463,-0.014563403065984065,-0.004186832054744805,-0.1021370900675235,8.20684133777807,0
D3b,2084,1,437,21.90000032633543,4.496713274658866,4.496713274658866,-0.12744979229553938,2.540662150067483,-0.14257416129112244,-0.1425741654075682,0.10155737610938263,0.08948326663861,0.10155737610938273,9.71445146547012e-17,1.534467647390514e-08,18.641813458041153,0.0,3.0,0.6671539448393202,2.9940183398337146,-0.18010613459427396,-0.040038782234220374,0.10155737610938273,0.10155737610938273,0.10155737610938273,0,0,0,0.011675406053012163,0.011675406053012163,0.10155737610938273,0.10155737610938273,5.493735247008797,tracking,0.10155737610938273,0.10155737610938273,0.10155737610938273,0.08418597482857937,0.011675406053012163,2,4.9140625,-0.7249349355697632,3.0,4.967246814354587,-0.09324322700692367,-0.11655403375865458,-0.018060024078743703,-0.00796012291484639,-0.14257418075224468,8.706023971112746,0
D3b,2084,1,438,21.950000327080488,4.833662048289981,4.833662048289981,-0.13197759957691016,2.3065070836512227,-0.0793946236371994,-0.07939462272036406,0.056483128371120815,0.03490781500074368,0.05648312837112083,1.3877787807814457e-17,4.992003782566812e-09,19.11581053801294,0.0,3.0,0.6206474449452499,2.996800037108841,-0.09914257670427443,-0.02205462122159762,0.05648312837112083,0.05648312837112083,0.05648312837112083,0,0,0,0.056176476872021375,0.0015573746192666105,0.05648312837112083,0.05648312837112083,5.740587102270003,tracking,0.05648312837112083,0.05648312837112083,0.05648312837112083,0.02804670759759764,0.0015573746192666105,1,3.0963542461395264,-0.2743327021598816,3.0,3.108483239308299,-0.05625673810122912,-0.0703209226265364,-0.0201696517575398,0.011095946671708363,-0.07939462771236784,9.156023923041122,0
D3b,2084,1,439,22.000000327825546,5.195170656624089,5.195170656624089,-0.13185281392776182,2.0550161337777233,-0.1276220828294754,-0.12762208893274266,0.04040177931601679,0.022780108822484445,0.04040177931601685,6.245004513516506e-17,1.1026699997529477e-08,19.465693008201917,0.0,3.0,0.5774593749244518,2.998224056906044,-0.07039263722522884,-0.015652717105205143,0.04040177931601685,0.04040177931601685,0.04040177931601685,0,0,0,0.04025705813149651,-0.04351687311899529,0.04040177931601685,0.04040177931601685,6.001436646703424,tracking,0.04040177931601685,0.04040177931601685,0.0404501949336307,-0.00033281952588431107,-0.04351687311899529,1,3.2447917461395264,-0.4012044370174408,3.0,3.269501258005214,-0.07831777614631281,-0.09789722018289101,-0.023106568363026526,-0.006618311413525107,-0.12762209995944265,9.580961096597713,0
D3b,2084,1,440,22.050000328570604,5.540512619678116,5.540512619678116,-0.11888883020741964,1.786307556005827,-0.17447809875011444,-0.17447809664118621,-0.025109843591880857,-0.05076779910299264,-0.025109843591880954,9.71445146547012e-17,2.899325224348104e-10,20.07966598446538,0.0,3.0,0.5414661432851838,2.999608967444621,0.04345660236800554,0.009657513743029124,-0.025109843591880954,-0.025109843591880954,-0.025109843591880954,0,0,0,-0.022442961921799415,-0.05959822217409927,-0.025109843591880954,-0.025109843591880954,6.487789468764074,tracking,-0.025109843591880954,-0.025109843591880954,-0.02384121634713948,-0.043725012327495455,-0.05959822217409927,1,3.5703125,-0.6283366084098816,3.0,3.6251811321814364,-0.11090257439750838,-0.13862821799688546,-0.026074438879009558,-0.009775439475358668,-0.1744780963512537,10.092683651988272,0
D3b,2084,1,441,22.100000329315662,5.667816967355922,5.667816967355922,-0.11149881101724395,1.5078257284996504,-0.24277998507022858,-0.24277999210067921,-0.10650974543446519,-0.1429331087705128,-0.10650974543446547,2.7755575615628914e-16,1.6304676359046866e-08,20.106644794507815,0.0,3.0,0.5293043189783035,2.9915827829473587,0.18454008061234267,0.04108366726067527,-0.10650974543446547,-0.10650974543446547,-0.10650974543446547,0,0,0,-0.09788637211156696,-0.12510984508199707,-0.10650974543446547,-0.10650974543446547,6.630980913391703,tracking,-0.10650974543446547,-0.10650974543446547,-0.10251025490268059,-0.11471121635625178,-0.12510984508199707,1,3.6171875,-0.91796875,3.0,3.7318510200881296,-0.15822092622416822,-0.1977761577802103,-0.030808312467794603,-0.014195505547997953,-0.24277997579600286,10.25037272707333,0
