dataset,route,variant,seed,attempt,official_status,completion,collisions,segment,kind,subset,count,frame_start,frame_end,low_speed_count,saturated_fraction,limited_fraction,cte_m_n,cte_m_rms,cte_m_p95_abs,cte_m_max_abs,heading_deg_n,heading_deg_rms,heading_deg_p95_abs,heading_deg_max_abs,steer_rate_per_s_n,steer_rate_per_s_rms,steer_rate_per_s_p95_abs,steer_rate_per_s_max_abs,steer_n,steer_rms,steer_p95_abs,steer_max_abs
G2-v4,17563,pi-max/pursuit,,1,G2 diagnostic,,,2,S,all,71,5552,5622,0,0.0,0.09859154929577464,71,0.2695234435642737,0.47305674904701595,0.5506427409659291,71,2.8369930837305937,5.509485036592702,6.962175457523961,71,0.9373756956368872,2.0,2.0000000000000004,71,0.24016512954725408,0.4719735121564377,0.520602038904574
G2-v4,17563,pi-max/pursuit,,1,G2 diagnostic,,,2,S,moving_ge_2mps,71,5552,5622,0,0.0,0.09859154929577464,71,0.2695234435642737,0.47305674904701595,0.5506427409659291,71,2.8369930837305937,5.509485036592702,6.962175457523961,71,0.9373756956368872,2.0,2.0000000000000004,71,0.24016512954725408,0.4719735121564377,0.520602038904574
G2-v4,24240,pi/carla,,1,G2 diagnostic,,,1,left,all,117,5973,6089,0,0.0,0.017094017094017096,117,0.21310516949821756,0.2769468735033501,0.28300759678446935,117,0.9806519670001249,1.4155921820200283,1.5137792777146244,117,0.8182822094945975,1.8290475153929775,2.0,117,0.06715620030138435,0.1283888746367216,0.15933776778109798
G2-v4,24240,pi/carla,,1,G2 diagnostic,,,1,left,moving_ge_2mps,117,5973,6089,0,0.0,0.017094017094017096,117,0.21310516949821756,0.2769468735033501,0.28300759678446935,117,0.9806519670001249,1.4155921820200283,1.5137792777146244,117,0.8182822094945975,1.8290475153929775,2.0,117,0.06715620030138435,0.1283888746367216,0.15933776778109798
G2-v4,24240,pi/pursuit,,1,G2 diagnostic,,,1,left,all,117,6462,6578,0,0.0,0.0,117,0.13892527162186796,0.2108372814477013,0.21665094613073232,117,0.9747563745282216,1.4288022627069348,1.4871240596290247,117,0.06666686688941188,0.1270529552548096,0.3081308443729191,117,0.06080259135640719,0.0778183650677738,0.08259277108899558
G2-v4,24240,pi/pursuit,,1,G2 diagnostic,,,1,left,moving_ge_2mps,117,6462,6578,0,0.0,0.0,117,0.13892527162186796,0.2108372814477013,0.21665094613073232,117,0.9747563745282216,1.4288022627069348,1.4871240596290247,117,0.06666686688941188,0.1270529552548096,0.3081308443729191,117,0.06080259135640719,0.0778183650677738,0.08259277108899558
G2-v4,24240,pi-max/pursuit,,1,G2 diagnostic,,,1,left,all,117,6947,7063,0,0.0,0.0,117,0.10780673813751082,0.17990790927514175,0.18263325542188472,117,1.0391940335946819,1.7011047879041499,1.9154510449763358,117,0.09998371333631458,0.2183799830629378,0.5467877588801362,117,0.06144546509177223,0.08318941988045608,0.08536500512363789
G2-v4,24240,pi-max/pursuit,,1,G2 diagnostic,,,1,left,moving_ge_2mps,117,6947,7063,0,0.0,0.0,117,0.10780673813751082,0.17990790927514175,0.18263325542188472,117,1.0391940335946819,1.7011047879041499,1.9154510449763358,117,0.09998371333631458,0.2183799830629378,0.5467877588801362,117,0.06144546509177223,0.08318941988045608,0.08536500512363789
G2-v4,25854,pi/carla,,1,G2 diagnostic,,,1,right,all,139,8661,8799,23,0.0,0.04316546762589928,139,0.17766123226330074,0.2822328329593219,0.288855984623886,139,1.3055116079877285,2.3973550953653087,2.794684689016106,138,0.994167703453678,1.9036701782978478,2.0,139,0.07537973650325723,0.13676364210817094,0.14869114494794228
G2-v4,25854,pi/carla,,1,G2 diagnostic,,,1,right,moving_ge_2mps,116,8684,8799,0,0.0,0.05172413793103448,116,0.19392026570923065,0.2827926535019213,0.288855984623886,116,1.1384238233525672,2.4642349385455793,2.794684689016106,116,1.0802478142868601,1.991824326867656,2.0,116,0.07458756238667365,0.1383446850393174,0.14869114494794228
G2-v4,25854,pi/pursuit,,1,G2 diagnostic,,,1,right,all,140,9234,9373,23,0.0,0.0,140,0.15927730534265572,0.325599967382198,0.340155207003519,140,0.941932040576432,2.1255581472481686,2.1255581472481686,139,0.05671335669925052,0.13597501314901048,0.17694243214830638,140,0.06438685360294501,0.07943474732859598,0.0803912616578662
G2-v4,25854,pi/pursuit,,1,G2 diagnostic,,,1,right,moving_ge_2mps,117,9257,9373,0,0.0,0.0,117,0.17362839432378932,0.3312655780454692,0.340155207003519,117,0.5413699551067613,1.2098472836103578,1.4262625595242389,117,0.05966238016743095,0.13724811611340373,0.17694243214830638,117,0.06539595044384276,0.07953555662880676,0.0803912616578662
G2-v4,25854,pi-max/pursuit,,1,G2 diagnostic,,,1,right,all,140,9808,9947,23,0.0,0.0,140,0.13567303504054895,0.2423763492169683,0.24929715494413449,140,1.0541289843643273,2.1255581472481686,2.1255581472481686,139,0.09098794847405094,0.19393743889456289,0.42979223692025403,140,0.06540751126417321,0.08424072151021768,0.08731708526677534
G2-v4,25854,pi-max/pursuit,,1,G2 diagnostic,,,1,right,moving_ge_2mps,117,9831,9947,0,0.0,0.0,117,0.14769237554905165,0.24381403881472058,0.24929715494413449,117,0.7431775698579086,1.4833026977570754,1.8893973673790694,117,0.0972706497621766,0.22849630558994058,0.42979223692025403,117,0.06655556823665909,0.08431236127880942,0.08731708526677534
G2-v4,26966,pi/carla,,1,G2 diagnostic,,,1,right-sharp,all,66,7456,7521,0,0.0,0.13636363636363635,66,0.5200538882787169,0.9125566681405067,0.9288231261266721,66,5.242322541116016,10.884928794518576,11.6100953241811,66,1.0109360615754537,2.0,2.0000000000000004,66,0.20816880384195655,0.3656620923590387,0.395980144895332
G2-v4,26966,pi/carla,,1,G2 diagnostic,,,1,right-sharp,moving_ge_2mps,66,7456,7521,0,0.0,0.13636363636363635,66,0.5200538882787169,0.9125566681405067,0.9288231261266721,66,5.242322541116016,10.884928794518576,11.6100953241811,66,1.0109360615754537,2.0,2.0000000000000004,66,0.20816880384195655,0.3656620923590387,0.395980144895332
G2-v4,26966,pi/pursuit,,1,G2 diagnostic,,,1,right-sharp,all,70,7881,7950,0,0.0,0.0,70,0.7272561534690547,1.212102923936328,1.2244947381987021,70,3.4252828430524342,5.83878078134434,6.075406524394621,70,0.21956817325230346,0.34544108280585345,0.6926339613286515,70,0.20275751000286174,0.30908171095346426,0.31576498323716223
G2-v4,26966,pi/pursuit,,1,G2 diagnostic,,,1,right-sharp,moving_ge_2mps,70,7881,7950,0,0.0,0.0,70,0.7272561534690547,1.212102923936328,1.2244947381987021,70,3.4252828430524342,5.83878078134434,6.075406524394621,70,0.21956817325230346,0.34544108280585345,0.6926339613286515,70,0.20275751000286174,0.30908171095346426,0.31576498323716223
G2-v4,26966,pi-max/pursuit,,1,G2 diagnostic,,,1,right-sharp,all,70,8315,8384,0,0.0,0.0,70,0.5586937052558099,0.8492240582260485,0.8564581437705158,70,2.6005991549372345,4.271546829218098,4.436893821607382,70,0.3763785457434299,0.80010558695692,1.1686163888732874,70,0.22512219512289688,0.3880318513515171,0.39999055932085165
G2-v4,26966,pi-max/pursuit,,1,G2 diagnostic,,,1,right-sharp,moving_ge_2mps,70,8315,8384,0,0.0,0.0,70,0.5586937052558099,0.8492240582260485,0.8564581437705158,70,2.6005991549372345,4.271546829218098,4.436893821607382,70,0.3763785457434299,0.80010558695692,1.1686163888732874,70,0.22512219512289688,0.3880318513515171,0.39999055932085165
Dev10-v4-pursuit-seed0-attempt1,17569,carla,0,1,Completed,100,1,1,S,all,51,12450,12500,0,0.0,0.058823529411764705,51,0.49134120339699033,0.8781133268377641,0.9324618872679068,51,9.58000257679182,19.284436064846055,20.440449553614442,51,1.0149546147708228,1.9846346888036015,2.0000000000000004,51,0.11092337098325052,0.20118182592515865,0.27197843484050366
Dev10-v4-pursuit-seed0-attempt1,17569,carla,0,1,Completed,100,1,1,S,moving_ge_2mps,51,12450,12500,0,0.0,0.058823529411764705,51,0.49134120339699033,0.8781133268377641,0.9324618872679068,51,9.58000257679182,19.284436064846055,20.440449553614442,51,1.0149546147708228,1.9846346888036015,2.0000000000000004,51,0.11092337098325052,0.20118182592515865,0.27197843484050366
Dev10-v4-pursuit-seed0-attempt1,17569,carla,0,1,Completed,100,1,2,S,all,53,12564,12616,0,0.0,0.1509433962264151,53,0.5639260124702975,1.0218915022912907,1.145836829645118,53,9.063440831312501,17.40153141340704,18.465093425124905,53,1.1432169527723899,2.0,2.0,53,0.11913004747270005,0.2066492802203739,0.2745843025872352
Dev10-v4-pursuit-seed0-attempt1,17569,carla,0,1,Completed,100,1,2,S,moving_ge_2mps,53,12564,12616,0,0.0,0.1509433962264151,53,0.5639260124702975,1.0218915022912907,1.145836829645118,53,9.063440831312501,17.40153141340704,18.465093425124905,53,1.1432169527723899,2.0,2.0,53,0.11913004747270005,0.2066492802203739,0.2745843025872352
Dev10-v4-pursuit-seed0-attempt1,2091,carla,0,1,Completed,100,3,1,left-sharp,all,3722,7827,11548,3624,0.0,0.018269747447608814,3722,1.0440315450839168,1.1226896347838453,5.4108116625039715,3722,37.11589862113427,59.08969582928474,61.914436870348766,3722,1.3802729673729717,2.0,4.0,3722,0.061722711844201625,0.12190711267225549,0.31816537104883336
Dev10-v4-pursuit-seed0-attempt1,2091,carla,0,1,Completed,100,3,1,left-sharp,moving_ge_2mps,98,7827,11548,0,0.0,0.16326530612244897,98,2.9466737254341164,5.327436543351616,5.4108116625039715,98,28.14190145764888,56.61883617502813,59.0903454952545,98,1.054454776257572,2.0,2.0000000000000004,98,0.16589995187576093,0.2508657962257768,0.31816537104883336
Dev10-v4-pursuit-seed0-attempt1,27494,carla,0,1,Completed,100,1,1,left-sharp,all,272,11796,12067,196,0.0,0.029411764705882353,272,0.326630725927975,0.7910646643445971,0.8449588775889246,272,5.067173675896662,6.428734847228095,9.202226315131556,272,0.7188857300421009,1.6658795779398894,2.0000000000000004,272,0.11334755041468504,0.24327863744543124,0.36470802563549637
Dev10-v4-pursuit-seed0-attempt1,27494,carla,0,1,Completed,100,1,1,left-sharp,moving_ge_2mps,76,11796,12067,0,0.0,0.10526315789473684,76,0.5177876782911836,0.8346105994629487,0.8449588775889246,76,4.599841969417303,8.870141414137505,9.202226315131556,76,1.0684704539436713,2.0,2.0000000000000004,76,0.17924608078449555,0.3426221164398694,0.36470802563549637
Dev10-v4-pursuit-seed0-attempt1,28198,carla,0,1,Completed,100,0,1,left-sharp,all,91,12799,12889,0,0.0,0.16483516483516483,91,0.39575102184946936,0.532538615335185,0.5416763801335066,91,2.780697741741108,4.5676654198966755,4.882164234300252,91,1.1193303456084716,2.0,2.0000000000000004,91,0.1608059725095942,0.27796329989709556,0.3000048719894653
Dev10-v4-pursuit-seed0-attempt1,28198,carla,0,1,Completed,100,0,1,left-sharp,moving_ge_2mps,91,12799,12889,0,0.0,0.16483516483516483,91,0.39575102184946936,0.532538615335185,0.5416763801335066,91,2.780697741741108,4.5676654198966755,4.882164234300252,91,1.1193303456084716,2.0,2.0000000000000004,91,0.1608059725095942,0.27796329989709556,0.3000048719894653
Dev10-v4-pursuit-seed0-attempt1,17569,carla,1,1,Completed,100,1,1,S,all,51,11729,11779,0,0.0,0.058823529411764705,51,0.49134120339699033,0.8781133268377641,0.9324618872679068,51,9.58000257679182,19.284436064846055,20.440449553614442,51,1.0149546147708228,1.9846346888036015,2.0000000000000004,51,0.11092337098325052,0.20118182592515865,0.27197843484050366
Dev10-v4-pursuit-seed0-attempt1,17569,carla,1,1,Completed,100,1,1,S,moving_ge_2mps,51,11729,11779,0,0.0,0.058823529411764705,51,0.49134120339699033,0.8781133268377641,0.9324618872679068,51,9.58000257679182,19.284436064846055,20.440449553614442,51,1.0149546147708228,1.9846346888036015,2.0000000000000004,51,0.11092337098325052,0.20118182592515865,0.27197843484050366
Dev10-v4-pursuit-seed0-attempt1,17569,carla,1,1,Completed,100,1,2,S,all,53,11843,11895,0,0.0,0.1509433962264151,53,0.5639260124702975,1.0218915022912907,1.145836829645118,53,9.063440831312501,17.40153141340704,18.465093425124905,53,1.1432169527723899,2.0,2.0,53,0.11913004747270005,0.2066492802203739,0.2745843025872352
Dev10-v4-pursuit-seed0-attempt1,17569,carla,1,1,Completed,100,1,2,S,moving_ge_2mps,53,11843,11895,0,0.0,0.1509433962264151,53,0.5639260124702975,1.0218915022912907,1.145836829645118,53,9.063440831312501,17.40153141340704,18.465093425124905,53,1.1432169527723899,2.0,2.0,53,0.11913004747270005,0.2066492802203739,0.2745843025872352
Dev10-v4-pursuit-seed0-attempt1,2091,carla,1,1,Failed - TickRuntime,60.64,4,1,left-sharp,all,3913,6991,10903,3851,0.0,0.01942243802708919,3913,1.4931190224902717,3.3129263942240055,5.4728145897799605,3913,36.57786499601451,58.85634920383599,61.914436870348766,3913,1.3541059364036914,2.0,4.0,3913,0.07550666666919739,0.19542413642676823,0.3374046525883138
Dev10-v4-pursuit-seed0-attempt1,2091,carla,1,1,Failed - TickRuntime,60.64,4,1,left-sharp,moving_ge_2mps,62,6991,10676,0,0.0,0.14516129032258066,62,2.889851548612395,5.380416990459378,5.4108116625039715,62,31.42389962164596,57.66476157675247,59.0903454952545,62,0.9880077609822567,2.0,2.0000000000000004,62,0.1565186067146774,0.22346916118897878,0.29808313496005734
Dev10-v4-pursuit-seed0-attempt1,27494,carla,1,1,Completed,100,1,1,left-sharp,all,272,11078,11349,196,0.0,0.029411764705882353,272,0.326630725927975,0.7910646643445971,0.8449588775889246,272,5.067173675896662,6.428734847228095,9.202226315131556,272,0.7188857300421009,1.6658795779398894,2.0000000000000004,272,0.11334755041468504,0.24327863744543124,0.36470802563549637
Dev10-v4-pursuit-seed0-attempt1,27494,carla,1,1,Completed,100,1,1,left-sharp,moving_ge_2mps,76,11078,11349,0,0.0,0.10526315789473684,76,0.5177876782911836,0.8346105994629487,0.8449588775889246,76,4.599841969417303,8.870141414137505,9.202226315131556,76,1.0684704539436713,2.0,2.0000000000000004,76,0.17924608078449555,0.3426221164398694,0.36470802563549637
Dev10-v4-pursuit-seed0-attempt1,28198,carla,1,1,Completed,100,0,1,left-sharp,all,91,12080,12170,0,0.0,0.16483516483516483,91,0.39575102184946936,0.532538615335185,0.5416763801335066,91,2.780697741741108,4.5676654198966755,4.882164234300252,91,1.1193303456084716,2.0,2.0000000000000004,91,0.1608059725095942,0.27796329989709556,0.3000048719894653
Dev10-v4-pursuit-seed0-attempt1,28198,carla,1,1,Completed,100,0,1,left-sharp,moving_ge_2mps,91,12080,12170,0,0.0,0.16483516483516483,91,0.39575102184946936,0.532538615335185,0.5416763801335066,91,2.780697741741108,4.5676654198966755,4.882164234300252,91,1.1193303456084716,2.0,2.0000000000000004,91,0.1608059725095942,0.27796329989709556,0.3000048719894653
Dev10-v4-pursuit-seed0-attempt1,17569,pursuit,0,1,Completed,100,1,1,S,all,53,14566,14618,0,0.0,0.03773584905660377,53,0.3662854031239718,0.7819662913634478,0.9239606134362123,53,4.255359407749789,8.272913684456402,10.159684812193925,53,0.7899753820460109,1.7270827444332912,2.0,53,0.1844466544903094,0.3404626337204217,0.36979759832598363
Dev10-v4-pursuit-seed0-attempt1,17569,pursuit,0,1,Completed,100,1,1,S,moving_ge_2mps,53,14566,14618,0,0.0,0.03773584905660377,53,0.3662854031239718,0.7819662913634478,0.9239606134362123,53,4.255359407749789,8.272913684456402,10.159684812193925,53,0.7899753820460109,1.7270827444332912,2.0,53,0.1844466544903094,0.3404626337204217,0.36979759832598363
Dev10-v4-pursuit-seed0-attempt1,17569,pursuit,0,1,Completed,100,1,2,S,all,54,14681,14734,0,0.0,0.12962962962962962,54,0.45933540070291384,1.0044942410657345,1.0833331167099538,54,5.127917714615493,9.89778874786986,11.205943976785216,54,0.9086448146357479,2.0,2.0,54,0.20090941107894555,0.3803411167915892,0.43500348842928543
Dev10-v4-pursuit-seed0-attempt1,17569,pursuit,0,1,Completed,100,1,2,S,moving_ge_2mps,54,14681,14734,0,0.0,0.12962962962962962,54,0.45933540070291384,1.0044942410657345,1.0833331167099538,54,5.127917714615493,9.89778874786986,11.205943976785216,54,0.9086448146357479,2.0,2.0,54,0.20090941107894555,0.3803411167915892,0.43500348842928543
Dev10-v4-pursuit-seed0-attempt1,2091,pursuit,0,1,Failed - TickRuntime,79.01,2,1,left-sharp,all,3888,9818,13705,3801,0.0,0.010802469135802469,3888,1.327306497647674,1.6617587717176563,1.6681091312919432,3888,40.895424561988975,57.71585921845283,58.00408335332313,3888,0.5758429525876635,1.9932497769772513,3.9999999999999996,3888,0.178697392856564,0.36227277818282827,0.3806212303002038
Dev10-v4-pursuit-seed0-attempt1,2091,pursuit,0,1,Failed - TickRuntime,79.01,2,1,left-sharp,moving_ge_2mps,87,9818,13705,0,0.0,0.034482758620689655,87,0.7115450261604099,1.2615785373827924,1.2866905070930907,87,17.509079876087018,42.08156359081927,47.63928755411394,87,0.5224805160461418,1.2428042189511643,2.0,87,0.1423088134567956,0.3294845102532569,0.34864465947439166
Dev10-v4-pursuit-seed0-attempt1,27494,pursuit,0,1,Completed,100,1,1,left-sharp,all,274,13915,14188,193,0.0,0.0,274,0.5818811922728974,0.6444455715321669,0.6634577248075573,274,3.4685935524365186,4.172964568517124,4.628914346395633,274,0.3846184530971951,1.1240398853279647,1.3161886249404464,274,0.11137870730661203,0.2776260367704229,0.32267954722293013
Dev10-v4-pursuit-seed0-attempt1,27494,pursuit,0,1,Completed,100,1,1,left-sharp,moving_ge_2mps,81,13915,14188,0,0.0,0.0,81,0.42999660850650584,0.6509647818488867,0.6634577248075573,81,2.7058774546502042,4.544514152413971,4.628914346395633,81,0.28103066604063104,0.5275652055050927,1.1811099595065808,81,0.18919475407546246,0.31165630354370844,0.32267954722293013
Dev10-v4-pursuit-seed0-attempt1,28198,pursuit,0,1,Completed,100,0,1,left-sharp,all,95,14918,15012,0,0.0,0.0,95,0.3327910647034379,0.5087024820486721,0.5238625140729547,95,2.356187940545751,3.807495185388451,4.0389479294304795,95,0.17785437937328077,0.34798571946599266,0.6038002811534078,95,0.1582028307195711,0.21869221310419376,0.22007827550795223
Dev10-v4-pursuit-seed0-attempt1,28198,pursuit,0,1,Completed,100,0,1,left-sharp,moving_ge_2mps,95,14918,15012,0,0.0,0.0,95,0.3327910647034379,0.5087024820486721,0.5238625140729547,95,2.356187940545751,3.807495185388451,4.0389479294304795,95,0.17785437937328077,0.34798571946599266,0.6038002811534078,95,0.1582028307195711,0.21869221310419376,0.22007827550795223
Dev10-v4-pursuit-seed0-attempt1,17569,pursuit,1,1,Completed,100,1,1,S,all,53,14289,14341,0,0.0,0.03773584905660377,53,0.3662854031239718,0.7819662913634478,0.9239606134362123,53,4.255359407749789,8.272913684456402,10.159684812193925,53,0.7899753820460109,1.7270827444332912,2.0,53,0.1844466544903094,0.3404626337204217,0.36979759832598363
Dev10-v4-pursuit-seed0-attempt1,17569,pursuit,1,1,Completed,100,1,1,S,moving_ge_2mps,53,14289,14341,0,0.0,0.03773584905660377,53,0.3662854031239718,0.7819662913634478,0.9239606134362123,53,4.255359407749789,8.272913684456402,10.159684812193925,53,0.7899753820460109,1.7270827444332912,2.0,53,0.1844466544903094,0.3404626337204217,0.36979759832598363
Dev10-v4-pursuit-seed0-attempt1,17569,pursuit,1,1,Completed,100,1,2,S,all,54,14404,14457,0,0.0,0.12962962962962962,54,0.45933540070291384,1.0044942410657345,1.0833331167099538,54,5.127917714615493,9.89778874786986,11.205943976785216,54,0.9086448146357479,2.0,2.0,54,0.20090941107894555,0.3803411167915892,0.43500348842928543
Dev10-v4-pursuit-seed0-attempt1,17569,pursuit,1,1,Completed,100,1,2,S,moving_ge_2mps,54,14404,14457,0,0.0,0.12962962962962962,54,0.45933540070291384,1.0044942410657345,1.0833331167099538,54,5.127917714615493,9.89778874786986,11.205943976785216,54,0.9086448146357479,2.0,2.0,54,0.20090941107894555,0.3803411167915892,0.43500348842928543
Dev10-v4-pursuit-seed0-attempt1,2091,pursuit,1,1,Failed - TickRuntime,79.01,2,1,left-sharp,all,3888,9549,13436,3802,0.0,0.011059670781893004,3888,1.327342377502242,1.6617587717176563,1.6681091312919432,3888,40.896029244790995,57.71585921845283,58.00408335332313,3888,0.5798114999805108,1.994246751256441,3.9999999999999996,3888,0.17868182440648064,0.36227277818282827,0.3806212303002038
Dev10-v4-pursuit-seed0-attempt1,2091,pursuit,1,1,Failed - TickRuntime,79.01,2,1,left-sharp,moving_ge_2mps,86,9549,13436,0,0.0,0.03488372093023256,86,0.7108026361941078,1.2582589411599194,1.288861992018915,86,17.551446720257527,42.159177783431204,47.63928755411394,86,0.5131139170486498,1.2058738402989997,2.0,86,0.14160931681616884,0.32967418078925415,0.34864465947439166
Dev10-v4-pursuit-seed0-attempt1,27494,pursuit,1,1,Completed,100,1,1,left-sharp,all,274,13628,13901,193,0.0,0.0,274,0.5818811922728974,0.6444455715321669,0.6634577248075573,274,3.4685935524365186,4.172964568517124,4.628914346395633,274,0.3846184530971951,1.1240398853279647,1.3161886249404464,274,0.11137870730661203,0.2776260367704229,0.32267954722293013
Dev10-v4-pursuit-seed0-attempt1,27494,pursuit,1,1,Completed,100,1,1,left-sharp,moving_ge_2mps,81,13628,13901,0,0.0,0.0,81,0.42999660850650584,0.6509647818488867,0.6634577248075573,81,2.7058774546502042,4.544514152413971,4.628914346395633,81,0.28103066604063104,0.5275652055050927,1.1811099595065808,81,0.18919475407546246,0.31165630354370844,0.32267954722293013
Dev10-v4-pursuit-seed0-attempt1,28198,pursuit,1,1,Completed,100,0,1,left-sharp,all,95,14647,14741,0,0.0,0.0,95,0.3327910647034379,0.5087024820486721,0.5238625140729547,95,2.356187940545751,3.807495185388451,4.0389479294304795,95,0.17785437937328077,0.34798571946599266,0.6038002811534078,95,0.1582028307195711,0.21869221310419376,0.22007827550795223
Dev10-v4-pursuit-seed0-attempt1,28198,pursuit,1,1,Completed,100,0,1,left-sharp,moving_ge_2mps,95,14647,14741,0,0.0,0.0,95,0.3327910647034379,0.5087024820486721,0.5238625140729547,95,2.356187940545751,3.807495185388451,4.0389479294304795,95,0.17785437937328077,0.34798571946599266,0.6038002811534078,95,0.1582028307195711,0.21869221310419376,0.22007827550795223
Dev10-v4-pursuit-seed0-attempt1,17569,tcp,0,1,Completed,100,1,1,S,all,53,1373,1425,0,0.0,0.018867924528301886,53,0.7148781648780317,1.45806156906522,1.5898617468450118,53,12.528743754600798,21.584738312311494,23.12546341051937,53,0.5788886403251388,1.1431647637163587,2.0,53,0.11692325210874224,0.24303225112832483,0.25156545667064073
Dev10-v4-pursuit-seed0-attempt1,17569,tcp,0,1,Completed,100,1,1,S,moving_ge_2mps,53,1373,1425,0,0.0,0.018867924528301886,53,0.7148781648780317,1.45806156906522,1.5898617468450118,53,12.528743754600798,21.584738312311494,23.12546341051937,53,0.5788886403251388,1.1431647637163587,2.0,53,0.11692325210874224,0.24303225112832483,0.25156545667064073
Dev10-v4-pursuit-seed0-attempt1,17569,tcp,0,1,Completed,100,1,2,S,all,53,1490,1542,0,0.0,0.018867924528301886,53,0.5798030457020913,1.0697507561615205,1.237320760212687,53,11.374638935196199,18.772766159051542,19.833913615563983,53,0.5714027587682792,1.3960748324244825,2.0,53,0.07295306821035565,0.13478126771778826,0.1608435263330625
Dev10-v4-pursuit-seed0-attempt1,17569,tcp,0,1,Completed,100,1,2,S,moving_ge_2mps,53,1490,1542,0,0.0,0.018867924528301886,53,0.5798030457020913,1.0697507561615205,1.237320760212687,53,11.374638935196199,18.772766159051542,19.833913615563983,53,0.5714027587682792,1.3960748324244825,2.0,53,0.07295306821035565,0.13478126771778826,0.1608435263330625
Dev10-v4-pursuit-seed0-attempt1,2091,tcp,0,2,Completed,100,1,1,left-sharp,all,127,339,465,33,0.0,0.0,127,0.86112278979859,1.1973090294995985,1.1987717628507135,127,5.501129179871276,9.48340536219393,11.101002137879274,127,0.23785652630871476,0.4370212291517337,0.8283124198754248,127,0.15368403379559337,0.2070479301076524,0.21377066164646877
