event_id,split,log_name,city,track_token,instance_token,onset_frame_idx,onset_token,onset_timestamp_us,ego_speed_mps,speed_bin_mps,path_arclength_m,lateral_distance_m,box_x_m,box_y_m
test:2021.05.25.14.16.10_veh-35_00083_00485:9169a3189a5c5d38:198,test,2021.05.25.14.16.10_veh-35_00083_00485,us-nv-las-vegas-strip,9169a3189a5c5d38,ccc3d3f2ed2b531e,198,3cbfb40fe0225eea,1621966813500351,8.310065945546379,5–10,12.124738446400258,3.936376004613073,12.069224739345344,-4.052125177789021
test:2021.05.25.14.16.10_veh-35_00083_00485:614c3d3c3da85867:199,test,2021.05.25.14.16.10_veh-35_00083_00485,us-nv-las-vegas-strip,614c3d3c3da85867,f91701b0157d517a,199,f67d2419ac0959cb,1621966814000484,8.908143439627905,5–10,13.858125105681506,3.930541521446188,13.782437777876966,-4.063954267538531
test:2021.05.25.14.16.10_veh-35_00083_00485:e1ee6babde9657da:201,test,2021.05.25.14.16.10_veh-35_00083_00485,us-nv-las-vegas-strip,e1ee6babde9657da,262ece2b0df750df,201,d244381ece0d5fb7,1621966815000828,9.031160016620523,5–10,25.73716883031851,3.5164161642014276,25.68516053930316,-3.803230682260095
test:2021.05.25.14.16.10_veh-35_00083_00485:477bc63949e35b3d:203,test,2021.05.25.14.16.10_veh-35_00083_00485,us-nv-las-vegas-strip,477bc63949e35b3d,a220e9d46e8e5a13,203,c48cfa7c240d5808,1621966816000949,8.82857415954954,5–10,29.130847160155046,3.6327161497413956,29.134872251707378,-3.779148988813844
test:2021.05.25.14.16.10_veh-35_00083_00485:cc3b7392b8505035:209,test,2021.05.25.14.16.10_veh-35_00083_00485,us-nv-las-vegas-strip,cc3b7392b8505035,ad1b69c338175772,209,0f5002c51b90516d,1621966819000101,7.473421068631147,5–10,3.3664291465323553,3.9392179683431734,3.3778986314850137,-3.929387259631195
test:2021.05.25.14.16.10_veh-35_00083_00485:d800eba425ce5853:234,test,2021.05.25.14.16.10_veh-35_00083_00485,us-nv-las-vegas-strip,d800eba425ce5853,21b8c3d8cc505fd3,234,08fe093cbb7d5e8d,1621966831500086,12.455735853528195,>10,28.971752104899842,2.5868090501231373,28.90471639439694,-3.0456516209970412
test:2021.05.25.14.16.10_veh-35_00083_00485:0004791258ec5c27:235,test,2021.05.25.14.16.10_veh-35_00083_00485,us-nv-las-vegas-strip,0004791258ec5c27,b5622faf11c65cd6,235,cb80ce9e6a28529d,1621966832000188,12.504608612492785,>10,25.396536603492965,3.1424936173737157,25.32365652083035,-3.5305724794160196
test:2021.05.25.14.16.10_veh-35_00083_00485:36003a44570156c2:235,test,2021.05.25.14.16.10_veh-35_00083_00485,us-nv-las-vegas-strip,36003a44570156c2,20bf9fd97baa5859,235,cb80ce9e6a28529d,1621966832000188,12.504608612492785,>10,24.99955156114813,3.551979659173095,24.917705134657215,-3.9311712991074432
test:2021.05.25.14.16.10_veh-35_00083_00485:e6722a3548bb55b9:237,test,2021.05.25.14.16.10_veh-35_00083_00485,us-nv-las-vegas-strip,e6722a3548bb55b9,c22cc8dc34ee50ec,237,68981dc98d5c5065,1621966833000633,12.495102816875262,>10,24.75166933292422,2.429234740053209,24.70835538517395,-2.673403816360053
test:2021.05.25.14.16.10_veh-35_00083_00485:6f71c558d43d5edc:241,test,2021.05.25.14.16.10_veh-35_00083_00485,us-nv-las-vegas-strip,6f71c558d43d5edc,3ceeaecbc4dc58cb,241,80ae73dfb4c45e8d,1621966835001406,12.386011163028117,>10,28.17669116478144,2.8047384876671844,28.088697749628587,-3.261754228158545
test:2021.05.25.14.16.10_veh-35_00083_00485:72e045c91de85d9a:242,test,2021.05.25.14.16.10_veh-35_00083_00485,us-nv-las-vegas-strip,72e045c91de85d9a,fe12e9d282985d4c,242,24d02c4c2a325f01,1621966835501574,12.353206213376055,>10,26.91680264770692,3.489720459450964,26.807834152533083,-3.939987885917453
test:2021.05.25.14.16.10_veh-35_00083_00485:f2391c74f391513d:242,test,2021.05.25.14.16.10_veh-35_00083_00485,us-nv-las-vegas-strip,f2391c74f391513d,c7ff9bda740d54fa,242,24d02c4c2a325f01,1621966835501574,12.353206213376055,>10,26.199517438050744,3.7974755574546633,26.081653797972688,-4.226123107428732
test:2021.05.25.14.16.10_veh-35_00083_00485:2039c59229f3593d:243,test,2021.05.25.14.16.10_veh-35_00083_00485,us-nv-las-vegas-strip,2039c59229f3593d,f36a8c985dd35811,243,93c36f72811852d3,1621966836001247,12.346119453856986,>10,25.35532982620424,3.2445637507089033,25.255537638622545,-3.5837318488397085
test:2021.05.25.14.16.10_veh-35_00083_00485:6819ed6e0bc35b79:243,test,2021.05.25.14.16.10_veh-35_00083_00485,us-nv-las-vegas-strip,6819ed6e0bc35b79,e750a1e9b1d953ff,243,93c36f72811852d3,1621966836001247,12.346119453856986,>10,25.644268759124774,3.7806077439183317,25.52835341776298,-4.128158538362885
test:2021.05.25.14.16.10_veh-35_00083_00485:61670e52ca8f5ea2:244,test,2021.05.25.14.16.10_veh-35_00083_00485,us-nv-las-vegas-strip,61670e52ca8f5ea2,5d5869bdb8ac5aab,244,f10d0ad9103c5495,1621966836500773,12.414236991888863,>10,26.78938233649349,3.4591775532805538,26.684245045443365,-3.8256807045092285
test:2021.05.25.14.16.10_veh-35_00083_00485:ea9f1245fc9e5023:244,test,2021.05.25.14.16.10_veh-35_00083_00485,us-nv-las-vegas-strip,ea9f1245fc9e5023,bff46d1953395d27,244,f10d0ad9103c5495,1621966836500773,12.414236991888863,>10,6.6151353470881,3.9925382812077506,6.574474594915438,-4.01192962985692
test:2021.05.25.14.16.10_veh-35_00083_00485:b214fda2939b5a2e:249,test,2021.05.25.14.16.10_veh-35_00083_00485,us-nv-las-vegas-strip,b214fda2939b5a2e,0d8c7e205abf5d74,249,6280a12d79b4518a,1621966839000478,13.566146783056169,>10,26.793387759086006,2.9030280233529657,26.734287746219294,-3.156602401834739
test:2021.05.25.14.16.10_veh-35_00083_00485:4ea8d608d14652c3:251,test,2021.05.25.14.16.10_veh-35_00083_00485,us-nv-las-vegas-strip,4ea8d608d14652c3,486c311af65a56e5,251,daaa756c01c2522f,1621966840000766,13.518034884123562,>10,16.93973456341305,2.9561793594305006,16.910000266296706,-3.0581164484854506
test:2021.05.25.14.16.10_veh-35_00083_00485:7f81735713bb50d7:251,test,2021.05.25.14.16.10_veh-35_00083_00485,us-nv-las-vegas-strip,7f81735713bb50d7,0a012254b61f5bf7,251,daaa756c01c2522f,1621966840000766,13.518034884123562,>10,22.53407680444174,3.4625632450916,22.47021927985478,-3.641872877045168
test:2021.05.25.14.16.10_veh-35_00083_00485:a8498db56eb65c05:251,test,2021.05.25.14.16.10_veh-35_00083_00485,us-nv-las-vegas-strip,a8498db56eb65c05,85e899209ea95a53,251,daaa756c01c2522f,1621966840000766,13.518034884123562,>10,23.535069486368965,3.4390912178591955,23.47147319552675,-3.6365925658985505
test:2021.05.25.14.16.10_veh-35_00083_00485:5b73a7d9e594545d:252,test,2021.05.25.14.16.10_veh-35_00083_00485,us-nv-las-vegas-strip,5b73a7d9e594545d,a250b4011e035170,252,a852e37703145922,1621966840500912,13.46763831930974,>10,17.941101968455836,3.9310625911976866,17.891361413607825,-4.023097120634953
test:2021.05.25.14.16.10_veh-35_00083_00485:a068cb0b44d750d2:252,test,2021.05.25.14.16.10_veh-35_00083_00485,us-nv-las-vegas-strip,a068cb0b44d750d2,33bd1cb96e3c5b0e,252,a852e37703145922,1621966840500912,13.46763831930974,>10,19.838626621677832,3.7347338353689215,19.768512161631353,-3.851152751902293
test:2021.05.25.14.16.10_veh-35_00083_00485:bc311364a22d5fcc:252,test,2021.05.25.14.16.10_veh-35_00083_00485,us-nv-las-vegas-strip,bc311364a22d5fcc,1e71e57d8acb5659,252,a852e37703145922,1621966840500912,13.46763831930974,>10,24.835116882286602,3.640840108873248,24.765884489562442,-3.8502739674337496
test:2021.05.25.14.16.10_veh-35_00083_00485:c9d978107e0e508a:252,test,2021.05.25.14.16.10_veh-35_00083_00485,us-nv-las-vegas-strip,c9d978107e0e508a,b0c46bcf24315b1a,252,a852e37703145922,1621966840500912,13.46763831930974,>10,16.224727601330052,3.894867876841975,16.175576003156287,-3.965378399621879
test:2021.05.25.14.16.10_veh-35_00083_00485:9241148283d359c0:254,test,2021.05.25.14.16.10_veh-35_00083_00485,us-nv-las-vegas-strip,9241148283d359c0,0d7dae2d72745eb5,254,262d748b8ca351ae,1621966841501202,13.307739813208999,>10,23.709785473615824,3.376387686951521,23.645101950567142,-3.6212257489683175
test:2021.05.25.14.16.10_veh-35_00083_00485:15c2aa92aca959a4:257,test,2021.05.25.14.16.10_veh-35_00083_00485,us-nv-las-vegas-strip,15c2aa92aca959a4,0845eab360055e06,257,f41aba7c997f59ad,1621966842999986,13.042845985224487,>10,23.388862017365888,3.8088223150218394,23.33153726220518,-4.025014127438215
test:2021.05.25.14.16.10_veh-35_00083_00485:5c1763e15da05b72:740,test,2021.05.25.14.16.10_veh-35_00083_00485,us-nv-las-vegas-strip,5c1763e15da05b72,a37fd3696bcf55eb,740,fc8bb8a1aa8f59fe,1621967084500668,0.0011415830084157482,0–2,3.621332227441966,3.851467438667105,0.6769670419640897,-5.2407303375152425
test:2021.05.25.14.16.10_veh-35_00083_00485:95ffa63d12ff5131:741,test,2021.05.25.14.16.10_veh-35_00083_00485,us-nv-las-vegas-strip,95ffa63d12ff5131,784b13ebf3b556c7,741,e92f4db586d1560b,1621967085000544,0.0010402746786626592,0–2,4.47467766773671,3.8461542774187967,0.13119882880533332,-5.896500734331701
test:2021.05.25.14.16.10_veh-35_00083_00485:2505f779806e5619:742,test,2021.05.25.14.16.10_veh-35_00083_00485,us-nv-las-vegas-strip,2505f779806e5619,391ee6cc766657ca,742,a06c078b2b725386,1621967085500492,0.0014314205804218827,0–2,3.5558899487411924,3.6454438217650798,0.5594307805000514,-5.0594075815699195
test:2021.05.25.14.16.10_veh-35_00083_00485:77dfbcb7f91659ec:743,test,2021.05.25.14.16.10_veh-35_00083_00485,us-nv-las-vegas-strip,77dfbcb7f91659ec,d940bbc9038a51b3,743,b5ae48699e3e552a,1621967086000596,0.0016471741757893498,0–2,4.173147714871374,3.558128664944675,0.10002104309511506,-5.480704779246318
test:2021.05.25.14.16.10_veh-35_00083_00485:dca03eb198205fea:782,test,2021.05.25.14.16.10_veh-35_00083_00485,us-nv-las-vegas-strip,dca03eb198205fea,2692ac008d425cb4,782,b29cd94ab5d55722,1621967105500913,0.001203955989040516,0–2,4.120541042470264,3.7919593858655576,0.312679657869987,-5.590224268606208
test:2021.05.25.14.16.10_veh-35_00083_00485:59073df3289650c6:783,test,2021.05.25.14.16.10_veh-35_00083_00485,us-nv-las-vegas-strip,59073df3289650c6,61eedbf671ca50cf,783,fb696dc82fb259bf,1621967106000595,0.0008938525779257733,0–2,4.94732136748177,3.952867967433367,-0.08865583314094377,-6.331069328061834
test:2021.05.25.14.16.10_veh-35_01100_01664:75b19c716372548c:295,test,2021.05.25.14.16.10_veh-35_01100_01664,us-nv-las-vegas-strip,75b19c716372548c,ecb7b1c79f5156de,295,fae990c38c515aa9,1621967879000097,6.185044107149078,5–10,28.249279513458443,3.8639645045608884,28.975125235120164,-6.918265276353896
test:2021.05.25.14.16.10_veh-35_01100_01664:e6e3ca5a3ed25255:306,test,2021.05.25.14.16.10_veh-35_01100_01664,us-nv-las-vegas-strip,e6e3ca5a3ed25255,b4feb4aaf6f653a6,306,a026e25bc8d452ee,1621967884500894,2.966451700236057,2–5,6.508278986283898,3.995389683104326,8.633089714791238,1.3151995245370052
test:2021.05.25.14.16.10_veh-35_01100_01664:e6e3ca5a3ed25255:309,test,2021.05.25.14.16.10_veh-35_01100_01664,us-nv-las-vegas-strip,e6e3ca5a3ed25255,f9a25c8e29385d8e,309,45878940b52550ea,1621967886000776,3.216722887493362,2–5,1.8922817974298511,3.9402500135557794,2.915889724362883,3.6200734634198315
test:2021.05.25.14.16.10_veh-35_01100_01664:a3191c9f151653da:398,test,2021.05.25.14.16.10_veh-35_01100_01664,us-nv-las-vegas-strip,a3191c9f151653da,0f23ccd7cf5f58ed,398,e90eb78221d95367,1621967930500682,2.8146375656084994,2–5,20.599139402375062,1.6302877432915475,19.781419373869966,6.190408516474164
test:2021.05.25.14.16.10_veh-35_01100_01664:a103e8352a175e5f:424,test,2021.05.25.14.16.10_veh-35_01100_01664,us-nv-las-vegas-strip,a103e8352a175e5f,abe35c094aac5c49,424,67ea0e51081b5b0c,1621967943500960,0.024204204691765083,0–2,0.5347591909646793,3.9254542409309194,0.5165429960745777,-3.9290208102691695
test:2021.05.25.14.16.10_veh-35_01100_01664:a41f7dba62c95498:1021,test,2021.05.25.14.16.10_veh-35_01100_01664,us-nv-las-vegas-strip,a41f7dba62c95498,5e1e44682ca85d7a,1021,6d34e6c5514e5fab,1621968241999640,13.60406073422736,>10,27.384835338960755,3.8220388835246952,27.372820406612963,-3.9994694235341095
test:2021.05.25.14.16.10_veh-35_01100_01664:1dfb3f94170557e7:1023,test,2021.05.25.14.16.10_veh-35_01100_01664,us-nv-las-vegas-strip,1dfb3f94170557e7,9e58a74178e152da,1023,de4dd4f0eeb45d93,1621968242999896,13.611171891166755,>10,28.01778039845003,3.62820991450728,28.01917236159083,-3.698725227243823
test:2021.05.25.14.16.10_veh-35_01100_01664:39f4435a1fbe57b1:1023,test,2021.05.25.14.16.10_veh-35_01100_01664,us-nv-las-vegas-strip,39f4435a1fbe57b1,1748ca540b70593f,1023,de4dd4f0eeb45d93,1621968242999896,13.611171891166755,>10,28.85467922255142,3.7902466845754983,28.856141108340815,-3.8604004374654104
test:2021.05.25.14.16.10_veh-35_01100_01664:2e8e44b658765427:1024,test,2021.05.25.14.16.10_veh-35_01100_01664,us-nv-las-vegas-strip,2e8e44b658765427,a14e4ebb40df5ce2,1024,f2a9ea33d3775e80,1621968243500042,13.61843372132098,>10,6.300262099381883,3.9211315739698396,6.29026491736062,-3.937149046037401
test:2021.05.25.14.16.10_veh-35_01100_01664:1dfb3f94170557e7:1027,test,2021.05.25.14.16.10_veh-35_01100_01664,us-nv-las-vegas-strip,1dfb3f94170557e7,740c95d23c4452aa,1027,cca982a5f3e656a1,1621968245000503,13.640980791347772,>10,0.01906890045581822,3.9963518046939406,0.018022283168604263,-3.9963566616550255
test:2021.05.25.14.16.10_veh-35_01100_01664:5842d81ab76e5515:1030,test,2021.05.25.14.16.10_veh-35_01100_01664,us-nv-las-vegas-strip,5842d81ab76e5515,940496d2955e5ba0,1030,983359038c935f5b,1621968246500893,13.612709407123297,>10,27.326712365212185,2.7761946068344496,27.319291889004504,-2.8489955697271827
test:2021.05.25.14.16.10_veh-35_01100_01664:3912da17ca465cb2:1036,test,2021.05.25.14.16.10_veh-35_01100_01664,us-nv-las-vegas-strip,3912da17ca465cb2,b9f6ce709a405081,1036,0f352e39ae9053e2,1621968249499780,13.664170851737751,>10,24.99910743019987,3.849012315757279,24.981577323260176,-3.8964932589004424
test:2021.05.25.14.16.10_veh-35_01100_01664:c03a0c43396f5173:1038,test,2021.05.25.14.16.10_veh-35_01100_01664,us-nv-las-vegas-strip,c03a0c43396f5173,2ba1b799c1335593,1038,6a71a7cdb11c5c82,1621968250499912,13.683936782145311,>10,26.078750596151465,3.958969604583006,26.071578288525934,-4.022911105595865
test:2021.05.25.14.16.10_veh-35_01100_01664:dcd80b45dbd25580:1038,test,2021.05.25.14.16.10_veh-35_01100_01664,us-nv-las-vegas-strip,dcd80b45dbd25580,2effd45621c7579a,1038,6a71a7cdb11c5c82,1621968250499912,13.683936782145311,>10,2.9251450925756597,3.99880337294709,2.91579717060665,-4.00562468136928
test:2021.05.25.14.16.10_veh-35_01100_01664:24defa8ff3305e7b:1039,test,2021.05.25.14.16.10_veh-35_01100_01664,us-nv-las-vegas-strip,24defa8ff3305e7b,9ac2876c1e19502f,1039,f8485fe55cd05817,1621968251000127,13.711066976045146,>10,29.526447571312833,3.7868307319686645,29.496460025947307,-3.850186620610202
test:2021.05.25.14.16.10_veh-35_01100_01664:81d7ddcb3f495e06:1039,test,2021.05.25.14.16.10_veh-35_01100_01664,us-nv-las-vegas-strip,81d7ddcb3f495e06,a79c8e930a5f59be,1039,f8485fe55cd05817,1621968251000127,13.711066976045146,>10,28.936394787934827,3.2092235638176305,28.91098114373321,-3.267943710517758
test:2021.05.25.14.16.10_veh-35_01100_01664:e94881baefb357c8:1039,test,2021.05.25.14.16.10_veh-35_01100_01664,us-nv-las-vegas-strip,e94881baefb357c8,ba4a221db3f85c47,1039,f8485fe55cd05817,1621968251000127,13.711066976045146,>10,24.461334499818197,3.823782498072118,24.454525893301362,-3.8637626654555746
test:2021.05.25.14.16.10_veh-35_01100_01664:cad8e80096605e3d:1040,test,2021.05.25.14.16.10_veh-35_01100_01664,us-nv-las-vegas-strip,cad8e80096605e3d,28aebb6bfa05537c,1040,ba2b9916c2375812,1621968251500234,13.731739824938487,>10,20.33307115826236,3.863551952751907,20.328674888365192,-3.8748290262154526
test:2021.05.25.14.16.10_veh-35_01100_01664:326d06ff57b15eb3:1043,test,2021.05.25.14.16.10_veh-35_01100_01664,us-nv-las-vegas-strip,326d06ff57b15eb3,adc1adfd8699538a,1043,6976874c96f85c49,1621968253000763,13.762173184001016,>10,25.334965135114796,3.0646215391676814,25.28424808281001,-3.284097771032933
test:2021.05.25.14.16.10_veh-35_01100_01664:461b159fed0653e8:1043,test,2021.05.25.14.16.10_veh-35_01100_01664,us-nv-las-vegas-strip,461b159fed0653e8,d5326c7618305e0d,1043,6976874c96f85c49,1621968253000763,13.762173184001016,>10,26.05848524501328,3.2516623160809464,26.004657231758998,-3.482784106160502
test:2021.05.25.14.16.10_veh-35_01100_01664:d089dff737b25d1e:1051,test,2021.05.25.14.16.10_veh-35_01100_01664,us-nv-las-vegas-strip,d089dff737b25d1e,15815690d96852c5,1051,05432218c0095c63,1621968257000204,13.649765545208265,>10,24.57233879091563,2.840163458720591,24.5163391168391,-3.0562472883509777
test:2021.05.25.14.16.10_veh-35_01100_01664:af15e28e86585761:1055,test,2021.05.25.14.16.10_veh-35_01100_01664,us-nv-las-vegas-strip,af15e28e86585761,0df56a3c123e51d6,1055,85d65cc510245971,1621968259000232,13.119338283711139,>10,24.57194452192551,3.985819125187166,24.43272470491562,-4.450004455734729
test:2021.05.25.14.16.10_veh-35_01100_01664:d62fb0b356a85e22:1078,test,2021.05.25.14.16.10_veh-35_01100_01664,us-nv-las-vegas-strip,d62fb0b356a85e22,570249cc9e2e5a9f,1078,19630e00338c5bb3,1621968270500304,10.200304062643857,>10,29.982813129451642,3.956895732549114,29.836563132783755,-4.619603135573541
test:2021.05.25.14.16.10_veh-35_01100_01664:732c670079425ee3:1079,test,2021.05.25.14.16.10_veh-35_01100_01664,us-nv-las-vegas-strip,732c670079425ee3,5b1b990f70755614,1079,8671e69a557e5220,1621968271000050,9.733649660403799,5–10,29.18481719982027,3.8924047443884793,29.04723329231552,-4.524589019429465
test:2021.05.25.14.16.10_veh-35_01100_01664:dd351a9cb8af5e26:1079,test,2021.05.25.14.16.10_veh-35_01100_01664,us-nv-las-vegas-strip,dd351a9cb8af5e26,cc0915bdde5f565a,1079,8671e69a557e5220,1621968271000050,9.733649660403799,5–10,28.343118790351156,2.9171839662694183,28.238550368166365,-3.5218209970197187
test:2021.05.25.14.16.10_veh-35_01100_01664:536daa6336325939:1080,test,2021.05.25.14.16.10_veh-35_01100_01664,us-nv-las-vegas-strip,536daa6336325939,4cf4093643405b5e,1080,b85120d7179f56b0,1621968271499879,9.344572894580889,5–10,29.37535364660871,2.68833219949585,29.28987786563536,-3.2853532376051264
test:2021.05.25.14.16.10_veh-35_01100_01664:fd8721d20f675f39:1080,test,2021.05.25.14.16.10_veh-35_01100_01664,us-nv-las-vegas-strip,fd8721d20f675f39,a13a2f2d95b6598d,1080,b85120d7179f56b0,1621968271499879,9.344572894580889,5–10,26.74584084875145,2.9050422972143104,26.655141347936997,-3.4248677632106888
test:2021.05.25.14.16.10_veh-35_01100_01664:809dff69bc33573f:1081,test,2021.05.25.14.16.10_veh-35_01100_01664,us-nv-las-vegas-strip,809dff69bc33573f,3ba73988e6cb5c3c,1081,1dd602efbebe5ee5,1621968271999881,9.129643796092395,5–10,26.102690118687168,3.8077154176690495,26.00506074758596,-4.269078709011735
test:2021.05.25.14.16.10_veh-35_01100_01664:ee8c14e12fa356cd:1081,test,2021.05.25.14.16.10_veh-35_01100_01664,us-nv-las-vegas-strip,ee8c14e12fa356cd,0255a41e9dc0565f,1081,1dd602efbebe5ee5,1621968271999881,9.129643796092395,5–10,25.765322380895785,2.614445807639068,25.697009121071247,-3.0679069693653096
test:2021.05.25.14.16.10_veh-35_01100_01664:fa5a23f419215681:1081,test,2021.05.25.14.16.10_veh-35_01100_01664,us-nv-las-vegas-strip,fa5a23f419215681,2bb2cf146e585a02,1081,1dd602efbebe5ee5,1621968271999881,9.129643796092395,5–10,27.0904661367214,3.193216013521049,27.00314674337167,-3.680152703137083
test:2021.05.25.14.16.10_veh-35_01100_01664:0650a428f4fa5251:1084,test,2021.05.25.14.16.10_veh-35_01100_01664,us-nv-las-vegas-strip,0650a428f4fa5251,53d39064f130589c,1084,0a5ec09e4c7c5f30,1621968273500394,8.795905925774372,5–10,26.282813356361114,3.110991985067132,26.22094812687469,-3.491042498286817
test:2021.05.25.14.16.10_veh-35_01100_01664:aa35c6d3883454c9:1084,test,2021.05.25.14.16.10_veh-35_01100_01664,us-nv-las-vegas-strip,aa35c6d3883454c9,04001076220a57eb,1084,0a5ec09e4c7c5f30,1621968273500394,8.795905925774372,5–10,26.574927731484685,3.8648785344636085,26.498710950574825,-4.250333978078923
test:2021.05.25.14.16.10_veh-35_01100_01664:050eb949394b55c6:1087,test,2021.05.25.14.16.10_veh-35_01100_01664,us-nv-las-vegas-strip,050eb949394b55c6,87d11b25d5e45ca5,1087,3cf277a80f705336,1621968275001041,9.028152436822253,5–10,27.35551593454684,2.4790878317187164,27.310253914395222,-2.7983732022096497
test:2021.05.25.14.16.10_veh-35_01100_01664:7d501b5ebfd75330:1087,test,2021.05.25.14.16.10_veh-35_01100_01664,us-nv-las-vegas-strip,7d501b5ebfd75330,cc0d22e72be45570,1087,3cf277a80f705336,1621968275001041,9.028152436822253,5–10,29.586935009179292,2.467125746903128,29.538654135299144,-2.826918461600409
test:2021.05.25.14.16.10_veh-35_01100_01664:69badcc2fb79514b:1088,test,2021.05.25.14.16.10_veh-35_01100_01664,us-nv-las-vegas-strip,69badcc2fb79514b,691222da69cb5c15,1088,8fc82226b1b65fc7,1621968275501119,9.298267634980624,5–10,28.60568281107066,3.120588110633348,28.53482693902006,-3.4786593075321446
test:2021.05.25.14.16.10_veh-35_01100_01664:78ae4126a1885c75:1088,test,2021.05.25.14.16.10_veh-35_01100_01664,us-nv-las-vegas-strip,78ae4126a1885c75,f3417a9fd836561f,1088,8fc82226b1b65fc7,1621968275501119,9.298267634980624,5–10,25.571984104064736,3.9779873146302047,25.500260317198933,-4.282150696224476
test:2021.05.25.14.16.10_veh-35_01100_01664:140cd1603faf539f:1089,test,2021.05.25.14.16.10_veh-35_01100_01664,us-nv-las-vegas-strip,140cd1603faf539f,66962e6840e25f23,1089,e51f25fefd335b5a,1621968276000803,9.49855673935814,5–10,25.534212942897796,2.5491313428623674,25.476253015673297,-2.912040548025824
