route_id,variant,preset,role,source_dir,start_frame,end_frame,duration_s,minimum_speed_mps
1773-speed6,pi,pursuit,pi,/data/runs/b2d/controller/development-v3/1773-speed6/pi/pursuit,3111,3122,0.5500000081956387,5.010141849517822
1773-speed6,pi,pursuit,pi,/data/runs/b2d/controller/development-v3/1773-speed6/pi/pursuit,3134,3145,0.5500000081956387,5.010294437408447
1773-speed6,pi,pursuit,pi,/data/runs/b2d/controller/development-v3/1773-speed6/pi/pursuit,3157,3168,0.5500000081956387,4.991637706756592
1773-speed6,pi,pursuit,pi,/data/runs/b2d/controller/development-v3/1773-speed6/pi/pursuit,3180,3192,0.6000000089406967,4.958432197570801
1773-speed6,pi,pursuit,pi,/data/runs/b2d/controller/development-v3/1773-speed6/pi/pursuit,3204,3206,0.10000000149011612,4.967362880706787
1773-speed6,baseline,pursuit,vendor,/data/runs/b2d/controller/development-v2-speed-diagnostic/1773/pursuit,1805,1815,0.5000000074505806,5.043366432189941
1773-speed6,baseline,pursuit,vendor,/data/runs/b2d/controller/development-v2-speed-diagnostic/1773/pursuit,1826,1836,0.5000000074505806,4.982702732086182
1773-speed6,baseline,pursuit,vendor,/data/runs/b2d/controller/development-v2-speed-diagnostic/1773/pursuit,1848,1858,0.5000000074505806,5.024768829345703
1773-speed6,baseline,pursuit,vendor,/data/runs/b2d/controller/development-v2-speed-diagnostic/1773/pursuit,1870,1880,0.5000000074505806,5.0174336433410645
1773-speed6,baseline,pursuit,vendor,/data/runs/b2d/controller/development-v2-speed-diagnostic/1773/pursuit,1892,1902,0.5000000074505806,5.029940128326416
1773-speed6,baseline,pursuit,vendor,/data/runs/b2d/controller/development-v2-speed-diagnostic/1773/pursuit,1913,1923,0.5000000074505806,4.990823745727539
1773-speed6,baseline,pursuit,vendor,/data/runs/b2d/controller/development-v2-speed-diagnostic/1773/pursuit,1935,1945,0.5000000074505806,5.027225971221924
1773-speed6,baseline,pursuit,vendor,/data/runs/b2d/controller/development-v2-speed-diagnostic/1773/pursuit,1957,1967,0.5000000074505806,5.002175331115723
1773-speed6,baseline,pursuit,vendor,/data/runs/b2d/controller/development-v2-speed-diagnostic/1773/pursuit,1979,1989,0.5000000074505806,5.030782222747803
1773-speed6,baseline,pursuit,vendor,/data/runs/b2d/controller/development-v2-speed-diagnostic/1773/pursuit,2001,2012,0.5500000081956387,4.980909824371338
1773-speed6,baseline,pursuit,vendor,/data/runs/b2d/controller/development-v2-speed-diagnostic/1773/pursuit,2023,2035,0.6000000089406967,5.010229587554932
1773-speed6,baseline,pursuit,vendor,/data/runs/b2d/controller/development-v2-speed-diagnostic/1773/pursuit,2046,2057,0.5500000081956387,5.008019924163818
1773-speed6,baseline,pursuit,vendor,/data/runs/b2d/controller/development-v2-speed-diagnostic/1773/pursuit,2068,2080,0.6000000089406967,5.014770030975342
1773-speed6,baseline,pursuit,vendor,/data/runs/b2d/controller/development-v2-speed-diagnostic/1773/pursuit,2092,2103,0.5500000081956387,4.998212814331055
1773-speed6,baseline,pursuit,vendor,/data/runs/b2d/controller/development-v2-speed-diagnostic/1773/pursuit,2114,2125,0.5500000081956387,5.0142035484313965
1773-speed6,baseline,pursuit,vendor,/data/runs/b2d/controller/development-v2-speed-diagnostic/1773/pursuit,2133,2151,0.9000000134110451,3.829786539077759
1773-speed6,baseline,pursuit,vendor,/data/runs/b2d/controller/development-v2-speed-diagnostic/1773/pursuit,2163,2173,0.5000000074505806,5.021202087402344
1773-speed6,baseline,pursuit,vendor,/data/runs/b2d/controller/development-v2-speed-diagnostic/1773/pursuit,2185,2189,0.20000000298023224,4.9936723709106445
1773-speed6,pi-max,pursuit,pi,/data/runs/b2d/controller/development-v3/1773-speed6/pi-max/pursuit,3528,3541,0.6500000096857548,4.929690361022949
1773-speed6,pi-max,pursuit,pi,/data/runs/b2d/controller/development-v3/1773-speed6/pi-max/pursuit,3553,3566,0.6500000096857548,4.948623180389404
1773-speed6,pi-max,pursuit,pi,/data/runs/b2d/controller/development-v3/1773-speed6/pi-max/pursuit,3578,3589,0.5500000081956387,4.96186637878418
1773-speed6,pi-max,pursuit,pi,/data/runs/b2d/controller/development-v3/1773-speed6/pi-max/pursuit,3602,3613,0.5500000081956387,4.956626892089844
1773-speed6,pi-max,pursuit,pi,/data/runs/b2d/controller/development-v3/1773-speed6/pi-max/pursuit,3625,3636,0.5500000081956387,5.039793014526367
1773-speed6,pi-max,pursuit,pi,/data/runs/b2d/controller/development-v3/1773-speed6/pi-max/pursuit,3649,3660,0.5500000081956387,5.012131690979004
1773-speed6,pi-max,pursuit,pi,/data/runs/b2d/controller/development-v3/1773-speed6/pi-max/pursuit,3673,3683,0.5000000074505806,4.963897705078125
1773-speed6,pi-max,pursuit,pi,/data/runs/b2d/controller/development-v3/1773-speed6/pi-max/pursuit,3696,3707,0.5500000081956387,4.992217540740967
1773-speed6,pi-max,pursuit,pi,/data/runs/b2d/controller/development-v3/1773-speed6/pi-max/pursuit,3719,3730,0.5500000081956387,4.976504802703857
1773-speed6,pi-max,pursuit,pi,/data/runs/b2d/controller/development-v3/1773-speed6/pi-max/pursuit,3743,3754,0.5500000081956387,4.957623481750488
1773-speed6,pi-max,pursuit,pi,/data/runs/b2d/controller/development-v3/1773-speed6/pi-max/pursuit,3766,3777,0.5500000081956387,5.006568908691406
1773-speed6,pi-max,pursuit,pi,/data/runs/b2d/controller/development-v3/1773-speed6/pi-max/pursuit,3790,3801,0.5500000081956387,4.981569290161133
1773-speed6,pi-max,pursuit,pi,/data/runs/b2d/controller/development-v3/1773-speed6/pi-max/pursuit,3813,3824,0.5500000081956387,5.013187885284424
1773-speed6,pi-max,pursuit,pi,/data/runs/b2d/controller/development-v3/1773-speed6/pi-max/pursuit,3837,3849,0.6000000089406967,4.928596019744873
1773-speed6,pi-max,pursuit,pi,/data/runs/b2d/controller/development-v3/1773-speed6/pi-max/pursuit,3861,3872,0.5500000081956387,5.01783561706543
1773-speed6,pi-max,pursuit,pi,/data/runs/b2d/controller/development-v3/1773-speed6/pi-max/pursuit,3884,3896,0.6000000089406967,4.931957244873047
17563,pi,carla,pi,/data/runs/b2d/controller/development-v3/17563/pi/carla,4226,4234,0.4000000059604645,4.959115028381348
17563,pi,carla,pi,/data/runs/b2d/controller/development-v3/17563/pi/carla,4236,4236,0.0,5.452169895172119
17563,pi,carla,pi,/data/runs/b2d/controller/development-v3/17563/pi/carla,4260,4271,0.5500000081956387,4.999118328094482
17563,baseline,carla,vendor,/data/runs/b2d/controller/development-v2/17563/baseline/carla,2762,2772,0.5000000074505806,5.000497341156006
17563,baseline,carla,vendor,/data/runs/b2d/controller/development-v2/17563/baseline/carla,2783,2793,0.5000000074505806,5.0283379554748535
17563,baseline,carla,vendor,/data/runs/b2d/controller/development-v2/17563/baseline/carla,2805,2815,0.5000000074505806,5.028079032897949
17563,baseline,carla,vendor,/data/runs/b2d/controller/development-v2/17563/baseline/carla,2826,2837,0.5500000081956387,5.017771244049072
17563,baseline,carla,vendor,/data/runs/b2d/controller/development-v2/17563/baseline/carla,2848,2859,0.5500000081956387,5.004572868347168
17563,baseline,carla,vendor,/data/runs/b2d/controller/development-v2/17563/baseline/carla,2871,2881,0.5000000074505806,5.03402042388916
17563,baseline,carla,vendor,/data/runs/b2d/controller/development-v2/17563/baseline/carla,2893,2904,0.5500000081956387,4.999600410461426
17563,baseline,carla,vendor,/data/runs/b2d/controller/development-v2/17563/baseline/carla,2915,2925,0.5000000074505806,4.984331130981445
17563,baseline,carla,vendor,/data/runs/b2d/controller/development-v2/17563/baseline/carla,2937,2947,0.5000000074505806,5.029288291931152
17563,baseline,carla,vendor,/data/runs/b2d/controller/development-v2/17563/baseline/carla,2959,2970,0.5500000081956387,4.9785542488098145
17563,baseline,carla,vendor,/data/runs/b2d/controller/development-v2/17563/baseline/carla,2982,2993,0.5500000081956387,4.982660293579102
17563,baseline,carla,vendor,/data/runs/b2d/controller/development-v2/17563/baseline/carla,3004,3014,0.5000000074505806,5.016880989074707
17563,baseline,carla,vendor,/data/runs/b2d/controller/development-v2/17563/baseline/carla,3026,3036,0.5000000074505806,5.00967264175415
17563,baseline,carla,vendor,/data/runs/b2d/controller/development-v2/17563/baseline/carla,3048,3059,0.5500000081956387,4.964620113372803
17563,baseline,carla,vendor,/data/runs/b2d/controller/development-v2/17563/baseline/carla,3070,3079,0.45000000670552254,4.997720241546631
17563,baseline,carla,gear_replicate,/data/runs/b2d/controller/development-v2-speed-diagnostic/17563/carla,2519,2529,0.5000000074505806,5.0050835609436035
17563,baseline,carla,gear_replicate,/data/runs/b2d/controller/development-v2-speed-diagnostic/17563/carla,2540,2550,0.5000000074505806,5.025692462921143
17563,baseline,carla,gear_replicate,/data/runs/b2d/controller/development-v2-speed-diagnostic/17563/carla,2562,2572,0.5000000074505806,4.994035720825195
17563,baseline,carla,gear_replicate,/data/runs/b2d/controller/development-v2-speed-diagnostic/17563/carla,2584,2594,0.5000000074505806,5.058170318603516
17563,baseline,carla,gear_replicate,/data/runs/b2d/controller/development-v2-speed-diagnostic/17563/carla,2605,2612,0.3500000052154064,5.013253688812256
17563,baseline,carla,gear_replicate,/data/runs/b2d/controller/development-v2-speed-diagnostic/17563/carla,2628,2639,0.5500000081956387,4.991532325744629
17563,baseline,carla,gear_replicate,/data/runs/b2d/controller/development-v2-speed-diagnostic/17563/carla,2651,2662,0.5500000081956387,4.993277549743652
17563,baseline,carla,gear_replicate,/data/runs/b2d/controller/development-v2-speed-diagnostic/17563/carla,2673,2683,0.5000000074505806,5.049841403961182
17563,baseline,carla,gear_replicate,/data/runs/b2d/controller/development-v2-speed-diagnostic/17563/carla,2695,2705,0.5000000074505806,5.018280982971191
17563,baseline,carla,gear_replicate,/data/runs/b2d/controller/development-v2-speed-diagnostic/17563/carla,2717,2727,0.5000000074505806,4.984966278076172
17563,baseline,carla,gear_replicate,/data/runs/b2d/controller/development-v2-speed-diagnostic/17563/carla,2739,2750,0.5500000081956387,4.989899635314941
17563,baseline,carla,gear_replicate,/data/runs/b2d/controller/development-v2-speed-diagnostic/17563/carla,2761,2772,0.5500000081956387,5.006882190704346
17563,baseline,carla,gear_replicate,/data/runs/b2d/controller/development-v2-speed-diagnostic/17563/carla,2783,2793,0.5000000074505806,5.041912078857422
17563,baseline,carla,gear_replicate,/data/runs/b2d/controller/development-v2-speed-diagnostic/17563/carla,2805,2815,0.5000000074505806,5.036672592163086
17563,baseline,carla,gear_replicate,/data/runs/b2d/controller/development-v2-speed-diagnostic/17563/carla,2827,2836,0.45000000670552254,4.990544319152832
17563,pi,pursuit,pi,/data/runs/b2d/controller/development-v3/17563/pi/pursuit,4840,4852,0.6000000089406967,4.976107120513916
17563,pi,pursuit,pi,/data/runs/b2d/controller/development-v3/17563/pi/pursuit,4864,4875,0.5500000081956387,5.007030010223389
17563,pi,pursuit,pi,/data/runs/b2d/controller/development-v3/17563/pi/pursuit,4887,4900,0.6500000096857548,4.960181713104248
17563,pi,pursuit,pi,/data/runs/b2d/controller/development-v3/17563/pi/pursuit,4912,4925,0.6500000096857548,4.96616268157959
17563,pi,pursuit,pi,/data/runs/b2d/controller/development-v3/17563/pi/pursuit,4937,4948,0.5500000081956387,5.012080192565918
17563,baseline,pursuit,vendor,/data/runs/b2d/controller/development-v2/17563/baseline/pursuit,4039,4049,0.5000000074505806,5.029526710510254
17563,baseline,pursuit,vendor,/data/runs/b2d/controller/development-v2/17563/baseline/pursuit,4061,4071,0.5000000074505806,4.998342514038086
17563,baseline,pursuit,vendor,/data/runs/b2d/controller/development-v2/17563/baseline/pursuit,4083,4094,0.5500000081956387,5.013864040374756
17563,baseline,pursuit,vendor,/data/runs/b2d/controller/development-v2/17563/baseline/pursuit,4105,4117,0.6000000089406967,5.001039028167725
17563,baseline,pursuit,vendor,/data/runs/b2d/controller/development-v2/17563/baseline/pursuit,4128,4138,0.5000000074505806,5.002315521240234
17563,baseline,pursuit,vendor,/data/runs/b2d/controller/development-v2/17563/baseline/pursuit,4150,4160,0.5000000074505806,5.010340213775635
17563,baseline,pursuit,vendor,/data/runs/b2d/controller/development-v2/17563/baseline/pursuit,4172,4183,0.5500000081956387,4.995415687561035
17563,baseline,pursuit,vendor,/data/runs/b2d/controller/development-v2/17563/baseline/pursuit,4194,4204,0.5000000074505806,5.051522731781006
17563,baseline,pursuit,vendor,/data/runs/b2d/controller/development-v2/17563/baseline/pursuit,4216,4226,0.5000000074505806,5.02606725692749
17563,baseline,pursuit,vendor,/data/runs/b2d/controller/development-v2/17563/baseline/pursuit,4238,4248,0.5000000074505806,5.027755260467529
17563,baseline,pursuit,vendor,/data/runs/b2d/controller/development-v2/17563/baseline/pursuit,4259,4270,0.5500000081956387,5.000818252563477
17563,baseline,pursuit,vendor,/data/runs/b2d/controller/development-v2/17563/baseline/pursuit,4282,4292,0.5000000074505806,4.971563816070557
17563,baseline,pursuit,vendor,/data/runs/b2d/controller/development-v2/17563/baseline/pursuit,4304,4314,0.5000000074505806,4.966616630554199
17563,baseline,pursuit,vendor,/data/runs/b2d/controller/development-v2/17563/baseline/pursuit,4326,4336,0.5000000074505806,4.990808010101318
17563,baseline,pursuit,vendor,/data/runs/b2d/controller/development-v2/17563/baseline/pursuit,4348,4358,0.5000000074505806,4.999131202697754
17563,baseline,pursuit,gear_replicate,/data/runs/b2d/controller/development-v2-speed-diagnostic/17563/pursuit,3797,3807,0.5000000074505806,5.029526710510254
17563,baseline,pursuit,gear_replicate,/data/runs/b2d/controller/development-v2-speed-diagnostic/17563/pursuit,3819,3829,0.5000000074505806,4.998342514038086
17563,baseline,pursuit,gear_replicate,/data/runs/b2d/controller/development-v2-speed-diagnostic/17563/pursuit,3841,3852,0.5500000081956387,5.013864040374756
17563,baseline,pursuit,gear_replicate,/data/runs/b2d/controller/development-v2-speed-diagnostic/17563/pursuit,3863,3875,0.6000000089406967,5.004794597625732
17563,baseline,pursuit,gear_replicate,/data/runs/b2d/controller/development-v2-speed-diagnostic/17563/pursuit,3887,3897,0.5000000074505806,5.0357136726379395
17563,baseline,pursuit,gear_replicate,/data/runs/b2d/controller/development-v2-speed-diagnostic/17563/pursuit,3908,3919,0.5500000081956387,5.021934509277344
17563,baseline,pursuit,gear_replicate,/data/runs/b2d/controller/development-v2-speed-diagnostic/17563/pursuit,3931,3942,0.5500000081956387,5.000311851501465
17563,baseline,pursuit,gear_replicate,/data/runs/b2d/controller/development-v2-speed-diagnostic/17563/pursuit,3954,3964,0.5000000074505806,5.030957221984863
17563,baseline,pursuit,gear_replicate,/data/runs/b2d/controller/development-v2-speed-diagnostic/17563/pursuit,3975,3985,0.5000000074505806,4.992044448852539
17563,baseline,pursuit,gear_replicate,/data/runs/b2d/controller/development-v2-speed-diagnostic/17563/pursuit,3997,4007,0.5000000074505806,5.036807060241699
17563,baseline,pursuit,gear_replicate,/data/runs/b2d/controller/development-v2-speed-diagnostic/17563/pursuit,4015,4033,0.9000000134110451,4.073978900909424
17563,baseline,pursuit,gear_replicate,/data/runs/b2d/controller/development-v2-speed-diagnostic/17563/pursuit,4045,4056,0.5500000081956387,5.01576566696167
17563,baseline,pursuit,gear_replicate,/data/runs/b2d/controller/development-v2-speed-diagnostic/17563/pursuit,4068,4078,0.5000000074505806,5.040440559387207
17563,baseline,pursuit,gear_replicate,/data/runs/b2d/controller/development-v2-speed-diagnostic/17563/pursuit,4090,4100,0.5000000074505806,5.005804538726807
17563,pi-max,pursuit,pi,/data/runs/b2d/controller/development-v3/17563/pi-max/pursuit,5458,5470,0.6000000089406967,4.9692463874816895
17563,pi-max,pursuit,pi,/data/runs/b2d/controller/development-v3/17563/pi-max/pursuit,5482,5494,0.6000000089406967,4.974262237548828
17563,pi-max,pursuit,pi,/data/runs/b2d/controller/development-v3/17563/pi-max/pursuit,5505,5519,0.7000000104308128,4.751924514770508
17563,pi-max,pursuit,pi,/data/runs/b2d/controller/development-v3/17563/pi-max/pursuit,5530,5543,0.6500000096857548,4.744718551635742
17563,pi-max,pursuit,pi,/data/runs/b2d/controller/development-v3/17563/pi-max/pursuit,5554,5566,0.6000000089406967,4.990075588226318
17563,pi-max,pursuit,pi,/data/runs/b2d/controller/development-v3/17563/pi-max/pursuit,5578,5590,0.6000000089406967,4.967522144317627
17563,pi-max,pursuit,pi,/data/runs/b2d/controller/development-v3/17563/pi-max/pursuit,5602,5614,0.6000000089406967,4.9545111656188965
17563,pi-max,pursuit,pi,/data/runs/b2d/controller/development-v3/17563/pi-max/pursuit,5625,5637,0.6000000089406967,4.97594690322876
17563,pi-max,pursuit,pi,/data/runs/b2d/controller/development-v3/17563/pi-max/pursuit,5649,5661,0.6000000089406967,5.029478073120117
17563,pi-max,pursuit,pi,/data/runs/b2d/controller/development-v3/17563/pi-max/pursuit,5672,5684,0.6000000089406967,4.82324743270874
17563,pi-max,pursuit,pi,/data/runs/b2d/controller/development-v3/17563/pi-max/pursuit,5696,5708,0.6000000089406967,4.782605171203613
17563,pi-max,pursuit,pi,/data/runs/b2d/controller/development-v3/17563/pi-max/pursuit,5720,5732,0.6000000089406967,4.989470958709717
17563,pi-max,pursuit,pi,/data/runs/b2d/controller/development-v3/17563/pi-max/pursuit,5744,5755,0.5500000081956387,4.953921318054199
17563,pi-max,pursuit,pi,/data/runs/b2d/controller/development-v3/17563/pi-max/pursuit,5768,5779,0.5500000081956387,4.975542068481445
17563,max,pursuit,vendor,/data/runs/b2d/controller/development-v2/17563/max/pursuit,4681,4691,0.5000000074505806,5.009527683258057
17563,max,pursuit,vendor,/data/runs/b2d/controller/development-v2/17563/max/pursuit,4702,4713,0.5500000081956387,5.034069061279297
17563,max,pursuit,vendor,/data/runs/b2d/controller/development-v2/17563/max/pursuit,4725,4736,0.5500000081956387,4.982656955718994
17563,max,pursuit,vendor,/data/runs/b2d/controller/development-v2/17563/max/pursuit,4743,4762,0.9500000141561031,4.170090675354004
17563,max,pursuit,vendor,/data/runs/b2d/controller/development-v2/17563/max/pursuit,4773,4783,0.5000000074505806,5.001394271850586
17563,max,pursuit,vendor,/data/runs/b2d/controller/development-v2/17563/max/pursuit,4795,4805,0.5000000074505806,5.013669490814209
17563,max,pursuit,vendor,/data/runs/b2d/controller/development-v2/17563/max/pursuit,4817,4829,0.6000000089406967,4.989278316497803
17563,max,pursuit,vendor,/data/runs/b2d/controller/development-v2/17563/max/pursuit,4841,4851,0.5000000074505806,5.054478168487549
17563,max,pursuit,vendor,/data/runs/b2d/controller/development-v2/17563/max/pursuit,4862,4873,0.5500000081956387,5.011670112609863
17563,max,pursuit,vendor,/data/runs/b2d/controller/development-v2/17563/max/pursuit,4885,4895,0.5000000074505806,5.032802581787109
17563,max,pursuit,vendor,/data/runs/b2d/controller/development-v2/17563/max/pursuit,4906,4916,0.5000000074505806,4.9747724533081055
17563,max,pursuit,vendor,/data/runs/b2d/controller/development-v2/17563/max/pursuit,4926,4938,0.6000000089406967,4.949761390686035
17563,max,pursuit,vendor,/data/runs/b2d/controller/development-v2/17563/max/pursuit,4946,4965,0.9500000141561031,3.921448230743408
17563,max,pursuit,vendor,/data/runs/b2d/controller/development-v2/17563/max/pursuit,4976,4986,0.5000000074505806,5.042201519012451
17563,max,pursuit,vendor,/data/runs/b2d/controller/development-v2/17563/max/pursuit,4998,5007,0.45000000670552254,5.006782531738281
