group,route_id,town,scenario,preset,seed,attempt,selected_attempt,retry_count,status,official_status,completion,driving_completed,results_state,partial,capped,harness_capped,official_tick_runtime,ticks,wall_s,all_attempt_wall_s,source_commit,source_directory,vehicle_blocked,route_dev,collisions_layout,collisions_vehicle,collisions_pedestrian,route_timeout,scenario_timeouts,minimum_speed_events,telemetry_quality,tracking_truth_cross_track_m_n,tracking_truth_cross_track_m_rms,tracking_truth_cross_track_m_p90,tracking_truth_cross_track_m_abs_p95,before_collision_truth_cross_track_m_n,before_collision_truth_cross_track_m_rms,before_collision_truth_cross_track_m_p90,before_collision_truth_cross_track_m_abs_p95,tracking_command_speed_error_mps_n,tracking_command_speed_error_mps_rms,tracking_command_speed_error_mps_p90,tracking_command_speed_error_mps_abs_p95,before_collision_command_speed_error_mps_n,before_collision_command_speed_error_mps_rms,before_collision_command_speed_error_mps_p90,before_collision_command_speed_error_mps_abs_p95,tracking_reference_speed_error_mps_n,tracking_reference_speed_error_mps_rms,tracking_reference_speed_error_mps_p90,tracking_reference_speed_error_mps_abs_p95,before_collision_reference_speed_error_mps_n,before_collision_reference_speed_error_mps_rms,before_collision_reference_speed_error_mps_p90,before_collision_reference_speed_error_mps_abs_p95,tracking_pose_error_m_n,tracking_pose_error_m_rms,tracking_pose_error_m_p90,tracking_pose_error_m_abs_p95,before_collision_pose_error_m_n,before_collision_pose_error_m_rms,before_collision_pose_error_m_p90,before_collision_pose_error_m_abs_p95,tracking_raw_pose_error_m_n,tracking_raw_pose_error_m_rms,tracking_raw_pose_error_m_p90,tracking_raw_pose_error_m_abs_p95,before_collision_raw_pose_error_m_n,before_collision_raw_pose_error_m_rms,before_collision_raw_pose_error_m_p90,before_collision_raw_pose_error_m_abs_p95,tracking_pose_heading_error_rad_n,tracking_pose_heading_error_rad_rms,tracking_pose_heading_error_rad_p90,tracking_pose_heading_error_rad_abs_p95,before_collision_pose_heading_error_rad_n,before_collision_pose_heading_error_rad_rms,before_collision_pose_heading_error_rad_p90,before_collision_pose_heading_error_rad_abs_p95,tracking_trajectory_age_s_n,tracking_trajectory_age_s_rms,tracking_trajectory_age_s_p90,tracking_trajectory_age_s_abs_p95,before_collision_trajectory_age_s_n,before_collision_trajectory_age_s_rms,before_collision_trajectory_age_s_p90,before_collision_trajectory_age_s_abs_p95,tracking_controller_step_ms_n,tracking_controller_step_ms_rms,tracking_controller_step_ms_p90,tracking_controller_step_ms_abs_p95,before_collision_controller_step_ms_n,before_collision_controller_step_ms_rms,before_collision_controller_step_ms_p90,before_collision_controller_step_ms_abs_p95
dev10/tcp-seed0,17569,Town12,SequentialLaneChange_1,tcp,0,1,True,0,finished,Completed,100,True,ok,False,False,False,False,325,33.4,33.4,18571c0b71d7218891641f8c6bbc12d4925e8b4c,/data/runs/b2d/controller/dev10/tcp-seed0,0,0,0,2,0,0,0,19,"{""invalid_controls"": 0, ""invalid_lines"": 0, ""lines"": 325, ""missing_fields"": {}, ""missing_frames"": 0, ""nonmonotonic_frames"": 0, ""nonmonotonic_time"": 0, ""sensor_frame_mismatch"": 0, ""state"": ""ok"", ""truth_frame_mismatch"": 0, ""valid_rows"": 325}",325,0.8373518593897731,1.2342222976976502,1.641210709089517,210,0.6425644844853796,0.6374195383858142,1.5004571025815816,325,3.5373930289285087,0.5551218929940478,10.85703206929461,210,4.352905077888578,0.25524437177078385,12.243937036648743,325,4.052899496830253,0.3150311770640746,12.909158526550778,210,4.983190874201974,0.17395562124200897,14.920654286941314,325,0.19073750714664062,0.30688921355146764,0.3519244305053751,210,0.18844241126850325,0.3056026572341537,0.33873727729838005,325,0.7747078518017119,1.1765139215699025,1.2849827623120853,210,0.7535248783425235,1.09355375781793,1.2697053842288923,325,0.004535590038166776,0.005473584889940943,0.009107408286174935,210,0.003568132516310717,0.004523748844959295,0.007521186716318761,325,0.0933974152910287,0.15000000223517418,0.15000000223517418,210,0.0931588518993929,0.15000000223517418,0.15000000223517418,325,0.18030671469646453,0.22955719905439767,0.2633355987200048,210,0.1778778408706197,0.2206098008173285,0.2461832014887477
dev10/tcp-seed0,2091,Town12,NonSignalizedJunctionLeftTurn_1,tcp,0,1,True,0,finished,Completed,100,True,ok,False,False,False,False,3881,92.0,92.0,18571c0b71d7218891641f8c6bbc12d4925e8b4c,/data/runs/b2d/controller/dev10/tcp-seed0,0,0,1,3,0,0,0,20,"{""invalid_controls"": 0, ""invalid_lines"": 0, ""lines"": 3881, ""missing_fields"": {""trajectory_age_s"": 238}, ""missing_frames"": 0, ""nonmonotonic_frames"": 0, ""nonmonotonic_time"": 0, ""sensor_frame_mismatch"": 0, ""state"": ""ok"", ""truth_frame_mismatch"": 0, ""valid_rows"": 3881}",3881,1.5997053639296526,-0.8505683050897371,1.8649658180775122,112,0.15742221110068066,0.21343922060193396,0.24879742028312843,3643,9.967463146344448,-8.696335946697403,11.846434834647663,112,5.423648067110179,0.15138435018541405,11.933141470670655,3643,10.902617881969348,-9.34066060726247,12.491654343373444,112,6.0580872571198,0.1394955914777944,13.10640619732429,3881,0.13494737791046127,0.20530980366288093,0.2316801775839429,112,0.20064082316420792,0.3297226276207129,0.3791287438686614,3881,0.782212375084339,1.185607285801096,1.3484310603429697,112,0.7775856748477487,1.1015445566656763,1.2373723948143152,3881,0.0022084977609126135,0.0009673207951736984,0.004145685296624624,112,0.001114348684635092,0.0008196618861616053,0.0024334446009779847,3643,0.09352125907443705,0.15000000223517418,0.15000000223517418,112,0.09354143606322454,0.15000000223517418,0.15000000223517418,3881,0.17239383597402214,0.22978600100032054,0.2548400007071905,112,0.16856730876788525,0.21033470002294052,0.22195850051502922
dev10/tcp-seed0,25378,Town03,YieldToEmergencyVehicle_1,tcp,0,1,True,0,finished,Completed,100,True,ok,False,False,False,False,290,12.3,12.3,18571c0b71d7218891641f8c6bbc12d4925e8b4c,/data/runs/b2d/controller/dev10/tcp-seed0,0,0,0,0,0,0,0,19,"{""invalid_controls"": 0, ""invalid_lines"": 0, ""lines"": 290, ""missing_fields"": {}, ""missing_frames"": 0, ""nonmonotonic_frames"": 0, ""nonmonotonic_time"": 0, ""sensor_frame_mismatch"": 0, ""state"": ""ok"", ""truth_frame_mismatch"": 0, ""valid_rows"": 290}",290,0.10250414094096105,0.035232779115195303,0.1869652247950665,290,0.10250414094096105,0.035232779115195303,0.1869652247950665,290,3.7365289074254195,0.15443448811911623,10.986498652517328,290,3.7365289074254195,0.15443448811911623,10.986498652517328,290,4.274791757791357,0.1320630080310505,13.946154800853202,290,4.274791757791357,0.1320630080310505,13.946154800853202,290,0.1596326676891924,0.24760491253950162,0.320365757215166,290,0.1596326676891924,0.24760491253950162,0.320365757215166,290,0.7644316573061938,1.1588175052915606,1.272556043832183,290,0.7644316573061938,1.1588175052915606,1.272556043832183,290,0.00048785797938090663,0.0005817309921821507,0.0010055176411622796,290,0.00048785797938090663,0.0005817309921821507,0.0010055176411622796,290,0.09326454911324986,0.15000000223517418,0.15000000223517418,290,0.09326454911324986,0.15000000223517418,0.15000000223517418,290,0.15366266356343583,0.20718709783977832,0.23516214896517343,290,0.15366266356343583,0.20718709783977832,0.23516214896517343
dev10/tcp-seed0,25381,Town05,HazardAtSideLane_1,tcp,0,1,True,0,finished,Completed,100,True,ok,False,False,False,False,392,12.7,12.7,18571c0b71d7218891641f8c6bbc12d4925e8b4c,/data/runs/b2d/controller/dev10/tcp-seed0,0,0,0,1,0,0,0,20,"{""invalid_controls"": 0, ""invalid_lines"": 0, ""lines"": 392, ""missing_fields"": {""trajectory_age_s"": 4, ""trajectory_time"": 4}, ""missing_frames"": 0, ""nonmonotonic_frames"": 0, ""nonmonotonic_time"": 0, ""sensor_frame_mismatch"": 0, ""state"": ""ok"", ""truth_frame_mismatch"": 0, ""valid_rows"": 392}",392,0.0931138869699184,0.03317902443354245,0.1796912914885673,231,0.10775873261672955,0.06339251470897503,0.19356760564790398,388,3.601161364971918,0.10675737643522984,11.113163198221306,227,4.705192453106851,0.05914797511446502,12.854343759891057,388,4.162491246190047,0.08673482282303821,13.51082842823867,227,5.439153595038956,0.056566050771581555,16.129666159131986,392,0.14439557349543908,0.20560610090820008,0.2673071638650301,231,0.169173008262024,0.25144636655508107,0.32945872620234296,392,0.7701322354774733,1.1562496045776758,1.28951744301519,231,0.7632745457320265,1.13145506340671,1.2778053370954061,392,0.0003957985982781392,0.0004898660310074467,0.0007721712808169688,231,0.0003852498450906668,0.0005695024879379673,0.0007111443562104469,388,0.09354143606322456,0.15000000223517418,0.15000000223517418,227,0.09321709913819702,0.15000000223517418,0.15000000223517418,392,0.15579192805361758,0.20842400081164672,0.23061795000103302,231,0.15982219466191527,0.21056900004623458,0.23067250003805384
dev10/tcp-seed0,25424,Town11,ConstructionObstacleTwoWays_1,tcp,0,1,True,0,finished,Failed - TickRuntime,49.14,False,ok,True,True,False,True,4000,52.7,52.7,18571c0b71d7218891641f8c6bbc12d4925e8b4c,/data/runs/b2d/controller/dev10/tcp-seed0,0,0,1,0,0,0,0,8,"{""invalid_controls"": 0, ""invalid_lines"": 0, ""lines"": 4000, ""missing_fields"": {""trajectory_age_s"": 702}, ""missing_frames"": 0, ""nonmonotonic_frames"": 0, ""nonmonotonic_time"": 0, ""sensor_frame_mismatch"": 0, ""state"": ""ok"", ""truth_frame_mismatch"": 0, ""valid_rows"": 4000}",4000,0.02683322611263652,0.03730757444644822,0.04160666976899771,157,0.10314995366237267,0.16828259975181828,0.19571850680906064,3298,8.499997971830872,-8.183972799130249,9.332315305995428,157,4.430125867722001,0.12547173488066082,11.07429669212474,3298,8.791909927333949,-8.307196238540868,9.603073255319163,157,4.908730320925212,0.12455008928641188,12.490002684314206,4000,0.10819733755871316,0.1667819381892871,0.1910369814095982,157,0.1496191308303477,0.23609866878579436,0.2711802238245866,4000,0.6910895520264425,1.0533412454907853,1.2218522368456253,157,0.6785615602950815,0.9897632073276998,1.0662925549093731,4000,0.000567268975931874,0.0008151738633393358,0.0011290377787993577,157,0.00042238780601948237,0.0006688335400207634,0.0008164973843062917,3298,0.09345630808921519,0.15000000223517418,0.15000000223517418,157,0.0932430575165408,0.15000000223517418,0.15000000223517418,4000,0.14432465572583836,0.19768479905906133,0.21505169806914629,157,0.15774734421941472,0.19804260082310068,0.21617919774143957
dev10/tcp-seed0,26405,Town15,StaticCutIn_1,tcp,0,1,True,0,finished,Completed,100,True,ok,False,False,False,False,389,17.0,17.0,18571c0b71d7218891641f8c6bbc12d4925e8b4c,/data/runs/b2d/controller/dev10/tcp-seed0,0,0,0,0,0,0,0,18,"{""invalid_controls"": 0, ""invalid_lines"": 0, ""lines"": 389, ""missing_fields"": {}, ""missing_frames"": 0, ""nonmonotonic_frames"": 0, ""nonmonotonic_time"": 0, ""sensor_frame_mismatch"": 0, ""state"": ""ok"", ""truth_frame_mismatch"": 0, ""valid_rows"": 389}",389,0.08962445373403638,0.12330161575565997,0.18344380944689598,389,0.08962445373403638,0.12330161575565997,0.18344380944689598,389,2.892741287968006,0.10649184423616588,9.015203034163497,389,2.892741287968006,0.10649184423616588,9.015203034163497,389,3.2152292053449822,0.09950869438297187,10.526545965048735,389,3.2152292053449822,0.09950869438297187,10.526545965048735,389,0.12020741388211076,0.1835339442402008,0.23846396653257756,389,0.12020741388211076,0.1835339442402008,0.23846396653257756,389,0.6891919737142235,1.0233187981144607,1.1899503786288737,389,0.6891919737142235,1.0233187981144607,1.1899503786288737,389,0.00042979544491245726,0.0005597997321571845,0.0007834840466611757,389,0.00042979544491245726,0.0005597997321571845,0.0007834840466611757,389,0.09342112548473812,0.15000000223517418,0.15000000223517418,389,0.09342112548473812,0.15000000223517418,0.15000000223517418,389,0.1634676000148048,0.2160733987693675,0.23399359997711142,389,0.1634676000148048,0.2160733987693675,0.23399359997711142
dev10/tcp-seed0,27494,Town04,BlockedIntersection_1,tcp,0,2,True,1,finished,Completed,100,True,ok,False,False,False,False,472,7.9,29.9,18571c0b71d7218891641f8c6bbc12d4925e8b4c,/data/runs/b2d/controller/dev10/tcp-seed0,0,0,0,1,0,0,0,17,"{""invalid_controls"": 0, ""invalid_lines"": 0, ""lines"": 472, ""missing_fields"": {""trajectory_age_s"": 7}, ""missing_frames"": 0, ""nonmonotonic_frames"": 0, ""nonmonotonic_time"": 0, ""sensor_frame_mismatch"": 0, ""state"": ""ok"", ""truth_frame_mismatch"": 0, ""valid_rows"": 472}",472,0.5098250678084734,0.3201079275016456,1.051090422287599,164,0.6036083918662671,0.37113975583999853,1.5249988169309971,465,6.017794206893618,0.09687199290205162,9.063240189593612,164,4.201534610858612,0.21817503235085836,10.499303544460673,465,6.248193940254692,0.05746015105391241,9.321988007747889,164,4.6103139946815475,0.14369391540989035,11.767619389219764,472,0.15789031334356543,0.2318786987156118,0.3405078747399399,164,0.2186893476862018,0.3599346673578221,0.3941617696928776,472,0.7819741574864298,1.1769334093650499,1.302361385561178,164,0.7721945974977383,1.1006583845797546,1.2715874827969709,472,0.002048642497599654,0.0015228172670202157,0.0050261693716193235,164,0.002312955471636498,0.001233883069998054,0.0054664016534419655,465,0.0933256539163989,0.15000000223517418,0.15000000223517418,164,0.09354143606322456,0.15000000223517418,0.15000000223517418,472,0.15226051952549383,0.20242319988028618,0.2179069999328931,164,0.14897338843605495,0.19667250016937038,0.21782329822599422
dev10/tcp-seed0,28198,Town15,SignalizedJunctionLeftTurnEnterFlow_1,tcp,0,1,True,0,finished,Completed,100,True,ok,False,False,False,False,254,14.5,14.5,18571c0b71d7218891641f8c6bbc12d4925e8b4c,/data/runs/b2d/controller/dev10/tcp-seed0,0,0,0,0,0,0,0,19,"{""invalid_controls"": 0, ""invalid_lines"": 0, ""lines"": 254, ""missing_fields"": {}, ""missing_frames"": 0, ""nonmonotonic_frames"": 0, ""nonmonotonic_time"": 0, ""sensor_frame_mismatch"": 0, ""state"": ""ok"", ""truth_frame_mismatch"": 0, ""valid_rows"": 254}",254,0.41609351686591883,0.15254780407206384,1.1869898548712614,254,0.41609351686591883,0.15254780407206384,1.1869898548712614,254,3.1015162213235454,0.1484637550320342,9.240267588299902,254,3.1015162213235454,0.1484637550320342,9.240267588299902,254,3.442373098374331,0.10339655390417365,10.656707581376017,254,3.442373098374331,0.10339655390417365,10.656707581376017,254,0.16425450339818967,0.2809864557757117,0.30509949024181643,254,0.16425450339818967,0.2809864557757117,0.30509949024181643,254,0.6793775237746256,1.0035634480575575,1.1814178965774966,254,0.6793775237746256,1.0035634480575575,1.1814178965774966,254,0.0017644075892054632,0.002508990581139914,0.0035417605077897375,254,0.0017644075892054632,0.002508990581139914,0.0035417605077897375,254,0.09322523875485711,0.15000000223517418,0.15000000223517418,254,0.09322523875485711,0.15000000223517418,0.15000000223517418,254,0.16893390217161613,0.21370940085034817,0.23810124948795414,254,0.16893390217161613,0.21370940085034817,0.23810124948795414
dev10/tcp-seed0,3255,Town13,ParkingCrossingPedestrian_1,tcp,0,1,True,0,finished,Completed,100,True,ok,False,False,False,False,694,53.1,53.1,18571c0b71d7218891641f8c6bbc12d4925e8b4c,/data/runs/b2d/controller/dev10/tcp-seed0,0,0,0,2,1,0,0,21,"{""invalid_controls"": 0, ""invalid_lines"": 0, ""lines"": 694, ""missing_fields"": {""trajectory_age_s"": 27}, ""missing_frames"": 0, ""nonmonotonic_frames"": 0, ""nonmonotonic_time"": 0, ""sensor_frame_mismatch"": 0, ""state"": ""ok"", ""truth_frame_mismatch"": 0, ""valid_rows"": 694}",694,0.1083819795392128,0.01326726964234041,0.1681595853314977,170,0.10804439517785316,0.08424577624059333,0.19291083530017733,667,6.176518120066249,0.0332971601303452,8.761367917966517,170,4.808247705415815,0.09236183385431003,12.44865590506466,667,6.406568830840841,0.030196231532769954,8.949361741398574,170,5.4738358611490225,0.09205056854229489,14.612228711868951,694,0.11743613147640809,0.17102165303945818,0.2070201648828369,170,0.150866044438995,0.2381243982903882,0.27028652761425226,694,0.6883611353123326,1.0403333760059343,1.1919826957057664,170,0.6854586067584257,1.0047809931256044,1.108164536954266,694,0.0008169733366196497,0.0011763520724581869,0.0015326143905932455,170,0.000890019886541596,0.001129213060523826,0.0014978002271995858,667,0.09343118091677083,0.15000000223517418,0.15000000223517418,170,0.09306860353536558,0.15000000223517418,0.15000000223517418,694,0.3216973367452395,0.24164000096789096,0.2750689514869012,170,0.1823144236962388,0.23517519948654808,0.26536700042925077
dev10/tcp-seed0,3514,Town13,ParkingExit_1,tcp,0,1,True,0,finished,Completed,100,True,ok,False,False,False,False,492,50.3,50.3,18571c0b71d7218891641f8c6bbc12d4925e8b4c,/data/runs/b2d/controller/dev10/tcp-seed0,0,0,0,1,0,0,0,20,"{""invalid_controls"": 0, ""invalid_lines"": 0, ""lines"": 492, ""missing_fields"": {""trajectory_age_s"": 1}, ""missing_frames"": 0, ""nonmonotonic_frames"": 0, ""nonmonotonic_time"": 0, ""sensor_frame_mismatch"": 0, ""state"": ""ok"", ""truth_frame_mismatch"": 0, ""valid_rows"": 492}",492,1.1639595950656578,0.48892967208003635,3.078295685682081,30,3.118117884829922,-3.045630011232264,3.146130338136558,491,5.8634089771866185,0.13481917813387412,11.145727403840567,30,14.337193414262982,-10.265617262567908,18.924445631305186,491,6.580945264823289,0.08245345617526745,13.680034052808026,30,17.09479449750872,-13.422527688509755,19.38093264684607,492,0.1354904070358524,0.2092918664998262,0.26634981877743663,30,0.2560131163082099,0.36858308694653996,0.40195726367156354,492,0.695940650313279,1.0366421067592384,1.1914886766916257,30,0.7006531402227123,0.9479940403676697,1.1809330139178456,492,0.003318504895138516,0.00304280421914065,0.004614848204281618,30,0.0027572547137342143,4.575667465744893e-05,0.004434243445807007,491,0.09363664365638165,0.15000000223517418,0.15000000223517418,30,0.09082951197638992,0.15000000223517418,0.15000000223517418,492,0.17780921432586433,0.22904960023879548,0.2511039989258279,30,0.20188027822858362,0.27350389900675515,0.33803155165514903
dev10/pursuit-seed0,3514,Town13,,pursuit,0,1,True,0,running,,,,empty_records,True,False,False,False,,,0,18571c0b71d7218891641f8c6bbc12d4925e8b4c,/data/runs/b2d/controller/dev10/pursuit-seed0,,,,,,,,,"{""invalid_controls"": 0, ""invalid_lines"": 0, ""lines"": 305, ""missing_fields"": {}, ""missing_frames"": 0, ""nonmonotonic_frames"": 0, ""nonmonotonic_time"": 0, ""sensor_frame_mismatch"": 0, ""state"": ""ok"", ""truth_frame_mismatch"": 0, ""valid_rows"": 305}",305,1.202139496234826,0.156099548771641,3.145577390073098,,,,,305,5.401921265840471,0.06276266226359688,13.845464422565767,,,,,305,6.332070279680058,0.058812808468664116,17.78508499778818,,,,,305,0.15585710375003048,0.25175883683631783,0.3132835667633737,,,,,305,0.6862001585384805,1.0067451318225844,1.187815186383713,,,,,305,0.003000883467288751,0.0005937198539938574,0.007764071727630389,,,,,305,0.09338796354630065,0.15000000223517418,0.15000000223517418,,,,,305,0.17633710258597235,0.22777720078011043,0.24990120073198344,,,,
dev10/pursuit-seed0,17569,Town12,,pursuit,0,0,True,0,missing_attempt,,,,missing,True,False,False,False,,,0,18571c0b71d7218891641f8c6bbc12d4925e8b4c,/data/runs/b2d/controller/dev10/pursuit-seed0,,,,,,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dev10/pursuit-seed0,2091,Town12,,pursuit,0,0,True,0,missing_attempt,,,,missing,True,False,False,False,,,0,18571c0b71d7218891641f8c6bbc12d4925e8b4c,/data/runs/b2d/controller/dev10/pursuit-seed0,,,,,,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dev10/pursuit-seed0,25378,Town03,,pursuit,0,0,True,0,missing_attempt,,,,missing,True,False,False,False,,,0,18571c0b71d7218891641f8c6bbc12d4925e8b4c,/data/runs/b2d/controller/dev10/pursuit-seed0,,,,,,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dev10/pursuit-seed0,25381,Town05,,pursuit,0,0,True,0,missing_attempt,,,,missing,True,False,False,False,,,0,18571c0b71d7218891641f8c6bbc12d4925e8b4c,/data/runs/b2d/controller/dev10/pursuit-seed0,,,,,,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dev10/pursuit-seed0,25424,Town11,,pursuit,0,0,True,0,missing_attempt,,,,missing,True,False,False,False,,,0,18571c0b71d7218891641f8c6bbc12d4925e8b4c,/data/runs/b2d/controller/dev10/pursuit-seed0,,,,,,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dev10/pursuit-seed0,26405,Town15,,pursuit,0,0,True,0,missing_attempt,,,,missing,True,False,False,False,,,0,18571c0b71d7218891641f8c6bbc12d4925e8b4c,/data/runs/b2d/controller/dev10/pursuit-seed0,,,,,,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dev10/pursuit-seed0,27494,Town04,,pursuit,0,0,True,0,missing_attempt,,,,missing,True,False,False,False,,,0,18571c0b71d7218891641f8c6bbc12d4925e8b4c,/data/runs/b2d/controller/dev10/pursuit-seed0,,,,,,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dev10/pursuit-seed0,28198,Town15,,pursuit,0,0,True,0,missing_attempt,,,,missing,True,False,False,False,,,0,18571c0b71d7218891641f8c6bbc12d4925e8b4c,/data/runs/b2d/controller/dev10/pursuit-seed0,,,,,,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dev10/pursuit-seed0,3255,Town13,,pursuit,0,0,True,0,missing_attempt,,,,missing,True,False,False,False,,,0,18571c0b71d7218891641f8c6bbc12d4925e8b4c,/data/runs/b2d/controller/dev10/pursuit-seed0,,,,,,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
