direction,kind,sequence,frame,s,v0,a0,yaw_rate_deg,past_speed_jump,past_dup_steps,future_speed_max,rater,pre_onset,straight_yaw,turn_yaw,cluster,artifact
0,ego,dfa20c65dcc57c6ccabc47a7cc96d13f,129,17.520359,16.789295,-0.36930084,-8.792042676071544,0.09232521,0,16.375038,False,False,False,True,Foreign Object Debris,False
0,ego,54a8d79d034d3de050a3f29351499731,148,17.307537,12.52813,0.12667465,1.4627342734976192,0.274477,0,12.3413105,False,False,False,False,Pedestrian,False
0,ego,54a8d79d034d3de050a3f29351499731,147,17.287394,12.494586,0.037895203,1.3293373066013676,0.28212643,0,12.46875,False,False,False,False,Pedestrian,False
0,ego,605a964cc30b61fedf8a41bdf130f505,154,17.098896,3.703153,-4.851511,-0.7214339833007108,1.2128778,0,3.5195427,False,False,True,False,Cyclist,False
0,ego,fb0ed944efebd34d756103188d59da85,155,16.89919,6.651884,-7.2854443,2.471187094424649,1.8213611,0,6.6785727,False,False,False,False,Foreign Object Debris,False
0,ego,e350da1e9a0a9a8a5a0f2665ae0c4bdc,134,16.896152,10.693878,0.0039138794,0.046210151757823725,0.09568596,0,10.599611,False,False,True,False,Cut_ins,False
0,ego,ef06b076c2f0910d2499e33961803074,163,16.830448,1.7788374,-6.8111706,4.492609198867378,1.8641768,0,8.394414,False,False,False,False,Cyclist,True
0,ego,ef06b076c2f0910d2499e33961803074,164,16.684181,1.1305115,-6.6449323,3.942158469339598,1.838798,0,8.529891,False,False,False,False,Cyclist,True
0,ego,a089800aa672a22a6dcfd0404e82e92b,99,16.672543,0.43976706,-7.5707774,-3.966069744996367,1.8926944,0,2.266417,False,False,False,False,Cyclist,True
0,ego,dfa20c65dcc57c6ccabc47a7cc96d13f,125,16.585405,16.9045,-0.41675568,-8.971979911642027,0.10418892,0,16.907272,False,False,False,True,Foreign Object Debris,False
0,ego,57e34daab2df82dfd78edad9dfc8d56d,154,16.535213,0.05078125,0.125,287.21874365630737,0.41796088,0,16.976606,False,False,False,False,Interections,False
0,ego,27b862196b866184a3c6b28dd1cdfbba,155,16.222836,5.22548,-6.344633,0.7557913275957346,1.5861583,0,8.518094,False,False,True,False,Foreign Object Debris,False
0,ego,e350da1e9a0a9a8a5a0f2665ae0c4bdc,133,16.152536,10.664095,-0.085926056,-0.06293317891755501,0.094703674,0,10.696291,False,False,True,False,Cut_ins,False
0,ego,b80c9c6ed4209a90c988f238602d89d4,195,16.123959,0.23604393,-4.8032684,-8.208510160086558,1.2008171,0,3.1651561,False,False,False,True,Cyclist,False
0,ego,27b862196b866184a3c6b28dd1cdfbba,156,16.048536,4.477721,-6.772539,1.6817468078663345,1.6931348,0,8.596658,False,False,False,False,Foreign Object Debris,False
0,ego,cae661cd1bad4161170b8a193af7502d,151,15.901899,0.9683038,-2.9257307,0.6929243348120626,0.7314327,0,1.0541742,False,False,False,False,Cyclist,False
0,ego,474a369cbdce69432665f10ee171ac55,174,15.88721,3.265626,0.90624523,-0.05700202273519445,1.141293,0,3.668011,False,False,False,False,Cut_ins,False
0,ego,2b74d20f67e018078588074153758632,159,15.758125,24.30138,-2.124382,-2.606722785649102,0.5310955,0,26.449877,False,False,False,False,Multi-Lane Maneuvers,False
0,ego,fb0ed944efebd34d756103188d59da85,152,15.723447,9.169752,-4.641979,0.7280424354486001,1.1604948,0,7.9274793,False,False,True,False,Foreign Object Debris,False
0,ego,bce8a15acc5cfc6da301eb9441e4e688,157,15.714693,3.923947,-5.984087,-1.0651804981752355,1.4960217,0,7.810503,False,False,False,False,Cut_ins,False
0,ego,57e34daab2df82dfd78edad9dfc8d56d,151,15.443611,0.0018834602,-0.14118232,286.26807421441436,0.5781241,0,16.358835,False,False,False,False,Interections,False
0,ego,e350da1e9a0a9a8a5a0f2665ae0c4bdc,135,15.411181,10.729501,0.14050293,0.061037628000104587,0.10251427,0,10.41019,False,False,True,False,Cut_ins,False
0,ego,0c1bdcfac7be564a0c75d3bb4234e47d,153,15.409037,5.6621914,-4.5935764,0.032965353076196476,1.1483941,0,4.9943986,False,False,True,False,Foreign Object Debris,False
0,ego,0c1bdcfac7be564a0c75d3bb4234e47d,154,15.33297,4.799923,-6.1013184,-0.12666769377122591,1.5253296,0,5.00022,False,False,True,False,Foreign Object Debris,False
0,ego,54a8d79d034d3de050a3f29351499731,146,15.328527,12.4872265,0.056941986,1.137685357453301,0.29344273,0,12.517584,False,False,False,False,Pedestrian,False
0,ego,31935e26a0bd05d0f9bf5285154cb25e,164,15.201851,16.71825,-3.3758774,3.5881595403660866,0.84396935,0,16.34314,False,False,False,False,Cyclist,False
0,ego,dd7e52e9f9e1ae9c50e476b3340d1226,165,15.168675,3.7783525,-5.5038548,-0.29733203774087574,1.3759637,0,7.09723,False,False,True,False,Cut_ins,False
0,ego,dfa20c65dcc57c6ccabc47a7cc96d13f,124,15.139162,16.955389,-0.32403564,-8.904667970484727,0.08100891,0,16.927084,False,False,False,True,Foreign Object Debris,False
0,ctrv,57e34daab2df82dfd78edad9dfc8d56d,159,25.559267,2.7324429,5.4844236,217.46811419170683,1.3711059,0,17.945871,False,False,False,False,Interections,False
0,ctrv,57e34daab2df82dfd78edad9dfc8d56d,158,24.600842,2.0976546,4.9062257,-216.08316083181685,1.2265564,0,17.750721,False,False,False,False,Interections,False
0,ctrv,57e34daab2df82dfd78edad9dfc8d56d,156,22.530338,0.648444,1.6562673,71.86602784301273,0.5781479,0,17.372446,False,False,False,False,Interections,False
0,ctrv,dfa20c65dcc57c6ccabc47a7cc96d13f,132,21.95983,15.949815,-2.2372208,-8.413690921055762,0.5593052,0,15.239297,False,False,False,True,Foreign Object Debris,False
0,ctrv,dfa20c65dcc57c6ccabc47a7cc96d13f,133,21.898815,15.532608,-2.9015236,-8.18009998823389,0.7253809,0,14.729101,False,False,False,True,Foreign Object Debris,False
0,ctrv,dfa20c65dcc57c6ccabc47a7cc96d13f,131,21.893482,16.325119,-1.4548035,-8.553291279199632,0.36370087,0,15.696628,False,False,False,True,Foreign Object Debris,False
0,ctrv,dfa20c65dcc57c6ccabc47a7cc96d13f,130,21.620577,16.624395,-0.74946594,-8.69638912108537,0.18736649,0,16.069958,False,False,False,True,Foreign Object Debris,False
0,ctrv,dfa20c65dcc57c6ccabc47a7cc96d13f,134,21.593239,15.031618,-3.580143,-7.888311660192643,0.89503574,0,14.197834,False,False,False,True,Foreign Object Debris,False
0,ctrv,57e34daab2df82dfd78edad9dfc8d56d,155,21.4846,0.1836825,0.4377367,-290.0828496130445,0.722639,0,17.168673,False,False,False,False,Interections,False
0,ctrv,dfa20c65dcc57c6ccabc47a7cc96d13f,135,21.01684,14.438478,-4.3541985,-7.649064818473811,1.0885496,0,13.64122,False,False,False,True,Foreign Object Debris,False
0,ctrv,dfa20c65dcc57c6ccabc47a7cc96d13f,129,20.995403,16.789295,-0.36930084,-8.792042676071544,0.09232521,0,16.375038,False,False,False,True,Foreign Object Debris,False
0,ctrv,54a8d79d034d3de050a3f29351499731,153,20.671661,11.513437,-2.2051353,0.7747479466759791,0.55128384,0,10.793568,False,False,True,False,Pedestrian,False
0,ctrv,54a8d79d034d3de050a3f29351499731,152,20.581303,11.842044,-1.6701126,1.0278762781009592,0.41752815,0,11.251519,False,False,False,False,Pedestrian,False
0,ctrv,54a8d79d034d3de050a3f29351499731,154,20.509945,11.09621,-2.8241806,0.47124484369216735,0.70604515,0,10.260456,False,False,True,False,Pedestrian,False
0,ctrv,57e34daab2df82dfd78edad9dfc8d56d,154,20.412022,0.05078125,0.125,287.21874365630737,0.41796088,0,16.976606,False,False,False,False,Interections,False
0,ctrv,dfa20c65dcc57c6ccabc47a7cc96d13f,136,20.399765,13.842632,-4.948307,-7.3233159361056135,1.2370768,0,13.039619,False,False,False,True,Foreign Object Debris,False
0,ctrv,54a8d79d034d3de050a3f29351499731,151,20.355047,12.122296,-1.0531998,1.272052904902782,0.26329994,0,11.628455,False,False,False,False,Pedestrian,False
0,ctrv,dfa20c65dcc57c6ccabc47a7cc96d13f,128,20.14172,16.864487,-0.22211456,-8.837971002484824,0.09274483,0,16.621506,False,False,False,True,Foreign Object Debris,False
0,ctrv,54a8d79d034d3de050a3f29351499731,155,20.06528,10.581561,-3.5937119,0.19933182185495693,0.89842796,0,9.665859,False,False,True,False,Pedestrian,False
0,ctrv,54a8d79d034d3de050a3f29351499731,150,20.039873,12.369333,-0.35046387,1.4632672096797803,0.24256134,0,11.9316635,False,False,False,False,Pedestrian,False
0,ctrv,57e34daab2df82dfd78edad9dfc8d56d,157,19.976894,1.3613261,3.453043,0.3849890980634459,0.86326075,0,17.563272,False,False,False,False,Interections,False
0,ctrv,dfa20c65dcc57c6ccabc47a7cc96d13f,137,19.800709,13.268993,-5.2553596,-6.9991697149374765,1.3138399,0,12.414322,False,False,False,True,Foreign Object Debris,False
0,ctrv,57e3f4d557f856f3b40d35329670f58f,120,19.672445,7.095497,2.6194706,-24.20640343504993,0.83807516,0,16.283611,False,False,False,True,Construction,False
0,ctrv,57e3f4d557f856f3b40d35329670f58f,121,19.549004,7.3966484,2.723032,-22.589454589150822,0.84105706,0,16.329973,False,False,False,True,Construction,False
0,ctrv,54a8d79d034d3de050a3f29351499731,149,19.464527,12.515764,0.09037399,1.5138133095970308,0.2616005,0,12.156749,True,False,False,False,Pedestrian,False
0,ctrv,54a8d79d034d3de050a3f29351499731,156,19.383692,9.990972,-4.361412,-0.10102608973983361,1.090353,0,9.035134,False,False,True,False,Pedestrian,False
0,ctrv,57e34daab2df82dfd78edad9dfc8d56d,153,19.35533,0.023559358,0.00032495707,-279.37497627007014,0.74216425,0,16.773558,False,False,False,False,Interections,False
0,ctrv,57e3f4d557f856f3b40d35329670f58f,119,19.333414,6.823059,2.6172352,-25.19578152264884,0.83880794,0,16.205984,False,False,False,True,Construction,False
0,ctrv,dfa20c65dcc57c6ccabc47a7cc96d13f,127,19.17234,16.887136,-0.2429657,-8.92482189504605,0.0900383,0,16.7897,False,False,False,True,Foreign Object Debris,False
0,ctrv,dfa20c65dcc57c6ccabc47a7cc96d13f,138,19.05093,12.654253,-5.5323067,-6.61291244284423,1.3830767,0,11.79143,False,False,False,True,Foreign Object Debris,False
0,ctrv,57e3f4d557f856f3b40d35329670f58f,122,18.859028,7.706211,2.829214,-20.289539845593875,0.8435863,0,16.402351,False,False,False,True,Construction,False
0,ctrv,e350da1e9a0a9a8a5a0f2665ae0c4bdc,137,18.793333,10.424316,-0.74609756,0.11094179819110112,0.18652439,0,9.775405,False,False,True,False,Cut_ins,False
0,ctrv,e350da1e9a0a9a8a5a0f2665ae0c4bdc,138,18.673893,10.060547,-1.6953163,0.09764898941610677,0.42382908,0,9.343775,False,False,True,False,Cut_ins,False
0,ctrv,57e3f4d557f856f3b40d35329670f58f,118,18.636015,6.5811415,2.7258434,-25.71166878424503,0.83442295,0,16.13991,False,False,False,True,Construction,False
0,ctrv,e350da1e9a0a9a8a5a0f2665ae0c4bdc,136,18.542046,10.651846,-0.07429123,0.15928513408657485,0.076143265,0,10.127953,False,False,True,False,Cut_ins,False
0,ctrv,54a8d79d034d3de050a3f29351499731,148,18.541798,12.52813,0.12667465,1.4627342734976192,0.274477,0,12.3413105,False,False,False,False,Pedestrian,False
0,ctrv,54a8d79d034d3de050a3f29351499731,157,18.465883,9.327103,-5.1254044,-0.38503408126243277,1.2813511,0,8.38101,False,False,True,False,Pedestrian,False
0,ctrv,e350da1e9a0a9a8a5a0f2665ae0c4bdc,139,18.388836,9.641692,-2.5544586,-0.020937189844605682,0.63861465,0,8.822268,False,False,True,False,Cut_ins,False
0,ctrv,7331710f59abdde8b10bce1c48d49b3f,145,18.352558,7.023328,2.311493,-29.637098370071293,0.57787323,0,14.912994,False,False,False,True,Interections,False
0,ctrv,57e34daab2df82dfd78edad9dfc8d56d,152,18.32981,0.011880396,0.0,-512.8045704614824,0.39844227,0,16.569891,False,False,False,False,Interections,False
0,ctrv,7331710f59abdde8b10bce1c48d49b3f,144,18.299408,6.758122,2.160984,-31.331898139017028,0.57069874,0,14.830721,False,False,False,True,Interections,False
0,ctrv,7331710f59abdde8b10bce1c48d49b3f,146,18.183273,7.288885,2.433731,-27.677824455707285,0.60843277,0,14.996462,False,False,False,True,Interections,False
0,ctrv,dfa20c65dcc57c6ccabc47a7cc96d13f,126,18.163982,16.886868,-0.3534546,-8.982896261482999,0.08836365,0,16.872032,False,False,False,True,Foreign Object Debris,False
0,ctrv,dfa20c65dcc57c6ccabc47a7cc96d13f,139,18.125559,11.989544,-5.8969574,-6.317813820933052,1.4742393,0,11.164409,False,False,False,True,Foreign Object Debris,False
0,ctrv,7331710f59abdde8b10bce1c48d49b3f,143,18.027103,6.5416117,2.198307,-32.7545350185958,0.5785494,0,14.753983,False,False,False,True,Interections,False
0,ctrv,e350da1e9a0a9a8a5a0f2665ae0c4bdc,135,17.89523,10.729501,0.14050293,0.061037628000104587,0.10251427,0,10.41019,False,False,True,False,Cut_ins,False
0,ctrv,b3c53b14746cce13a1ade988378276b7,143,17.88287,15.406771,-2.816513,0.17860137329879108,0.70412827,0,14.953142,False,False,True,False,Cyclist,False
0,ctrv,e350da1e9a0a9a8a5a0f2665ae0c4bdc,140,17.870483,9.146153,-3.3630981,-0.05947598528766051,0.84077454,0,8.210013,False,False,True,False,Cut_ins,False
0,ctrv,b3c53b14746cce13a1ade988378276b7,144,17.85226,15.065451,-3.015789,0.16490603826403685,0.75394726,0,14.608419,False,False,True,False,Cyclist,False
0,ctrv,b3c53b14746cce13a1ade988378276b7,142,17.847406,15.728062,-2.6368103,0.17517545713281846,0.6592026,0,15.282242,False,False,True,False,Cyclist,False
0,cv,dfa20c65dcc57c6ccabc47a7cc96d13f,132,22.342443,15.949815,-2.2372208,-8.413690921055762,0.5593052,0,15.239297,False,False,False,True,Foreign Object Debris,False
0,cv,dfa20c65dcc57c6ccabc47a7cc96d13f,131,22.31168,16.325119,-1.4548035,-8.553291279199632,0.36370087,0,15.696628,False,False,False,True,Foreign Object Debris,False
0,cv,dfa20c65dcc57c6ccabc47a7cc96d13f,133,22.253916,15.532608,-2.9015236,-8.18009998823389,0.7253809,0,14.729101,False,False,False,True,Foreign Object Debris,False
0,cv,dfa20c65dcc57c6ccabc47a7cc96d13f,130,22.08163,16.624395,-0.74946594,-8.69638912108537,0.18736649,0,16.069958,False,False,False,True,Foreign Object Debris,False
0,cv,dfa20c65dcc57c6ccabc47a7cc96d13f,134,21.92942,15.031618,-3.580143,-7.888311660192643,0.89503574,0,14.197834,False,False,False,True,Foreign Object Debris,False
0,cv,dfa20c65dcc57c6ccabc47a7cc96d13f,129,21.510477,16.789295,-0.36930084,-8.792042676071544,0.09232521,0,16.375038,False,False,False,True,Foreign Object Debris,False
0,cv,dfa20c65dcc57c6ccabc47a7cc96d13f,135,21.337166,14.438478,-4.3541985,-7.649064818473811,1.0885496,0,13.64122,False,False,False,True,Foreign Object Debris,False
0,cv,57e34daab2df82dfd78edad9dfc8d56d,155,21.001787,0.1836825,0.4377367,-290.0828496130445,0.722639,0,17.168673,False,False,False,False,Interections,False
0,cv,57e34daab2df82dfd78edad9dfc8d56d,156,20.827082,0.648444,1.6562673,71.86602784301273,0.5781479,0,17.372446,False,False,False,False,Interections,False
0,cv,dfa20c65dcc57c6ccabc47a7cc96d13f,128,20.733707,16.864487,-0.22211456,-8.837971002484824,0.09274483,0,16.621506,False,False,False,True,Foreign Object Debris,False
0,cv,dfa20c65dcc57c6ccabc47a7cc96d13f,136,20.703299,13.842632,-4.948307,-7.3233159361056135,1.2370768,0,13.039619,False,False,False,True,Foreign Object Debris,False
0,cv,54a8d79d034d3de050a3f29351499731,153,20.665125,11.513437,-2.2051353,0.7747479466759791,0.55128384,0,10.793568,False,False,True,False,Pedestrian,False
0,cv,54a8d79d034d3de050a3f29351499731,152,20.57159,11.842044,-1.6701126,1.0278762781009592,0.41752815,0,11.251519,False,False,False,False,Pedestrian,False
0,cv,54a8d79d034d3de050a3f29351499731,154,20.50635,11.09621,-2.8241806,0.47124484369216735,0.70604515,0,10.260456,False,False,True,False,Pedestrian,False
0,cv,54a8d79d034d3de050a3f29351499731,151,20.341124,12.122296,-1.0531998,1.272052904902782,0.26329994,0,11.628455,False,False,False,False,Pedestrian,False
0,cv,57e34daab2df82dfd78edad9dfc8d56d,154,20.278952,0.05078125,0.125,287.21874365630737,0.41796088,0,16.976606,False,False,False,False,Interections,False
0,cv,dfa20c65dcc57c6ccabc47a7cc96d13f,137,20.087059,13.268993,-5.2553596,-6.9991697149374765,1.3138399,0,12.414322,False,False,False,True,Foreign Object Debris,False
0,cv,54a8d79d034d3de050a3f29351499731,155,20.06388,10.581561,-3.5937119,0.19933182185495693,0.89842796,0,9.665859,False,False,True,False,Pedestrian,False
0,cv,54a8d79d034d3de050a3f29351499731,150,20.021473,12.369333,-0.35046387,1.4632672096797803,0.24256134,0,11.9316635,False,False,False,False,Pedestrian,False
0,cv,57e34daab2df82dfd78edad9dfc8d56d,157,19.97811,1.3613261,3.453043,0.3849890980634459,0.86326075,0,17.563272,False,False,False,False,Interections,False
0,cv,dfa20c65dcc57c6ccabc47a7cc96d13f,127,19.860456,16.887136,-0.2429657,-8.92482189504605,0.0900383,0,16.7897,False,False,False,True,Foreign Object Debris,False
0,cv,54a8d79d034d3de050a3f29351499731,149,19.443188,12.515764,0.09037399,1.5138133095970308,0.2616005,0,12.156749,True,False,False,False,Pedestrian,False
0,cv,54a8d79d034d3de050a3f29351499731,156,19.384344,9.990972,-4.361412,-0.10102608973983361,1.090353,0,9.035134,False,False,True,False,Pedestrian,False
0,cv,dfa20c65dcc57c6ccabc47a7cc96d13f,138,19.320911,12.654253,-5.5323067,-6.61291244284423,1.3830767,0,11.79143,False,False,False,True,Foreign Object Debris,False
0,cv,57e34daab2df82dfd78edad9dfc8d56d,153,19.293364,0.023559358,0.00032495707,-279.37497627007014,0.74216425,0,16.773558,False,False,False,False,Interections,False
0,cv,57e34daab2df82dfd78edad9dfc8d56d,158,19.050858,2.0976546,4.9062257,-216.08316083181685,1.2265564,0,17.750721,False,False,False,False,Interections,False
0,cv,dfa20c65dcc57c6ccabc47a7cc96d13f,126,18.976023,16.886868,-0.3534546,-8.982896261482999,0.08836365,0,16.872032,False,False,False,True,Foreign Object Debris,False
0,cv,e350da1e9a0a9a8a5a0f2665ae0c4bdc,137,18.793583,10.424316,-0.74609756,0.11094179819110112,0.18652439,0,9.775405,False,False,True,False,Cut_ins,False
0,cv,e350da1e9a0a9a8a5a0f2665ae0c4bdc,138,18.674118,10.060547,-1.6953163,0.09764898941610677,0.42382908,0,9.343775,False,False,True,False,Cut_ins,False
0,cv,e350da1e9a0a9a8a5a0f2665ae0c4bdc,136,18.54234,10.651846,-0.07429123,0.15928513408657485,0.076143265,0,10.127953,False,False,True,False,Cut_ins,False
0,cv,54a8d79d034d3de050a3f29351499731,148,18.51934,12.52813,0.12667465,1.4627342734976192,0.274477,0,12.3413105,False,False,False,False,Pedestrian,False
0,cv,54a8d79d034d3de050a3f29351499731,157,18.468184,9.327103,-5.1254044,-0.38503408126243277,1.2813511,0,8.38101,False,False,True,False,Pedestrian,False
0,cv,e350da1e9a0a9a8a5a0f2665ae0c4bdc,139,18.388802,9.641692,-2.5544586,-0.020937189844605682,0.63861465,0,8.822268,False,False,True,False,Cut_ins,False
0,cv,dfa20c65dcc57c6ccabc47a7cc96d13f,139,18.374039,11.989544,-5.8969574,-6.317813820933052,1.4742393,0,11.164409,False,False,False,True,Foreign Object Debris,False
0,cv,57e34daab2df82dfd78edad9dfc8d56d,159,18.360346,2.7324429,5.4844236,217.46811419170683,1.3711059,0,17.945871,False,False,False,False,Interections,False
0,cv,57e34daab2df82dfd78edad9dfc8d56d,152,18.298634,0.011880396,0.0,-512.8045704614824,0.39844227,0,16.569891,False,False,False,False,Interections,False
0,cv,dfa20c65dcc57c6ccabc47a7cc96d13f,125,18.17917,16.9045,-0.41675568,-8.971979911642027,0.10418892,0,16.907272,False,False,False,True,Foreign Object Debris,False
0,cv,e350da1e9a0a9a8a5a0f2665ae0c4bdc,135,17.895319,10.729501,0.14050293,0.061037628000104587,0.10251427,0,10.41019,False,False,True,False,Cut_ins,False
0,cv,b3c53b14746cce13a1ade988378276b7,143,17.882093,15.406771,-2.816513,0.17860137329879108,0.70412827,0,14.953142,False,False,True,False,Cyclist,False
0,cv,e350da1e9a0a9a8a5a0f2665ae0c4bdc,140,17.870396,9.146153,-3.3630981,-0.05947598528766051,0.84077454,0,8.210013,False,False,True,False,Cut_ins,False
0,cv,b3c53b14746cce13a1ade988378276b7,144,17.851583,15.065451,-3.015789,0.16490603826403685,0.75394726,0,14.608419,False,False,True,False,Cyclist,False
0,cv,b3c53b14746cce13a1ade988378276b7,142,17.846684,15.728062,-2.6368103,0.17517545713281846,0.6592026,0,15.282242,False,False,True,False,Cyclist,False
0,cv,b3c53b14746cce13a1ade988378276b7,145,17.803772,14.723153,-3.168129,0.17113585914209078,0.79203224,0,14.2392845,False,False,True,False,Cyclist,False
0,cv,b3c53b14746cce13a1ade988378276b7,146,17.709745,14.370125,-3.2891693,0.16797050935686886,0.8222923,0,13.851588,False,False,True,False,Cyclist,False
0,cv,57e34daab2df82dfd78edad9dfc8d56d,160,17.707752,3.3418112,5.6718965,0.13032792811441227,1.4179741,0,18.128723,False,False,False,False,Interections,False
0,cv,b3c53b14746cce13a1ade988378276b7,141,17.699322,16.011246,-2.5587082,0.1956938149750422,0.63967705,0,15.603527,False,False,True,False,Cyclist,False
0,cv,be13ab572a2f5b5ef155a3e2bbbf9aa0,145,17.643103,13.34106,-2.0533905,6.158636134259859,0.5133476,0,12.839805,False,False,False,True,Foreign Object Debris,False
0,cv,be13ab572a2f5b5ef155a3e2bbbf9aa0,144,17.63956,13.645208,-1.5889969,6.253407527626042,0.39724922,0,13.174119,False,False,False,True,Foreign Object Debris,False
0,cv,be13ab572a2f5b5ef155a3e2bbbf9aa0,146,17.579407,13.014454,-2.4784508,5.995364389509477,0.6196127,0,12.462769,False,False,False,True,Foreign Object Debris,False
0,cv,b3c53b14746cce13a1ade988378276b7,147,17.545406,13.998063,-3.4219208,0.14696912107015034,0.8554802,0,13.439474,False,False,True,False,Cyclist,False
1,ego,57e34daab2df82dfd78edad9dfc8d56d,144,32.11149,0.5527524,-0.2655847,0.5269769595038633,0.35547167,0,14.744283,False,False,False,False,Interections,False
1,ego,ef06b076c2f0910d2499e33961803074,166,25.358013,-0.19023615,-6.624983,3.0407488746770253,1.8533554,0,8.75459,False,False,False,False,Cyclist,True
1,ego,2b74d20f67e018078588074153758632,161,24.395105,23.278545,-3.8002243,-1.6742983024814933,0.9500561,0,26.421938,False,False,False,False,Multi-Lane Maneuvers,False
1,ego,a089800aa672a22a6dcfd0404e82e92b,98,24.049366,1.4085113,-6.35378,-2.6503297975677604,1.588445,0,2.2764454,False,False,False,False,Cyclist,False
1,ego,cae661cd1bad4161170b8a193af7502d,152,24.010658,0.24673623,-4.2144437,1.4896974324220231,1.0536109,0,1.096177,False,False,False,False,Cyclist,False
1,ego,57e34daab2df82dfd78edad9dfc8d56d,145,22.676468,-0.2695359,-2.9062872,0.8215039292660646,0.7265718,0,14.979432,False,False,False,False,Interections,False
1,ego,fe64be81fe42f8a9a901da26ba0179c1,151,22.467594,-0.23633176,-5.9965987,-1.3137026407374088,1.4991497,0,0.88107586,False,False,False,False,Cyclist,False
1,ego,605a964cc30b61fedf8a41bdf130f505,156,22.368303,1.7650018,-7.6456337,0.22862352833759297,1.9114084,0,3.5191743,False,False,True,False,Cyclist,True
1,ego,605a964cc30b61fedf8a41bdf130f505,155,21.262083,2.758254,-6.3715744,-0.27698307659419624,1.5928936,0,3.521434,False,False,True,False,Cyclist,False
