source,route,seed,step,speed,dense_turn_distance_m,plan_k_near,plan_k_aim,c_cmd_k,b_steer,c_steer,c_plant_steer,c_ack_only_steer,plan_plant_steer,gamma,opposite,s_shape,b_near_zero,c_near_zero,b_matches_plan,c_matches_plan,b_aim_sign,c_aim_sign
D3b,2084,0,407,8.417737851773172,-2.8497389036438108,-0.041273673830543915,-0.15819669405774292,-0.07642841417126092,-0.404561847448349,-0.20151455848678254,-0.23774264728429373,-0.21413834543089114,-0.4936253421515622,0.9032390161457415,0,0,0,0,1,1,-1,-1
D3b,2084,0,408,8.997015183928786,-3.2851222124255983,-0.03468810323514472,-0.1460097171500221,-0.07929325385784647,-0.41882503032684326,-0.21007712861918154,-0.24837511515062613,-0.2237274910429801,-0.45956450575090635,0.9032390161457415,0,0,0,0,1,1,-1,-1
D3b,2084,1,427,1.4384403800017431,3.9566258847218947,-0.0825937420458232,-0.0241720751652712,0.024824475511604754,-0.05065778270363808,0.059567151608420375,0.0626431325768828,0.060764492568527714,-0.0609694891136293,0.9704990481645902,1,0,1,0,1,0,-1,1
D3b,2084,1,433,3.0417469180897423,3.3064553184264263,-0.1512365842153281,-0.02987388784068839,0.02915775700050868,-0.051883596926927567,0.07205536734886847,0.0760457855699467,0.07376029077177525,-0.07795025194212238,0.9704990481645902,1,0,1,0,1,0,-1,1
D3b,2084,1,434,3.4357785760600192,3.1420190608333414,-0.14182115107953658,-0.04658502330256181,0.03253778734941409,-0.06386655569076538,0.08097032087110771,0.08569093123133285,0.08311162692762118,-0.12372077146956313,0.9704990481645902,1,0,1,0,1,0,-1,1
D3b,2084,1,435,3.8022687890923335,2.958907743021406,-0.14320814670515575,-0.07453663122072854,0.04533687619161413,-0.08712468296289444,0.11331471221258427,0.12117399317004916,0.11751007765171048,-0.20197336807599917,0.9704990481645902,1,0,1,0,1,0,-1,1
D3b,2084,1,436,4.1517314674256385,2.7583320101111006,-0.13753100035309074,-0.08595071712123147,0.04436892691040114,-0.10213708877563477,0.11167540754312821,0.12090301591504957,0.1157206119655462,-0.23850137384555234,0.9581643608304531,1,0,0,0,1,0,-1,1
D3b,2084,1,437,4.496713274658866,2.540662150067483,-0.12744979229553938,-0.1123503015752222,0.040038782234220374,-0.14257416129112244,0.10155737610938263,0.10956221962168498,0.1048722500037278,-0.31557550861419026,0.9581643608304531,1,0,0,0,1,0,-1,1
D3b,2084,1,438,4.833662048289981,2.3065070836512227,-0.13197759957691016,-0.13711886834184567,0.02205462122159762,-0.0793946236371994,0.056483128371120815,0.060039830215745625,0.05749027426298473,-0.38800634648955346,0.9581643608304531,1,0,1,0,1,0,-1,1
D3b,2084,1,439,5.195170656624089,2.0550161337777233,-0.13185281392776182,-0.165580798773522,0.015652717105205143,-0.1276220828294754,0.04040177931601679,0.04271829516032352,0.04091111737895965,-0.4699763539040638,0.9581643608304531,1,0,0,0,1,0,-1,1
D3b,2084,1,440,5.540512619678116,1.786307556005827,-0.11888883020741964,-0.15266505254934887,-0.009657513743029124,-0.17447809875011444,-0.025109843591880857,-0.026417552864232297,-0.025304378619253266,-0.4374030604786958,0.9581643608304531,0,0,0,0,1,1,-1,-1
D3b,2084,1,441,5.667816967355922,1.5078257284996504,-0.11149881101724395,-0.14194105114150837,-0.04108366726067527,-0.24277998507022858,-0.10650974543446519,-0.1150028798276871,-0.110078310527137,-0.40777528677787084,0.9581643608304531,0,0,0,0,1,1,-1,-1
D3b,2084,1,442,5.582393824662759,1.2325096213772468,-0.11394739008075666,-0.13887938419624637,-0.04711880325953512,-0.24743276834487915,-0.12187685197360808,-0.13224157593990832,-0.12656898799182015,-0.39872851909805535,0.9581643608304531,0,0,0,0,1,1,-1,-1
D3b,2084,1,443,5.5603229275866894,0.9601606178092297,-0.11301745014661002,-0.15562201802608394,-0.03880139576668936,-0.2435363531112671,-0.10053422179605215,-0.10834889504682382,-0.10371284466547412,-0.44581613979528006,0.9581643608304531,0,0,0,0,1,1,-1,-1
D3b,2084,1,444,5.968310234480277,0.680587210585216,-0.10777986245112382,-0.1601995057229793,-0.04560899023564242,-0.26730310916900635,-0.11847330018489857,-0.12839162582086414,-0.1228863411602009,-0.4604165122057763,0.9581643608304531,0,0,0,0,1,1,-1,-1
D3b,2084,1,445,6.479559031702639,0.3764698056614648,-0.09742556790374401,-0.17191354349192203,-0.0524954777049019,-0.2958585023880005,-0.13681711172929284,-0.15690868976447095,-0.14269328275731963,-0.5191328723882963,0.9117058100690492,0,0,0,0,1,1,-1,-1
D3b,2084,1,446,6.917380930065942,0.05269026128169685,-0.09384336565784673,-0.16819070349192372,-0.0633877443679234,-0.3228382468223572,-0.1653815775513706,-0.19132370334844262,-0.17397263732111873,-0.5107703792691868,0.9117058100690492,0,0,0,0,1,1,-1,-1
D3b,2084,1,447,7.321344811395979,-0.3473381240917419,-0.08897181969757628,-0.18379524261520122,-0.051675555616188126,-0.3041296899318695,-0.13586532553584132,-0.15571360186867675,-0.1416084377681379,-0.5572570886461771,0.9117058100690492,0,0,0,0,1,1,-1,-1
D3b,2084,1,448,7.719393517589328,-0.7114447449902954,-0.08095383539689277,-0.18474023294635603,-0.05824149584606019,-0.3352247178554535,-0.15345549555432036,-0.17680507456732553,-0.16077535621037217,-0.5621789518216507,0.9117058100690492,0,0,0,0,1,1,-1,-1
D3b,2084,1,449,8.08164260098535,-1.088692158127202,-0.06990910620376764,-0.17218121570446598,-0.07448848558397361,-0.38177210092544556,-0.1958727505332367,-0.23074913656413787,-0.20783285921902347,-0.5330926982922257,0.9032390161457415,0,0,0,0,1,1,-1,-1
D3b,2084,1,1597,1.0310602074865098,-1.668777679021204,-0.2362903332784791,-0.11188467723113821,0.03583101244007965,-0.20041678845882416,0.08518111423039326,0.09038968447842201,0.08766525646217915,-0.2904851389417644,0.9704990481645902,1,0,0,0,1,0,-1,1
D3b,2084,1,1599,1.2906242544523296,-1.7770647500671188,-0.23000196599129452,-0.1424473279448963,0.048391213228633816,-0.26791754364967346,0.11526195972892006,0.12355982048447213,0.11982083049794115,-0.37189469969050076,0.9704990481645902,1,0,0,0,1,0,-1,1
D3b,2084,1,1600,1.3832313314416407,-1.8395188683196722,-0.24142584033045233,-0.0982186752642375,0.05128509069525281,-0.13772882521152496,0.12226908014387643,0.13137600703433566,0.12739796165648062,-0.25605761291985984,0.9704990481645902,1,0,0,0,1,0,-1,1
D3b,2084,1,2729,1.1261393705461973,-2.3982405567231666,-0.13384559919375355,-0.19901362254054789,0.040626415905892124,-0.1142164021730423,0.09665423801062979,0.10296490576408018,0.09985604362511466,-0.5108336167799907,0.9704990481645902,1,0,0,0,1,0,-1,1
D3b,2084,1,2730,1.2910671742044606,-2.739641391935997,-0.1162172395524057,-0.2503498310005043,0.030513244561433058,-0.16756640374660492,0.07295636926645349,0.07708212113327517,0.07476402447862172,-0.6271822149813155,0.9704990481645902,1,0,0,0,1,0,-1,1
D3b,2084,1,2731,1.4413760101448863,-2.807412679832318,-0.12048045113372963,-0.26679195927051536,0.05682674939140551,-0.12060670554637909,0.13540960936880547,0.1461395642237366,0.14171037620841828,-0.6628186544282785,0.9704990481645902,1,0,0,0,1,0,-1,1
D3b,2084,1,2732,1.644017646835513,-2.8836952782409924,-0.12350141972549994,-0.1627780780440155,0.04430533874775789,-0.06610975414514542,0.10632979518532212,0.1136099737221865,0.110175770344852,-0.42655764949131536,0.9704990481645902,1,0,1,0,1,0,-1,1
D3b,2084,1,2733,1.9302148358045066,-2.9741281239990798,-0.1118779397552151,-0.1139956796581276,0.03525395471738737,-0.11966512352228165,0.0852239828898306,0.09039266514528435,0.08766876880410769,-0.30100453288931067,0.9704990481645902,1,0,0,0,1,0,-1,1
D3b,2084,1,2734,2.2485053056686617,-3.0786577236291777,-0.11472530758180624,-0.13571728996032867,0.03729623592009222,-0.12734077870845795,0.09066309020610674,0.09632168762547666,0.09341683365870562,-0.36081852946539034,0.9704990481645902,1,0,0,0,1,0,-1,1
D3b,2084,1,2735,2.523350688210589,-3.1968850328597895,-0.16209028635571407,-0.24719738272653247,0.05023850472054179,-0.18601886928081512,0.12238370837023865,0.13138896072982578,0.1274113915821992,-0.6349520716985914,0.9704990481645902,1,0,0,0,1,0,-1,1
D3b,2084,1,2736,2.800751468445696,-3.3276396656151306,-0.10939570769653631,-0.17459645369905907,0.06273139455361158,-0.11260481923818588,0.1530435947620487,0.16594315035115587,0.16091093424208405,-0.46625237803768627,0.9704990481645902,1,0,0,0,1,0,-1,1
D3b,2084,1,2737,3.1075703186892496,-3.472757147114656,-0.12119665541681181,-0.1931603825671906,0.05422945237932018,-0.12974698841571808,0.1334284743195777,0.14370420324642802,0.1393505088165551,-0.5157237058059494,0.9704990481645902,1,0,0,0,1,0,-1,1
D3b,2084,1,2738,3.4637978614851357,-3.634072610430742,-0.10990615731063433,-0.193382686060377,0.043579800616376806,-0.17063651978969574,0.10826083529254395,0.11560543123331712,0.1121116523131751,-0.5198044590570056,0.9704990481645902,1,0,0,0,1,0,-1,1
D3b,2084,1,2739,3.8040886899894324,-4.151230876960405,-0.0910910858248735,-0.2203238412326456,0.035385437045395415,-0.21903330087661743,0.08863699902802667,0.09402274825463346,0.0911893145536098,-0.5889653775833239,0.9704990481645902,1,0,0,0,1,0,-1,1
D3b,2084,1,2740,4.127478103840064,-4.3510517025355355,-0.0791535599079954,-0.23398139407468888,0.02674624287936444,-0.26282089948654175,0.06751605257780043,0.07204665966937637,0.06897969445519835,-0.6316594285135345,0.9581643608304531,1,0,0,0,1,0,-1,1
D3b,2084,1,2817,1.1877853944351187,-5.366552319370314,-0.1118674645382237,-0.1310987057981576,0.01850024319134598,-0.481981486082077,0.04422020553852622,0.04626276118614871,0.044880253671366624,-0.34176420373952465,0.9704990481645902,1,0,0,0,1,0,-1,1
D3b,2084,1,2818,1.4124682304495242,-5.433725616181654,-0.10458091983104037,-0.17390348661901603,0.02590533328276223,-0.47222796082496643,0.06212163872412753,0.06538746887794973,0.06342543381435423,-0.4525787476497164,0.9704990481645902,1,0,0,0,1,0,-1,1
D3b,2084,1,2819,1.6435933600488297,-5.512241692922807,-0.09640157692239121,-0.20020911204780154,0.0181095427007456,-0.33935263752937317,0.04365400441509146,0.04565573947015189,0.044291690244451856,-0.518579767429067,0.9704990481645902,1,0,0,0,1,0,-1,1
D3b,2084,1,2820,1.8630568606838058,-5.601815679969505,-0.09056367226866228,-0.21786378874166398,-0.000829964103435894,-0.39449745416641235,-0.0020106414731621645,-0.002073172206427478,-0.002011971431397884,-0.5620386214794123,0.9704990481645902,0,0,0,1,1,1,-1,-1
D3b,2084,1,2821,2.0823512420495156,-5.702195687628098,-0.08681892619820623,-0.23147965677029123,-0.0006037029989762911,-0.39291220903396606,-0.0014685084523321863,-0.0015138976948396547,-0.00146921487772819,-0.5952616271629136,0.9704990481645902,0,0,0,1,1,1,-1,-1
D3b,2084,1,2822,2.353847945761661,-5.816037579800621,-0.07902880821264359,-0.24781170642989736,-0.010148364790795256,-0.4177108108997345,-0.02480494731991953,-0.02577303687841886,-0.02500695624317588,-0.634255028072498,0.9704990481645902,0,0,0,0,1,1,-1,-1
D3b,2084,1,2823,2.643446723714058,-5.944310046880858,-0.07710786977044466,-0.26135328269182223,-0.008032351254330819,-0.42287641763687134,-0.01974244669073159,-0.02047728331396246,-0.01986951439015442,-0.6665785849264987,0.9704990481645902,0,0,0,1,1,1,-1,-1
D3b,2084,1,2824,2.9851270052741574,-6.089633449218709,-0.07594574949324957,-0.26784773548472146,0.003545112677888206,-0.4162985384464264,0.00877128855148917,0.009064265593024404,0.008796122743064572,-0.684470655911153,0.9704990481645902,1,0,0,1,1,0,-1,1
D3b,2084,1,2825,3.352336552131576,-6.683692115439229,-0.0673788926955302,-0.2787448845778607,-0.01516126615915917,-0.4465521275997162,-0.03775338460427413,-0.03938892992880024,-0.03821424774703597,-0.7116567909791416,0.9704990481645902,0,0,0,0,1,1,-1,-1
D3b,2084,1,2826,3.6779360836099793,-6.860627811864575,-0.06199285701760942,-0.2866957907716501,0.00020791851009554523,-0.4299203157424927,0.0005213181223656819,0.0005372566696133287,0.0005214044652027487,-0.7321192013848742,0.9704990481645902,1,0,0,1,1,0,-1,1
D3b,2084,1,2827,4.0211779521859645,-7.055468172101307,-0.056486941484058556,-0.2866659264855201,0.014881182132646479,-0.4223138093948364,0.037537733952628355,0.0396645960684566,0.03798741904008858,-0.7442865119291935,0.9581643608304531,1,0,0,0,1,0,-1,1
D3b,2084,1,2828,4.362168616988367,-7.268065824696407,-0.04324755453436843,-0.2950425156217346,0.014796411500579493,-0.4296570420265198,0.037572766027952745,0.039698816139459706,0.03802028248233775,-0.7659597001834224,0.9581643608304531,1,0,0,0,1,0,-1,1
D3b,2084,1,2829,4.694507591723856,-7.497983540023164,-0.03642694710148507,-0.2857074762273542,0.01795159826807039,-0.42135855555534363,0.04586974128474139,0.04859246557520427,0.04653388654587648,-0.7521881567033009,0.9581643608304531,1,0,0,0,1,0,-1,1
D3b,2084,1,2830,5.038834693831955,-8.133393040576543,-0.03438983438784175,-0.25913353466784095,0.0002391452248744555,-0.29332226514816284,0.000615766775513376,0.0006427803210552357,0.0006158840812019651,-0.700629025379183,0.9581643608304531,1,0,0,1,1,0,-1,1
D3b,2084,1,2831,5.457623083908163,-8.387972363313885,-0.032655488645243286,-0.21615840328358785,-0.020339072085784962,-0.3295239210128784,-0.05274870513032089,-0.055990565033273314,-0.053615251325525644,-0.6050141870985414,0.9581643608304531,0,0,0,0,1,1,-1,-1
D3b,2084,1,2832,5.535652637980367,-8.654425205661866,-0.031556996022887446,-0.20472169499206713,-0.022674585383667706,-0.3226659297943115,-0.058881433709917684,-0.06262131241927973,-0.05996123040179408,-0.5770975256546906,0.9581643608304531,0,0,0,0,1,1,-1,-1
D3b,2084,2,385,3.606811335815944,3.8727875518041337,-0.13019279835388722,-0.04557606685868357,0.026142391653762503,-0.05654829740524292,0.06533598666679971,0.0687841678617956,0.06671996183231393,-0.12137128783402099,0.9704990481645902,1,0,1,0,1,0,-1,1
D3b,2084,2,386,3.944882068119491,3.681982593837244,-0.12822685957665214,-0.057921634923867094,0.026319536608200314,-0.0711226835846901,0.06620792064262054,0.0697122424212183,0.0676199975313741,-0.1562640618019413,0.9704990481645902,1,0,1,0,1,0,-1,1
D3b,2084,2,387,4.281304204658633,3.4744514668071496,-0.12689739455831073,-0.07087350323002092,0.041138937553680956,-0.07644965499639511,0.10388449982145587,0.11217334782075795,0.10736985651683675,-0.19612905674459516,0.9581643608304531,1,0,1,0,1,0,-1,1
D3b,2084,2,390,5.319215161984323,2.749927282368297,-0.13720646452385538,-0.13089260871409739,0.025907193496298303,-0.07028179615736008,0.06695746400705457,0.07140105559669103,0.06836285458645136,-0.374040346820658,0.9581643608304531,1,0,1,0,1,0,-1,1
D3b,2084,2,391,5.52532009418357,2.4764717929499938,-0.1307014634503858,-0.13579754046093187,0.009505519788426484,-0.11051976680755615,0.024707345591764313,0.025990806524580152,0.024895729787252664,-0.3896042420132426,0.9581643608304531,1,0,0,0,1,0,-1,1
D3b,2084,2,392,5.514351812865159,2.2020349731280398,-0.12945840801451086,-0.17395907215208797,0.023254875283441067,-0.09988845139741898,0.06035825566813269,0.0642227947521318,0.061493825636847715,-0.49582639456787864,0.9581643608304531,1,0,1,0,1,0,-1,1
D3b,2084,2,393,5.511911138760351,1.9284497840645507,-0.12192541653700989,-0.12889380885825016,-0.0344452892410672,-0.2205379605293274,-0.03964174582198343,-0.09583678028371473,-0.0917428713778093,-0.3697495275730014,0.9581643608304531,0,0,0,0,1,1,-1,-1
D3b,2084,2,394,5.501405767019476,1.6558354349922304,-0.12021325226195892,-0.13852406159797,-0.032227705251401464,-0.2081625610589981,-0.08351284889466687,-0.08952058776804413,-0.08570004362660776,-0.39718029897233476,0.9581643608304531,0,0,0,0,1,1,-1,-1
D3b,2084,2,395,6.092166947635707,1.364164297979304,-0.10912388484986815,-0.15186906171471096,-0.04614861094312835,-0.2531322240829468,-0.12000831628620914,-0.13692045602020864,-0.12453213850842434,-0.45934172438623655,0.9117058100690492,0,0,0,0,1,1,-1,-1
D3b,2084,2,396,6.5875010183313245,1.047821141328324,-0.10218939581825298,-0.15713357437035289,-0.054552087795540334,-0.2812337875366211,-0.14224851146202525,-0.16340889761604624,-0.14859997022765045,-0.47707736041644133,0.9117058100690492,0,0,0,0,1,1,-1,-1
D3b,2084,2,397,7.024675308186442,0.7119835958500431,-0.09829601138265687,-0.15961208206954397,-0.057608466446445544,-0.2952271103858948,-0.15074681193663775,-0.17359650217377656,-0.15785862386121977,-0.4864490777900974,0.9117058100690492,0,0,0,0,1,1,-1,-1
D3b,2084,2,398,7.433596879722095,0.3587877322688442,-0.09087120151078695,-0.1581058115828617,-0.06549822357998769,-0.3257894217967987,-0.1716631888330505,-0.19891918353759974,-0.18087895593580966,-0.484052398701821,0.9117058100690492,0,0,0,0,1,1,-1,-1
D3b,2084,2,399,7.812746566991811,-0.05772041292603092,-0.08344763155688642,-0.1519291344435728,-0.08203010534736989,-0.37218257784843445,-0.21444785531505067,-0.25163664685512327,-0.22885873844751328,-0.4676066469582129,0.9117058100690492,0,0,0,0,1,1,-1,-1
D3b,2084,2,400,8.159552379302394,-0.4466282746089334,-0.07285335410120591,-0.1526896728019241,-0.0876833630123973,-0.3911491930484772,-0.2294710828420664,-0.27297093889177737,-0.2459392501503954,-0.475817293459107,0.9032390161457415,0,0,0,0,1,1,-1,-1
D3b,2084,2,401,8.514287820941343,-0.8463059507821029,-0.06590940778133977,-0.15434354613415557,-0.08807208780381565,-0.40110233426094055,-0.23129007371202204,-0.2752113847922876,-0.24796109810740208,-0.48254534334989435,0.9032390161457415,0,0,0,0,1,1,-1,-1
D3b,2084,2,402,8.862544284447292,-1.4550291387481948,-0.05789219159178039,-0.15895897548323612,-0.08427252091691688,-0.40776896476745605,-0.22248616961459694,-0.26401070651331665,-0.237841070238674,-0.49818477756849117,0.9032390161457415,0,0,0,0,1,1,-1,-1
D3b,2084,2,403,8.688785013124505,-1.8845486188718539,-0.05137964198383406,-0.15720195655121152,-0.08566751816107808,-0.4175759255886078,-0.22562453015604803,-0.26800585896550566,-0.2414502001460469,-0.49202097404589623,0.9032390161457415,0,0,0,0,1,1,-1,-1
D3b,2084,2,404,8.773081325344144,-2.3067165148292403,-0.04150681863481773,-0.15642942569375443,-0.08467217619642514,-0.42291390895843506,-0.22329550662103625,-0.2650480819415259,-0.23877837858041823,-0.490125435484894,0.9032390161457415,0,0,0,0,1,1,-1,-1
D3b,2084,2,405,9.072088721419252,-2.993161260118015,-0.032126976956279474,-0.15282984086884688,-0.08201873975935901,-0.4238840937614441,-0.2172178715624628,-0.25733490835446854,-0.23181289841550679,-0.48074330262200826,0.9032390161457415,0,0,0,0,1,1,-1,-1
D3b,27529,0,373,4.4226231132071945,3.299204684678724,0.13131356815783235,0.030124696444088186,-0.01756655511872999,0.05154804512858391,-0.04464887700920347,-0.04728401472960245,-0.04528133120430759,0.08180085606412177,0.9581643608304531,1,0,1,0,1,0,1,-1
D3b,27529,0,378,5.6787420765942995,1.986004901666245,0.1267357368473307,0.11420841302894498,-0.01003858418977091,0.07989636063575745,-0.026140158563250478,-0.027510245248883257,-0.026350722465028217,0.32805862668065433,0.9581643608304531,1,0,1,0,1,0,1,-1
D3b,27529,0,379,5.6901661313800975,1.7029559375525558,0.13076392035112336,0.11819791247060848,-0.010934056932485725,0.07925081253051758,-0.028473741159765927,-0.02998846635709768,-0.02872371591444202,0.33967786169287667,0.9581643608304531,1,0,1,0,1,0,1,-1
D3b,27529,0,380,5.85689093137488,1.4181891441881476,0.13122224147502487,0.1282179133798792,0.004676218035544315,0.12629202008247375,0.012201107838491343,0.012783450910418385,0.012246713728989606,0.3692430212583685,0.9581643608304531,0,0,0,1,1,1,1,1
D3b,27529,0,381,6.508139551124159,1.1053751515283992,0.13364520648574582,0.14844403887033533,-0.0005317591166211431,0.12012464553117752,-0.001396661666617653,-0.0015326331491421151,-0.0013972534298463254,0.4511696490235713,0.9117058100690492,1,0,0,1,1,0,1,-1
D3b,27529,0,382,6.97714909507314,0.7654246615294262,0.1410496009758831,0.1303526559681572,0.0065680956083729305,0.13640765845775604,0.017331108248944353,0.0191187540694036,0.017422225195401125,0.39892679651353374,0.9117058100690492,0,0,0,1,1,1,1,1
D3b,27529,0,383,7.079499139209809,0.41425981502652576,0.14116714177827744,0.1398228221847638,0.010246589798733559,0.15490396320819855,0.027061018467856753,0.02994790493079802,0.02728354873393808,0.42799651236308206,0.9117058100690492,0,0,0,0,1,1,1,1
D3b,27529,0,384,7.009761925594253,0.06545430412511877,0.14829120498621906,0.1495509767524163,0.009398439735717955,0.16058646142482758,0.02480463426753276,0.027430592781504948,0.024991615771307835,0.4567530344473349,0.9117058100690492,0,0,0,0,1,1,1,1
D3b,27529,0,385,6.891453569503529,-0.2835084754723063,0.151299259780047,0.155571304062351,0.015089897824373918,0.18490070104599,0.039762838995636665,0.04418983018563734,0.04024592511100425,0.47396536196197997,0.9117058100690492,0,0,0,0,1,1,1,1
D3b,27529,0,386,6.6784294498843755,-0.6170325693643903,0.14396820932500373,0.14609796062874908,0.034226414872464896,0.23286837339401245,0.08976426294901226,0.10140267475604282,0.09226316232349276,0.4449866521565003,0.9117058100690492,0,0,0,0,1,1,1,1
D3b,27529,0,387,6.486080589683469,-0.9808885197376469,0.1435018999445687,0.14319092656267546,0.04505672499159646,0.25640642642974854,0.11766626479832558,0.1341277294184131,0.12199545787105467,0.43548379497287826,0.9117058100690492,0,0,0,0,1,1,1,1
D3b,27529,0,388,6.288018491070448,-1.2964897936228859,0.14479664682450433,0.13110738554138235,0.061200024532951765,0.29221007227897644,0.15877620857260163,0.18336571252352402,0.16673770026014464,0.39843413321004684,0.9117058100690492,0,0,0,0,1,1,1,1
